Ball Number,over,ball,Ball,bowler,bowler_role,batsman,batsman_role,Runs,is_wicket,bowler_score,match_id,city,stadium,Stadium_Type,is_extra,legal_delivery,legal_deliveries_count,overs_completed,overs_bowled,total_runs,current_run_rate,total_overs,target,runs_needed,overs_remaining,required_run_rate,wickets_fallen,wickets_in_hand,Ground_Type,innings,result,year
0.1,0,1,1,Deepak Chahar,Bowlers,Virat Kohli,Batters,1,False,-0.5,1,Chepauk,MA Chidambaram Stadium,Medium,False,True,1,0,0.1666666666666666,1,6.0,20,71,70,19.83333333333333,3.5294117647058827,0,10,Medium,1,lose,2019
0.2,0,2,2,Deepak Chahar,Bowlers,Parthiv Patel,Batters,0,False,1.0,1,Chepauk,MA Chidambaram Stadium,Medium,False,True,2,0,0.3333333333333333,1,3.0,20,71,70,19.666666666666668,3.559322033898305,0,10,Medium,1,lose,2019
0.3,0,3,3,Deepak Chahar,Bowlers,Parthiv Patel,Batters,0,False,1.0,1,Chepauk,MA Chidambaram Stadium,Medium,False,True,3,0,0.5,1,2.0,20,71,70,19.5,3.58974358974359,0,10,Medium,1,lose,2019
0.4,0,4,4,Deepak Chahar,Bowlers,Parthiv Patel,Batters,0,False,1.0,1,Chepauk,MA Chidambaram Stadium,Medium,False,True,4,0,0.6666666666666666,1,1.5,20,71,70,19.33333333333333,3.620689655172414,0,10,Medium,1,lose,2019
0.5,0,5,5,Deepak Chahar,Bowlers,Parthiv Patel,Batters,4,False,-2.0,1,Chepauk,MA Chidambaram Stadium,Medium,False,True,5,0,0.8333333333333334,5,6.0,20,71,66,19.166666666666668,3.443478260869565,0,10,Medium,1,lose,2019
0.6,0,6,6,Deepak Chahar,Bowlers,Parthiv Patel,Batters,0,False,1.0,1,Chepauk,MA Chidambaram Stadium,Medium,False,True,6,0,1.0,5,5.0,20,71,66,19.0,3.473684210526316,0,10,Medium,1,lose,2019
1.1,1,1,7,Harbhajan Singh,Bowlers,Virat Kohli,Batters,1,False,-0.5,1,Chepauk,MA Chidambaram Stadium,Medium,False,True,7,1,1.1666666666666667,6,5.142857142857142,20,71,65,18.83333333333333,3.4513274336283186,0,10,Medium,1,lose,2019
1.2,1,2,8,Harbhajan Singh,Bowlers,Parthiv Patel,Batters,1,False,-0.5,1,Chepauk,MA Chidambaram Stadium,Medium,False,True,8,1,1.3333333333333333,7,5.25,20,71,64,18.666666666666668,3.4285714285714284,0,10,Medium,1,lose,2019
1.3,1,3,9,Harbhajan Singh,Bowlers,Virat Kohli,Batters,1,False,-0.5,1,Chepauk,MA Chidambaram Stadium,Medium,False,True,9,1,1.5,8,5.333333333333333,20,71,63,18.5,3.4054054054054053,0,10,Medium,1,lose,2019
1.4,1,4,10,Harbhajan Singh,Bowlers,Parthiv Patel,Batters,2,False,-1.0,1,Chepauk,MA Chidambaram Stadium,Medium,False,True,10,1,1.6666666666666663,10,6.000000000000001,20,71,61,18.33333333333333,3.327272727272728,0,10,Medium,1,lose,2019
1.5,1,5,11,Harbhajan Singh,Bowlers,Parthiv Patel,Batters,1,False,-0.25,1,Chepauk,MA Chidambaram Stadium,Medium,False,True,11,1,1.8333333333333333,11,5.999999999999999,20,71,60,18.166666666666668,3.3027522935779814,0,10,Medium,1,lose,2019
1.6,1,6,12,Harbhajan Singh,Bowlers,Virat Kohli,Batters,1,False,-0.5,1,Chepauk,MA Chidambaram Stadium,Medium,False,True,12,1,2.0,12,6.0,20,71,59,18.0,3.2777777777777777,0,10,Medium,1,lose,2019
2.1,2,1,13,Deepak Chahar,Bowlers,Virat Kohli,Batters,2,False,-1.0,1,Chepauk,MA Chidambaram Stadium,Medium,False,True,13,2,2.1666666666666665,14,6.461538461538462,20,71,57,17.833333333333332,3.196261682242991,0,10,Medium,1,lose,2019
2.2,2,2,14,Deepak Chahar,Bowlers,Virat Kohli,Batters,0,False,1.0,1,Chepauk,MA Chidambaram Stadium,Medium,False,True,14,2,2.333333333333333,14,6.0,20,71,57,17.666666666666668,3.2264150943396226,0,10,Medium,1,lose,2019
