Ball Number,over,ball,Ball,bowler,bowler_role,batsman,batsman_role,Runs,is_wicket,bowler_score,match_id,city,stadium,Stadium_Type,is_extra,legal_delivery,legal_deliveries_count,overs_completed,overs_bowled,total_runs,current_run_rate,total_overs,target,runs_needed,overs_remaining,required_run_rate,wickets_fallen,wickets_in_hand,Ground_Type,innings,result,year
3.3,3,3,24,Shivam Mavi,Bowlers,Devon Conway,Batters,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,21,3,3.5,18,5.142857142857143,20,132,114,16.5,6.909090909090909,1,9,Medium,1,lose,2022
3.4,3,4,25,Shivam Mavi,Bowlers,Robin Uthappa,Batters,6,False,-3.0,1,Mumbai,Wankhede Stadium,Medium,False,True,22,3,3.6666666666666665,24,6.545454545454546,20,132,108,16.333333333333332,6.612244897959184,1,9,Medium,1,lose,2022
3.5,3,5,26,Shivam Mavi,Bowlers,Robin Uthappa,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,23,3,3.8333333333333335,24,6.260869565217391,20,132,108,16.166666666666668,6.68041237113402,1,9,Medium,1,lose,2022
3.6,3,6,27,Shivam Mavi,Bowlers,Robin Uthappa,Batters,4,False,-2.0,1,Mumbai,Wankhede Stadium,Medium,False,True,24,3,4.0,28,7.0,20,132,104,16.0,6.5,1,9,Medium,1,lose,2022
4.1,4,1,28,Umesh Yadav,Bowlers,Devon Conway,Batters,0,True,5.0,1,Mumbai,Wankhede Stadium,Medium,False,True,25,4,4.166666666666667,28,6.72,20,132,104,15.833333333333332,6.56842105263158,2,8,Medium,1,lose,2022
4.2,4,2,29,Umesh Yadav,Bowlers,Ambati Rayudu,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,26,4,4.333333333333333,28,6.461538461538462,20,132,104,15.666666666666668,6.638297872340425,2,8,Medium,1,lose,2022
4.3,4,3,30,Umesh Yadav,Bowlers,Ambati Rayudu,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,27,4,4.5,28,6.222222222222222,20,132,104,15.5,6.709677419354839,2,8,Medium,1,lose,2022
4.4,4,4,31,Umesh Yadav,Bowlers,Ambati Rayudu,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,28,4,4.666666666666667,28,6.0,20,132,104,15.333333333333332,6.782608695652175,2,8,Medium,1,lose,2022
4.5,4,5,32,Umesh Yadav,Bowlers,Ambati Rayudu,Batters,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,29,4,4.833333333333333,29,6.0,20,132,103,15.166666666666668,6.791208791208791,2,8,Medium,1,lose,2022
4.6,4,6,33,Umesh Yadav,Bowlers,Robin Uthappa,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,30,4,5.0,29,5.8,20,132,103,15.0,6.866666666666666,2,8,Medium,1,lose,2022
5.1,5,1,34,Varun Chakravarthy,Bowlers,Ambati Rayudu,Batters,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,31,5,5.166666666666667,30,5.806451612903225,20,132,102,14.833333333333332,6.876404494382023,2,8,Medium,1,lose,2022
5.2,5,2,35,Varun Chakravarthy,Bowlers,Robin Uthappa,Batters,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,32,5,5.333333333333333,31,5.8125,20,132,101,14.666666666666668,6.886363636363636,2,8,Medium,1,lose,2022
5.3,5,3,36,Varun Chakravarthy,Bowlers,Ambati Rayudu,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,33,5,5.5,31,5.636363636363637,20,132,101,14.5,6.965517241379311,2,8,Medium,1,lose,2022
5.4,5,4,37,Varun Chakravarthy,Bowlers,Ambati Rayudu,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,34,5,5.666666666666667,31,5.470588235294118,20,132,101,14.333333333333332,7.046511627906978,2,8,Medium,1,lose,2022
5.5,5,5,38,Varun Chakravarthy,Bowlers,Ambati Rayudu,Batters,4,False,-2.0,1,Mumbai,Wankhede Stadium,Medium,False,True,35,5,5.833333333333333,35,6.0,20,132,97,14.166666666666668,6.847058823529411,2,8,Medium,1,lose,2022
5.6,5,6,39,Varun Chakravarthy,Bowlers,Ambati Rayudu,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,36,5,6.0,35,5.833333333333333,20,132,97,14.0,6.928571428571429,2,8,Medium,1,lose,2022
6.1,6,1,40,Sunil Narine,All-Rounders,Robin Uthappa,Batters,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,37,6,6.166666666666667,36,5.837837837837838,20,132,96,13.833333333333332,6.939759036144579,2,8,Medium,1,lose,2022
6.2,6,2,41,Sunil Narine,All-Rounders,Ambati Rayudu,Batters,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,38,6,6.333333333333333,37,5.842105263157895,20,132,95,13.666666666666668,6.951219512195121,2,8,Medium,1,lose,2022
6.3,6,3,42,Sunil Narine,All-Rounders,Robin Uthappa,Batters,2,False,-1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,39,6,6.5,39,6.0,20,132,93,13.5,6.888888888888889,2,8,Medium,1,lose,2022
6.4,6,4,43,Sunil Narine,All-Rounders,Robin Uthappa,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,40,6,6.666666666666667,39,5.85,20,132,93,13.333333333333332,6.9750000000000005,2,8,Medium,1,lose,2022
6.5,6,5,44,Sunil Narine,All-Rounders,Robin Uthappa,Batters,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,41,6,6.833333333333333,40,5.853658536585366,20,132,92,13.166666666666668,6.987341772151898,2,8,Medium,1,lose,2022
6.6,6,6,45,Sunil Narine,All-Rounders,Ambati Rayudu,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,42,6,7.0,40,5.714285714285714,20,132,92,13.0,7.076923076923077,2,8,Medium,1,lose,2022
7.1,7,1,46,Varun Chakravarthy,Bowlers,Robin Uthappa,Batters,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,43,7,7.166666666666667,41,5.720930232558139,20,132,91,12.833333333333332,7.090909090909092,2,8,Medium,1,lose,2022
7.2,7,2,47,Varun Chakravarthy,Bowlers,Ambati Rayudu,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,44,7,7.333333333333333,41,5.590909090909091,20,132,91,12.666666666666668,7.1842105263157885,2,8,Medium,1,lose,2022
7.3,7,3,48,Varun Chakravarthy,Bowlers,Ambati Rayudu,Batters,6,False,-3.0,1,Mumbai,Wankhede Stadium,Medium,False,True,45,7,7.5,47,6.266666666666667,20,132,85,12.5,6.8,2,8,Medium,1,lose,2022
7.4,7,4,49,Varun Chakravarthy,Bowlers,Ambati Rayudu,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,46,7,7.666666666666667,47,6.130434782608695,20,132,85,12.333333333333332,6.891891891891893,2,8,Medium,1,lose,2022
7.5,7,5,50,Varun Chakravarthy,Bowlers,Ambati Rayudu,Batters,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,47,7,7.833333333333333,48,6.127659574468085,20,132,84,12.166666666666668,6.904109589041095,2,8,Medium,1,lose,2022
7.6,7,6,51,Varun Chakravarthy,Bowlers,Robin Uthappa,Batters,0,True,5.0,1,Mumbai,Wankhede Stadium,Medium,True,False,47,7,7.833333333333333,48,6.127659574468085,20,132,84,12.166666666666668,6.904109589041095,3,7,Medium,1,lose,2022
7.6,7,6,52,Varun Chakravarthy,Bowlers,Ravindra Jadeja,All-Rounders,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,48,7,8.0,49,6.125,20,132,83,12.0,6.916666666666667,3,7,Medium,1,lose,2022
8.1,8,1,53,Sunil Narine,All-Rounders,Ravindra Jadeja,All-Rounders,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,49,8,8.166666666666666,50,6.122448979591837,20,132,82,11.833333333333334,6.929577464788732,3,7,Medium,1,lose,2022
8.2,8,2,54,Sunil Narine,All-Rounders,Ambati Rayudu,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,50,8,8.333333333333334,50,6.0,20,132,82,11.666666666666666,7.028571428571429,3,7,Medium,1,lose,2022
8.3,8,3,55,Sunil Narine,All-Rounders,Ambati Rayudu,Batters,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,51,8,8.5,51,6.0,20,132,81,11.5,7.043478260869565,3,7,Medium,1,lose,2022
8.4,8,4,56,Sunil Narine,All-Rounders,Ravindra Jadeja,All-Rounders,0,True,5.0,1,Mumbai,Wankhede Stadium,Medium,False,True,52,8,8.666666666666666,51,5.884615384615385,20,132,81,11.333333333333334,7.147058823529411,4,6,Medium,1,lose,2022
8.5,8,5,57,Sunil Narine,All-Rounders,Ravindra Jadeja,All-Rounders,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,53,8,8.833333333333334,52,5.886792452830188,20,132,80,11.166666666666666,7.164179104477612,4,6,Medium,1,lose,2022
8.6,8,6,58,Sunil Narine,All-Rounders,Shivam Dube,All-Rounders,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,54,8,9.0,52,5.777777777777778,20,132,80,11.0,7.272727272727272,4,6,Medium,1,lose,2022
9.1,9,1,59,Varun Chakravarthy,Bowlers,Ravindra Jadeja,All-Rounders,2,False,-1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,55,9,9.166666666666666,54,5.890909090909092,20,132,78,10.833333333333334,7.199999999999999,4,6,Medium,1,lose,2022
9.2,9,2,60,Varun Chakravarthy,Bowlers,Ravindra Jadeja,All-Rounders,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,56,9,9.333333333333334,55,5.892857142857142,20,132,77,10.666666666666666,7.21875,4,6,Medium,1,lose,2022
9.3,9,3,61,Varun Chakravarthy,Bowlers,Shivam Dube,All-Rounders,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,57,9,9.5,55,5.789473684210527,20,132,77,10.5,7.333333333333333,4,6,Medium,1,lose,2022
9.4,9,4,62,Varun Chakravarthy,Bowlers,Shivam Dube,All-Rounders,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,58,9,9.666666666666666,56,5.793103448275862,20,132,76,10.333333333333334,7.354838709677419,4,6,Medium,1,lose,2022
9.5,9,5,63,Varun Chakravarthy,Bowlers,Ravindra Jadeja,All-Rounders,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,59,9,9.833333333333334,56,5.694915254237288,20,132,76,10.166666666666666,7.475409836065574,4,6,Medium,1,lose,2022
9.6,9,6,64,Varun Chakravarthy,Bowlers,Ravindra Jadeja,All-Rounders,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,60,9,10.0,56,5.6,20,132,76,10.0,7.6,4,6,Medium,1,lose,2022
10.1,10,1,65,Andre Russell,All-Rounders,Shivam Dube,All-Rounders,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,61,10,10.166666666666666,57,5.606557377049181,20,132,75,9.833333333333334,7.627118644067796,4,6,Medium,1,lose,2022
10.2,10,2,66,Andre Russell,All-Rounders,Ravindra Jadeja,All-Rounders,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,62,10,10.333333333333334,58,5.612903225806451,20,132,74,9.666666666666666,7.655172413793104,4,6,Medium,1,lose,2022
10.3,10,3,67,Andre Russell,All-Rounders,Shivam Dube,All-Rounders,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,63,10,10.5,59,5.619047619047619,20,132,73,9.5,7.684210526315789,4,6,Medium,1,lose,2022
10.4,10,4,68,Andre Russell,All-Rounders,Ravindra Jadeja,All-Rounders,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,64,10,10.666666666666666,60,5.625,20,132,72,9.333333333333334,7.7142857142857135,4,6,Medium,1,lose,2022
10.5,10,5,69,Andre Russell,All-Rounders,Shivam Dube,All-Rounders,0,True,5.0,1,Mumbai,Wankhede Stadium,Medium,False,True,65,10,10.833333333333334,60,5.538461538461538,20,132,72,9.166666666666666,7.854545454545455,5,5,Medium,1,lose,2022
10.6,10,6,70,Andre Russell,All-Rounders,MS Dhoni,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,66,10,11.0,60,5.454545454545454,20,132,72,9.0,8.0,5,5,Medium,1,lose,2022
11.1,11,1,71,Varun Chakravarthy,Bowlers,Ravindra Jadeja,All-Rounders,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,67,11,11.166666666666666,61,5.462686567164179,20,132,71,8.833333333333334,8.037735849056602,5,5,Medium,1,lose,2022
11.2,11,2,72,Varun Chakravarthy,Bowlers,MS Dhoni,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,68,11,11.333333333333334,61,5.38235294117647,20,132,71,8.666666666666666,8.192307692307693,5,5,Medium,1,lose,2022
11.3,11,3,73,Varun Chakravarthy,Bowlers,MS Dhoni,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,69,11,11.5,61,5.304347826086956,20,132,71,8.5,8.352941176470589,5,5,Medium,1,lose,2022
11.4,11,4,74,Varun Chakravarthy,Bowlers,MS Dhoni,Batters,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,70,11,11.666666666666666,62,5.314285714285715,20,132,70,8.333333333333334,8.399999999999999,5,5,Medium,1,lose,2022
11.5,11,5,75,Varun Chakravarthy,Bowlers,Ravindra Jadeja,All-Rounders,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,71,11,11.833333333333334,63,5.323943661971831,20,132,69,8.166666666666666,8.448979591836736,5,5,Medium,1,lose,2022
11.6,11,6,76,Varun Chakravarthy,Bowlers,MS Dhoni,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,72,11,12.0,63,5.25,20,132,69,8.0,8.625,5,5,Medium,1,lose,2022
12.1,12,1,77,Andre Russell,All-Rounders,Ravindra Jadeja,All-Rounders,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,73,12,12.166666666666666,63,5.178082191780822,20,132,69,7.833333333333334,8.808510638297872,5,5,Medium,1,lose,2022
12.2,12,2,78,Andre Russell,All-Rounders,Ravindra Jadeja,All-Rounders,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,74,12,12.333333333333334,64,5.189189189189189,20,132,68,7.666666666666666,8.869565217391305,5,5,Medium,1,lose,2022
12.3,12,3,79,Andre Russell,All-Rounders,MS Dhoni,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,75,12,12.5,64,5.12,20,132,68,7.5,9.066666666666666,5,5,Medium,1,lose,2022
12.4,12,4,80,Andre Russell,All-Rounders,MS Dhoni,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,76,12,12.666666666666666,64,5.052631578947369,20,132,68,7.333333333333334,9.272727272727272,5,5,Medium,1,lose,2022
12.5,12,5,81,Andre Russell,All-Rounders,MS Dhoni,Batters,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,77,12,12.833333333333334,65,5.064935064935065,20,132,67,7.166666666666666,9.348837209302326,5,5,Medium,1,lose,2022
12.6,12,6,82,Andre Russell,All-Rounders,Ravindra Jadeja,All-Rounders,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,78,12,13.0,65,5.0,20,132,67,7.0,9.571428571428571,5,5,Medium,1,lose,2022
13.1,13,1,83,Shivam Mavi,Bowlers,MS Dhoni,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,79,13,13.166666666666666,65,4.936708860759494,20,132,67,6.833333333333334,9.804878048780488,5,5,Medium,1,lose,2022
13.2,13,2,84,Shivam Mavi,Bowlers,MS Dhoni,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,80,13,13.333333333333334,65,4.875,20,132,67,6.666666666666666,10.05,5,5,Medium,1,lose,2022
13.3,13,3,85,Shivam Mavi,Bowlers,MS Dhoni,Batters,2,False,-1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,81,13,13.5,67,4.962962962962963,20,132,65,6.5,10.0,5,5,Medium,1,lose,2022
13.4,13,4,86,Shivam Mavi,Bowlers,MS Dhoni,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,82,13,13.666666666666666,67,4.902439024390244,20,132,65,6.333333333333334,10.26315789473684,5,5,Medium,1,lose,2022
13.5,13,5,87,Shivam Mavi,Bowlers,MS Dhoni,Batters,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,83,13,13.833333333333334,68,4.9156626506024095,20,132,64,6.166666666666666,10.37837837837838,5,5,Medium,1,lose,2022
13.6,13,6,88,Shivam Mavi,Bowlers,Ravindra Jadeja,All-Rounders,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,84,13,14.0,68,4.857142857142857,20,132,64,6.0,10.666666666666666,5,5,Medium,1,lose,2022
14.1,14,1,89,Sunil Narine,All-Rounders,MS Dhoni,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,85,14,14.166666666666666,68,4.8,20,132,64,5.833333333333334,10.97142857142857,5,5,Medium,1,lose,2022
14.2,14,2,90,Sunil Narine,All-Rounders,MS Dhoni,Batters,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,86,14,14.333333333333334,69,4.813953488372093,20,132,63,5.666666666666666,11.11764705882353,5,5,Medium,1,lose,2022
14.3,14,3,91,Sunil Narine,All-Rounders,Ravindra Jadeja,All-Rounders,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,87,14,14.5,70,4.827586206896552,20,132,62,5.5,11.272727272727272,5,5,Medium,1,lose,2022
14.4,14,4,92,Sunil Narine,All-Rounders,MS Dhoni,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,88,14,14.666666666666666,70,4.7727272727272725,20,132,62,5.333333333333334,11.624999999999998,5,5,Medium,1,lose,2022
14.5,14,5,93,Sunil Narine,All-Rounders,MS Dhoni,Batters,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,89,14,14.833333333333334,71,4.786516853932584,20,132,61,5.166666666666666,11.806451612903228,5,5,Medium,1,lose,2022
14.6,14,6,94,Sunil Narine,All-Rounders,Ravindra Jadeja,All-Rounders,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,90,14,15.0,72,4.8,20,132,60,5.0,12.0,5,5,Medium,1,lose,2022
15.1,15,1,95,Umesh Yadav,Bowlers,Ravindra Jadeja,All-Rounders,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,91,15,15.166666666666666,73,4.813186813186813,20,132,59,4.833333333333334,12.206896551724135,5,5,Medium,1,lose,2022
15.2,15,2,96,Umesh Yadav,Bowlers,MS Dhoni,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,92,15,15.333333333333334,73,4.760869565217391,20,132,59,4.666666666666666,12.642857142857144,5,5,Medium,1,lose,2022
15.3,15,3,97,Umesh Yadav,Bowlers,MS Dhoni,Batters,4,False,-2.0,1,Mumbai,Wankhede Stadium,Medium,False,True,93,15,15.5,77,4.967741935483871,20,132,55,4.5,12.22222222222222,5,5,Medium,1,lose,2022
15.4,15,4,98,Umesh Yadav,Bowlers,MS Dhoni,Batters,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,94,15,15.666666666666666,78,4.97872340425532,20,132,54,4.333333333333334,12.46153846153846,5,5,Medium,1,lose,2022
15.5,15,5,99,Umesh Yadav,Bowlers,Ravindra Jadeja,All-Rounders,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,95,15,15.833333333333334,79,4.989473684210526,20,132,53,4.166666666666666,12.720000000000002,5,5,Medium,1,lose,2022
15.6,15,6,100,Umesh Yadav,Bowlers,MS Dhoni,Batters,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,96,15,16.0,80,5.0,20,132,52,4.0,13.0,5,5,Medium,1,lose,2022
16.1,16,1,101,Sunil Narine,All-Rounders,MS Dhoni,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,97,16,16.166666666666668,80,4.948453608247422,20,132,52,3.833333333333332,13.565217391304351,5,5,Medium,1,lose,2022
16.2,16,2,102,Sunil Narine,All-Rounders,MS Dhoni,Batters,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,98,16,16.333333333333332,81,4.959183673469388,20,132,51,3.666666666666668,13.909090909090905,5,5,Medium,1,lose,2022
16.3,16,3,103,Sunil Narine,All-Rounders,Ravindra Jadeja,All-Rounders,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,99,16,16.5,82,4.96969696969697,20,132,50,3.5,14.285714285714286,5,5,Medium,1,lose,2022
16.4,16,4,104,Sunil Narine,All-Rounders,MS Dhoni,Batters,0,False,1.0,1,Mumbai,Wankhede Stadium,Medium,False,True,100,16,16.666666666666668,82,4.92,20,132,50,3.333333333333332,15.000000000000004,5,5,Medium,1,lose,2022
16.5,16,5,105,Sunil Narine,All-Rounders,MS Dhoni,Batters,1,False,-0.5,1,Mumbai,Wankhede Stadium,Medium,False,True,101,16,16.833333333333332,83,4.930693069306931,20,132,49,3.166666666666668,15.47368421052631,5,5,Medium,1,lose,2022
