Ball,Ball Number,Bowler,Batsman,Runs,is_wicket,bowler_good,Description,match_id,city,total_runs,over,ball_in_over,continuous_ball_index,overs_bowled,overs_completed,balls_in_current_over,actual_over_ball,is_original_ball_number,current_run_rate,total_overs,target,runs_needed,overs_remaining,required_run_rate,wickets_fallen,wickets_in_hand
11,1.5,Madhwal,Saha,0,True,1,"Saha has been struck high on the right thigh as he looked to whip it square, but has been adjudged lbw.Initial impression: may have been a tad high.He's been given out on the field, but the decision has been challenged. It's the skid off the pitch that beat Saha. Ball tracking comes back to suggest this would've clipped the bails, andbecause it was given out on field, it'll remain out.What a strike first up for the youngster. Talk about making an immediate impact.",57,Wankhede,7,1,5,10,1.8333333333333333,1,5,1.5,True,3.8181818181818183,20,219,212,18.166666666666668,11.669724770642201,1,9
12,1.6,Madhwal,Hardik,4,False,0,what a shot! Shows the full face of the bat as he punches a perfectly acceptable length delivery on middle. Just purred away to the boundary. So good to watch.,57,Wankhede,11,1,6,11,2.0,1,6,1.6,True,5.5,20,219,208,18.0,11.555555555555555,1,9
61,10.1,Chawla,Tewatia,1,False,0,dabs this wrong'un into the gap between cover and point,57,Wankhede,12,10,1,12,2.1666666666666665,2,1,2.1,True,5.538461538461539,20,219,207,17.833333333333332,11.60747663551402,1,9
62,10.2,Chawla,Miller,1,False,0,cuts to deep point,57,Wankhede,13,10,2,13,2.3333333333333335,2,2,2.2,True,5.571428571428571,20,219,206,17.666666666666668,11.660377358490566,1,9
63,10.3,Chawla,Tewatia,0,False,1,"wrong'un off a length on middle, defended",57,Wankhede,13,10,3,14,2.5,2,3,2.3,True,5.2,20,219,206,17.5,11.771428571428572,1,9
64,10.4,Chawla,Tewatia,1,False,0,"shortish on middle, pulled to deep square",57,Wankhede,14,10,4,15,2.6666666666666665,2,4,2.4,True,5.25,20,219,205,17.333333333333332,11.826923076923078,1,9
65,10.5,Chawla,Miller,1,False,0,"whips this into the gap at wide long-on, excellent running",57,Wankhede,15,10,5,16,2.8333333333333335,2,5,2.5,True,5.294117647058823,20,219,204,17.166666666666668,11.883495145631068,1,9
66,10.6,Chawla,Tewatia,4,False,0,"one bounce into the fence! Tewatia sees this tossed up, quickly gets down on one knee and slog-sweeps into the gap at wide long-on.",57,Wankhede,19,10,6,17,3.0,2,6,2.6,True,6.333333333333333,20,219,200,17.0,11.764705882352942,1,9
67,11.1,Madhwal,Miller,6,False,0,"...and is welcomed with a savage hit over cover! Length outside off, Miller stays besides the line and lofts through the line to clear extra cover. Terrific hit.",57,Wankhede,25,11,1,18,3.1666666666666665,3,1,3.1,True,7.894736842105264,20,219,194,16.833333333333332,11.524752475247526,1,9
68,11.2,Madhwal,Miller,1,False,0,swung away across the line to deep midwicket,57,Wankhede,26,11,2,19,3.3333333333333335,3,2,3.2,True,7.8,20,219,193,16.666666666666668,11.579999999999998,1,9
69,11.3,Madhwal,Tewatia,1,False,0,steers between backward point and short third as they scamper a single,57,Wankhede,27,11,3,20,3.5,3,3,3.3,True,7.714285714285714,20,219,192,16.5,11.636363636363637,1,9
70,11.4,Madhwal,Miller,1,False,0,"swung across the line to deep midwicket, didn't get hold of that.",57,Wankhede,28,11,4,21,3.6666666666666665,3,4,3.4,True,7.636363636363637,20,219,191,16.333333333333332,11.693877551020408,1,9
71,11.5,Madhwal,Tewatia,1,False,0,"steps out to wallop that over cover, ends up bunting it to mid-off",57,Wankhede,29,11,5,22,3.8333333333333335,3,5,3.5,True,7.565217391304348,20,219,190,16.166666666666668,11.752577319587628,1,9
72,11.6,Madhwal,Miller,0,True,1,"Miller has been given out lbw but he reviews immediately. It's a well-disguised cutter that angles back in from around the stumps to cramp Miller for room, he's hit flush on the back thigh and ball tracking comes back to confirm this would've crashed into leg stump.",57,Wankhede,29,11,6,23,4.0,3,6,3.6,True,7.25,20,219,190,16.0,11.875,2,8
73,12.1,Chawla,Tewatia,0,True,1,"the wheels are coming off! Tewatia attempts the slog sweep, hits it really well but it's almost as if he forgot there was a fielder patrolling the longest boundary at deep backward square. Cam Green covered good ground to his right to take the catch.",57,Wankhede,29,12,1,24,4.166666666666667,4,1,4.1,True,6.959999999999999,20,219,190,15.833333333333332,12.000000000000002,3,7
74,12.2,Chawla,Noor Ahmad,1,False,0,works this googly down to long-on to get off the mark,57,Wankhede,30,12,2,25,4.333333333333333,4,2,4.2,True,6.923076923076923,20,219,189,15.666666666666668,12.063829787234042,3,7
75,12.3,Chawla,Rashid Khan,0,False,1,"pushed through quicker outside off, defended",57,Wankhede,30,12,3,26,4.5,4,3,4.3,True,6.666666666666667,20,219,189,15.5,12.193548387096774,3,7
76,12.4,Chawla,Rashid Khan,0,False,1,"fired full, he lunges forward and defends",57,Wankhede,30,12,4,27,4.666666666666667,4,4,4.4,True,6.428571428571428,20,219,189,15.333333333333332,12.32608695652174,3,7
77,12.5,Chawla,Rashid Khan,2,False,0,"plays it nice and late, rolls past short third and they scamper back for the second",57,Wankhede,32,12,5,28,4.833333333333333,4,5,4.5,True,6.620689655172415,20,219,187,15.166666666666668,12.329670329670328,3,7
78,12.6,Chawla,Rashid Khan,0,False,1,can only hit this as far back as the bowler.,57,Wankhede,32,12,6,29,5.0,4,6,4.6,True,6.4,20,219,187,15.0,12.466666666666667,3,7
79,13.1,Kartikeya,Noor Ahmad,0,False,1,chops it into the covers,57,Wankhede,32,13,1,30,5.166666666666667,5,1,5.1,True,6.193548387096774,20,219,187,14.833333333333332,12.606741573033709,3,7
80,13.2,Kartikeya,Noor Ahmad,0,True,1,"another one for Kartikeya with that simple policy of 'you miss, I hit.' Bowls length into the pitch from around the stumps, Noor steps out to swing this over deep midwicket but misses it altogether and is bowled.",57,Wankhede,32,13,2,31,5.333333333333333,5,2,5.2,True,6.0,20,219,187,14.666666666666668,12.749999999999998,4,6
81,13.3,Kartikeya,Alzarri Joseph,1,False,0,punches to long-off,57,Wankhede,33,13,3,32,5.5,5,3,5.3,True,6.0,20,219,186,14.5,12.827586206896552,4,6
82,13.4,Kartikeya,Rashid Khan,6,False,0,what an incredible hit! That's simply lofted through the line inside-out over cover. Rashid stepped out but still went through with the shot even though he didn't get underneath the length.,57,Wankhede,39,13,4,33,5.666666666666667,5,4,5.4,True,6.88235294117647,20,219,180,14.333333333333332,12.558139534883722,4,6
83,13.5,Kartikeya,Rashid Khan,6,False,0,"this one's clobbered nearly into the second tier at deep midwicket. This one's slower through the air, tossed up and Rashid absolutely nailed this as he went hard with the slog sweep.",57,Wankhede,45,13,5,34,5.833333333333333,5,5,5.5,True,7.714285714285714,20,219,174,14.166666666666668,12.28235294117647,4,6
84,13.6,Kartikeya,Rashid Khan,0,False,1,"shortish on middle, bunted to mid-on",57,Wankhede,45,13,6,35,6.0,5,6,5.6,True,7.5,20,219,174,14.0,12.428571428571429,4,6
85,14.1,Behrendorff,Alzarri Joseph,1,False,0,tucks this length ball on middle to deep square,57,Wankhede,46,14,1,36,6.166666666666667,6,1,6.1,True,7.459459459459459,20,219,173,13.833333333333332,12.506024096385543,4,6
86,14.2,Behrendorff,Rashid Khan,4,False,0,looks to go over cover but ends up slicing it off a thick edge over short third.,57,Wankhede,50,14,2,37,6.333333333333333,6,2,6.2,True,7.894736842105264,20,219,169,13.666666666666668,12.365853658536585,4,6
87,14.3,Behrendorff,Rashid Khan,6,False,0,bowls a slower ball and gets whacked over cover again! Rashid makes room and waits and then swings through cleanly as it arrives to clear sweeper cover. Incredible hit.,57,Wankhede,56,14,3,38,6.5,6,3,6.3,True,8.615384615384615,20,219,163,13.5,12.074074074074074,4,6
88,14.4,Behrendorff,Rashid Khan,0,False,1,"predictable response. He bowls short into the body, Rashid ducks under the bouncer this time",57,Wankhede,56,14,4,39,6.666666666666667,6,4,6.4,True,8.4,20,219,163,13.333333333333332,12.225000000000001,4,6
89,14.5,Behrendorff,Rashid Khan,1,False,0,"firmly driven to wide long-off, called for two but will have to be happy with a single",57,Wankhede,57,14,5,40,6.833333333333333,6,5,6.5,True,8.341463414634147,20,219,162,13.166666666666668,12.303797468354428,4,6
90,14.6,Behrendorff,Alzarri Joseph,1,False,0,slapped down to long-off,57,Wankhede,58,14,6,41,7.0,6,6,6.6,True,8.285714285714286,20,219,161,13.0,12.384615384615385,4,6
91,15.1,Madhwal,Alzarri Joseph,0,False,1,"float it on a length on off from wide of the crease, punched back",57,Wankhede,58,15,1,42,7.166666666666667,7,1,7.1,True,8.093023255813954,20,219,161,12.833333333333332,12.545454545454547,4,6
92,15.2,Madhwal,Alzarri Joseph,0,False,1,"skids one back in off a length on middle and leg, the ball hurries onto him, deflects off the pad to the off side",57,Wankhede,58,15,2,43,7.333333333333333,7,2,7.2,True,7.909090909090909,20,219,161,12.666666666666668,12.710526315789473,4,6
93,15.3,Madhwal,Rashid Khan,1,False,0,"cramped for room as Madhwal bowls short, the ball lobs over the bowler and a single is all they will get",57,Wankhede,59,15,3,44,7.5,7,3,7.3,True,7.866666666666666,20,219,160,12.5,12.8,4,6
94,15.4,Madhwal,Alzarri Joseph,0,False,1,swing and a miss. Joseph looks to mow this incoming length ball over cow corner but was too early into the slog,57,Wankhede,59,15,4,45,7.666666666666667,7,4,7.4,True,7.695652173913043,20,219,160,12.333333333333332,12.972972972972974,4,6
95,15.5,Madhwal,Alzarri Joseph,4,False,0,"high full toss that Joseph reaches out to slap it to sweeper cover where Behrendorff does wonderfully well to slide and stop. Covered nearly 25 yard to get to the ball. But sadly, his knees were touching the skirting as he pulled the ball back in. Full marks for his effort though.",57,Wankhede,63,15,5,46,7.833333333333333,7,5,7.5,True,8.042553191489363,20,219,156,12.166666666666668,12.821917808219176,4,6
96,15.6,Madhwal,Alzarri Joseph,0,False,1,"skids one back in to hit Joseph's pad as it rolls to short third. Impact way outside leg, no question of an lbw. That's the end of Madhwal's spell. What a performance.",57,Wankhede,63,15,6,47,8.0,7,6,7.6,True,7.875,20,219,156,12.0,13.0,4,6
97,16.1,Jordan,Rashid Khan,4,False,0,"bludgeoned in front of square for four! Jordan digs one short outside off, Rashid clears his front leg and swats that with disdain.",57,Wankhede,67,16,1,48,8.166666666666666,8,1,8.1,True,8.204081632653061,20,219,152,11.833333333333334,12.84507042253521,4,6
98,16.2,Jordan,Rashid Khan,6,False,0,"he's not giving up. he's having loads of fun! Jordan bangs one short, Rashid uses the pace this time to play the upper cut and clears third man comfortably.",57,Wankhede,73,16,2,49,8.333333333333334,8,2,8.2,True,8.76,20,219,146,11.666666666666666,12.514285714285714,4,6
99,16.3,Jordan,Rashid Khan,0,False,1,steps out and drags this shortish delivery to wide long-on,57,Wankhede,73,16,3,50,8.5,8,3,8.3,True,8.588235294117647,20,219,146,11.5,12.695652173913043,4,6
100,16.4,Jordan,Rashid Khan,4,False,0,"off the inside edge for four! More frustration for Rohit. Jordan thinks he's nailed a superb yorker, Rashid is looking to flick but ends up getting some bat on it as it flies away to fine leg.",57,Wankhede,77,16,4,51,8.666666666666666,8,4,8.4,True,8.884615384615385,20,219,142,11.333333333333334,12.529411764705882,4,6
101,16.5,Jordan,Rashid Khan,1,False,0,"dug into the pitch, Rashid heaves it into the gap between deep midwicket and wide long-on. This btw is Rashid's highest score in the IPL",57,Wankhede,78,16,5,52,8.833333333333334,8,5,8.5,True,8.830188679245282,20,219,141,11.166666666666666,12.626865671641792,4,6
102,16.6,Jordan,Alzarri Joseph,0,False,1,"punched to the edge of the ring at cover, they decide against a single so that Rashid can take strike.",57,Wankhede,78,16,6,53,9.0,8,6,8.6,True,8.666666666666666,20,219,141,11.0,12.818181818181818,4,6
103,17.1,Green,Rashid Khan,0,False,1,"excellent bouncer, pacy bouncer. Too quick for Rashid as he bails out of the pull at the last moment",57,Wankhede,78,17,1,54,9.166666666666666,9,1,9.1,True,8.50909090909091,20,219,141,10.833333333333334,13.015384615384615,4,6
104,17.2,Green,Rashid Khan,6,False,0,"clubs that over deep midwicket! My word, the power he's generated off that is unbelievable. Green took the pace off, so Rashid has to force it. And he does so incredibly well.",57,Wankhede,84,17,2,55,9.333333333333334,9,2,9.2,True,9.0,20,219,135,10.666666666666666,12.65625,4,6
105,17.3,Green,Rashid Khan,0,False,1,"excellent comeback. Hits hard lengths as he bends his back, Rashid is trying to scoop but is beaten for pace",57,Wankhede,84,17,3,56,9.5,9,3,9.3,True,8.842105263157896,20,219,135,10.5,12.857142857142858,4,6
106,17.4,Green,Rashid Khan,6,False,0,"sweet connection, stunning connection.Rashid brings up his half-century off just 21 balls.Expects a bouncer that Green delivers gift-wrapped, Rashid swivels back and picks the bones out of this to clear deep square.",57,Wankhede,90,17,4,57,9.666666666666666,9,4,9.4,True,9.310344827586208,20,219,129,10.333333333333334,12.483870967741934,4,6
107,17.5,Green,Rashid Khan,0,False,1,"slower off-cutter but ends up spraying it wide outside off, Rashid beaten as he can't reach the delivery. Rohit challenges the wide call. Looks like it's just inside the line, the ball also zipped past the under-edge.",57,Wankhede,90,17,5,58,9.833333333333334,9,5,9.5,True,9.152542372881355,20,219,129,10.166666666666666,12.688524590163935,4,6
108,17.6,Green,Rashid Khan,1,False,0,swung away across the line to wide long-on,57,Wankhede,91,17,6,59,10.0,9,6,9.6,True,9.1,20,219,128,10.0,12.8,4,6
109,18.1,Jordan,Rashid Khan,0,False,1,"heaves one across the line, gets it off a thick inside edge to deep midwicket.Rashid immediately clutched his right hammy, perhaps due to cramps.",57,Wankhede,91,18,1,60,10.166666666666666,10,1,10.1,True,8.950819672131148,20,219,128,9.833333333333334,13.016949152542372,4,6
110,18.2,Jordan,Rashid Khan,6,False,0,"the slower ball has disappeared. Rashid backs away, holds his shape and muscles this pull to clear deep midwicket.This is now Rashid's highest T20 score",57,Wankhede,97,18,2,61,10.333333333333334,10,2,10.2,True,9.387096774193548,20,219,122,9.666666666666666,12.620689655172415,4,6
111,18.3,Jordan,Rashid Khan,1,False,0,"brings out the helicopter this time, one bounce to deep midwicket",57,Wankhede,98,18,3,62,10.5,10,3,10.3,True,9.333333333333334,20,219,121,9.5,12.736842105263158,4,6
112,18.4,Jordan,Alzarri Joseph,0,False,1,"beaten by a wide yorker, Joseph done in by lack of footwork that time",57,Wankhede,98,18,4,63,10.666666666666666,10,4,10.4,True,9.1875,20,219,121,9.333333333333334,12.964285714285714,4,6
113,18.5,Jordan,Alzarri Joseph,0,False,1,"slower length ball on off, Joseph can only bunt it back to the bowler on his followthrough",57,Wankhede,98,18,5,64,10.833333333333334,10,5,10.5,True,9.046153846153846,20,219,121,9.166666666666666,13.200000000000001,4,6
114,18.6,Jordan,Alzarri Joseph,0,False,1,"through with the pull even before this slower ball arrived, beaten.",57,Wankhede,98,18,6,65,11.0,10,6,10.6,True,8.909090909090908,20,219,121,9.0,13.444444444444445,4,6
115,19.1,Kartikeya,Rashid Khan,6,False,0,bowls into the stumps and gets walloped over wide long-on! Rashid is all wrist and power as he brings out the helicopter shot.,57,Wankhede,104,19,1,66,11.166666666666666,11,1,11.1,True,9.313432835820896,20,219,115,8.833333333333334,13.018867924528301,4,6
116,19.2,Kartikeya,Rashid Khan,0,False,1,"beaten as Kartikeya slides one across from over the wicket, Rashid was looking to slash that over point",57,Wankhede,104,19,2,67,11.333333333333334,11,2,11.2,True,9.176470588235293,20,219,115,8.666666666666666,13.26923076923077,4,6
117,19.3,Kartikeya,Rashid Khan,6,False,0,take that! Walks across to off-stump and picks this up and over to clear deep midwicket. Incredible hitting right out of the top drawer.,57,Wankhede,110,19,3,68,11.5,11,3,11.3,True,9.565217391304348,20,219,109,8.5,12.823529411764707,4,6
118,19.4,Kartikeya,Rashid Khan,6,False,0,clears long-on for another maximum! This wasn't hit anywhere near the middle but Rashid still managed to generate enough power to clear the ropes. That's some hitting. Sensational stuff.,57,Wankhede,116,19,4,69,11.666666666666666,11,4,11.4,True,9.942857142857143,20,219,103,8.333333333333334,12.36,4,6
119,19.5,Kartikeya,Rashid Khan,0,False,1,"top-edges this slog as he walks across to swing leg side, it's circling in the air for a long, long time. Jordan coming in from long-off can't hold on. They don't run so Rashid will remain on strike",57,Wankhede,116,19,5,70,11.833333333333334,11,5,11.5,True,9.80281690140845,20,219,103,8.166666666666666,12.612244897959185,4,6
120,19.6,Kartikeya,Rashid Khan,0,False,1,"fired full outside off, Rashid slices this on the bounce to point. So a dot-ball to end the game that Mumbai win comfortably, but would've ideally hoped to win by a much, much bigger margin, especially when they had Titans tottering on 103 for 8. Rashid Khan walks off to a standing ovation, he's provided this crowd some entertainment. The crowd too has lapped it up wholeheartedly knowing fully well there was little chance of Mumbai losing.",57,Wankhede,116,19,6,71,12.0,11,6,11.6,True,9.666666666666666,20,219,103,8.0,12.875,4,6
13,2.1,Behrendorff,Gill,1,False,0,"slower length ball angling away, Gill stabs it behind square as they get through for a single",57,Wankhede,117,2,1,72,12.166666666666666,12,1,12.1,True,9.616438356164384,20,219,102,7.833333333333334,13.02127659574468,4,6
14,2.2,Behrendorff,Hardik,0,False,1,"short and wide, asking to be hit, Hardik stands tall and slaps it straight to extra cover",57,Wankhede,117,2,2,73,12.333333333333334,12,2,12.2,True,9.486486486486486,20,219,102,7.666666666666666,13.304347826086957,4,6
15,2.3,Behrendorff,Hardik,0,True,1,"that's a very un-Hardik like shot and he's gone!Bowls length again but in trying to angle it across, he has Hardik attempting a big bow into the leg side but ends up getting a nick through to Ishan Kishan. Hardik didn't even wait umpire to signal that out; was on his bike straightaway.",57,Wankhede,117,2,3,74,12.5,12,3,12.3,True,9.36,20,219,102,7.5,13.6,5,5
16,2.4,Behrendorff,Shankar,4,False,0,sliced away over cover point for four! Shankar opened the bat face to meet the ball the moment he realised he wasn't going to get underneath the length.,57,Wankhede,121,2,4,75,12.666666666666666,12,4,12.4,True,9.552631578947368,20,219,98,7.333333333333334,13.363636363636363,5,5
17,2.5,Behrendorff,Shankar,1,False,0,tucks this down to long leg,57,Wankhede,122,2,5,76,12.833333333333334,12,5,12.5,True,9.506493506493506,20,219,97,7.166666666666666,13.534883720930234,5,5
18,2.6,Behrendorff,Gill,0,False,1,"troubled by the late inswing again, Gill gets an inside edge onto the pad, the ball lobs in the air briefly, but goes to ground before the bowler gets across.",57,Wankhede,122,2,6,77,13.0,12,6,12.6,True,9.384615384615385,20,219,97,7.0,13.857142857142858,5,5
19,3.1,Madhwal,Shankar,4,False,0,"beautiful timing! Errs in line as he slips it into middle and leg, Shankar brings his wrists out to whip this into the gap at midwicket.",57,Wankhede,126,3,1,78,13.166666666666666,13,1,13.1,True,9.569620253164558,20,219,93,6.833333333333334,13.609756097560975,5,5
20,3.2,Madhwal,Shankar,4,False,0,"stands tall and punches this through cover point. Picked length early, stood tall and put that away superbly.",57,Wankhede,130,3,2,79,13.333333333333334,13,2,13.2,True,9.75,20,219,89,6.666666666666666,13.350000000000001,5,5
21,3.3,Madhwal,Shankar,0,False,1,pushed straight to cover point at the edge of the ring,57,Wankhede,130,3,3,80,13.5,13,3,13.3,True,9.62962962962963,20,219,89,6.5,13.692307692307692,5,5
22,3.4,Madhwal,Shankar,1,False,0,squeezed to mid-on as they scamper a quick single,57,Wankhede,131,3,4,81,13.666666666666666,13,4,13.4,True,9.585365853658537,20,219,88,6.333333333333334,13.894736842105262,5,5
23,3.5,Madhwal,Gill,0,True,1,"sends Gill' off-stump cartwheeling!Was Gill expecting it to bounce a lot more? Madhwal bowls a skiddy length ball on off, Gill attempts his trademark short-arm jab that he plays so well but misses it altogether and sees the stumps rattled. Madhwal is pumped and takes off on a celebratory run.",57,Wankhede,131,3,5,82,13.833333333333334,13,5,13.5,True,9.469879518072288,20,219,88,6.166666666666666,14.270270270270272,6,4
24,3.6,Madhwal,Miller,0,False,1,shows the full face and defends back this one that angles in,57,Wankhede,131,3,6,83,14.0,13,6,13.6,True,9.357142857142858,20,219,88,6.0,14.666666666666666,6,4
25,4.1,Behrendorff,Shankar,0,False,1,"short of length on middle, tapped into the leg side. Looks for a single but is sent back",57,Wankhede,131,4,1,84,14.166666666666666,14,1,14.1,True,9.247058823529413,20,219,88,5.833333333333334,15.085714285714284,6,4
26,4.2,Behrendorff,Shankar,4,False,0,pulled away superbly! Rolled his wrists nicely over the delivery to keep it down. Was in total control.,57,Wankhede,135,4,2,85,14.333333333333334,14,2,14.2,True,9.41860465116279,20,219,84,5.666666666666666,14.823529411764708,6,4
27,4.3,Behrendorff,Shankar,4,False,0,"lovely touch that! Uses the pace of the bowler, opens the bat face late and steers this between backward point and short third. What timing.",57,Wankhede,139,4,3,86,14.5,14,3,14.3,True,9.586206896551724,20,219,80,5.5,14.545454545454545,6,4
28,4.4,Behrendorff,Shankar,4,False,0,"that's absolutely sublime!Pure wrist work to pick that length ball from middle through midwicket. Just raced away, no one moved. Outstanding stuff.",57,Wankhede,143,4,4,87,14.666666666666666,14,4,14.4,True,9.75,20,219,76,5.333333333333334,14.249999999999998,6,4
29,4.5,Behrendorff,Shankar,1,False,0,squeezes the drive to deep point,57,Wankhede,144,4,5,88,14.833333333333334,14,5,14.5,True,9.707865168539325,20,219,75,5.166666666666666,14.516129032258066,6,4
30,4.6,Behrendorff,Miller,0,False,1,slashes but can't pick the gap at point,57,Wankhede,144,4,6,89,15.0,14,6,14.6,True,9.6,20,219,75,5.0,15.0,6,4
31,5.1,Jordan,Shankar,1,False,0,punches to mid-off for a quick single,57,Wankhede,145,5,1,90,15.166666666666666,15,1,15.1,True,9.56043956043956,20,219,74,4.833333333333334,15.310344827586205,6,4
32,5.2,Jordan,Miller,0,False,1,"this one's on leg stump, Miller tickles it off the pad for two as he attempts a neat flick",57,Wankhede,145,5,2,91,15.333333333333334,15,2,15.2,True,9.456521739130434,20,219,74,4.666666666666666,15.85714285714286,6,4
33,5.3,Jordan,Miller,1,False,0,pushed between cover and mid-off for another quick single,57,Wankhede,146,5,3,92,15.5,15,3,15.3,True,9.419354838709678,20,219,73,4.5,16.22222222222222,6,4
34,5.4,Jordan,Shankar,1,False,0,"takes pace off as he goes length on middle and leg, Shankar tucks it to deep square",57,Wankhede,147,5,4,93,15.666666666666666,15,4,15.4,True,9.382978723404255,20,219,72,4.333333333333334,16.615384615384613,6,4
35,5.5,Jordan,Miller,4,False,0,"not timed as well as he would've liked but picks four anyway. Fetches the pull from outside off, got it off the bottom part but this outfield is fast and there's dew. The ball just skids across very quickly to the midwicket boundary.",57,Wankhede,151,5,5,94,15.833333333333334,15,5,15.5,True,9.536842105263158,20,219,68,4.166666666666666,16.320000000000004,6,4
36,5.6,Jordan,Miller,0,False,1,"good stop by Kishan, in fact outstanding!Miller tickles this leg-stump length delivery thinking he's got runs, until he sees Kishan throw himself full-stretch and stop the ball with his gloves off. Attempts a run-out at the bowler's end as he recovers quickly, Shankar, who was halfway down the pitch, comes back in the nick of time.",57,Wankhede,151,5,6,95,16.0,15,6,15.6,True,9.4375,20,219,68,4.0,17.0,6,4
37,6.1,Chawla,Shankar,0,True,1,"magicball from Chawla, legend!Unleashes a googly first up, draws Shankar forward but the ball dips and spins back in to beat the inside edge and crash into the stumps. Dream ball. The old dog still has plenty of miles left. He's absolutely rolling the clock back. Terrific, terrific display of proper legspin bowling.",57,Wankhede,151,6,1,96,16.166666666666668,16,1,16.1,True,9.340206185567009,20,219,68,3.833333333333332,17.739130434782613,7,3
38,6.2,Chawla,Manohar,1,False,0,"this one's pushed through quicker on a length outside off, bunts it to point for a quick single",57,Wankhede,152,6,2,97,16.333333333333332,16,2,16.2,True,9.306122448979593,20,219,67,3.666666666666668,18.272727272727266,7,3
39,6.3,Chawla,Miller,0,False,1,"holds onto the surface a touch, Miller bunts it on the bounce to midwicket",57,Wankhede,152,6,3,98,16.5,16,3,16.3,True,9.212121212121213,20,219,67,3.5,19.142857142857142,7,3
40,6.4,Chawla,Miller,4,False,0,edged for four! Shapes to cut but this one flies off the edge past slip.,57,Wankhede,156,6,4,99,16.666666666666668,16,4,16.4,True,9.36,20,219,63,3.333333333333332,18.900000000000006,7,3
41,6.5,Chawla,Miller,1,False,0,crashes this shortish delivery to deep point,57,Wankhede,157,6,5,100,16.833333333333332,16,5,16.5,True,9.326732673267328,20,219,62,3.166666666666668,19.578947368421044,7,3
42,6.6,Chawla,Manohar,1,False,0,punches this down to long-on,57,Wankhede,158,6,6,101,17.0,16,6,16.6,True,9.294117647058824,20,219,61,3.0,20.333333333333332,7,3
43,7.1,Kartikeya,Manohar,0,True,1,"gets him first ball! Rush of blood from Abhinav Manohar as he goes back to pull. Kartikeya gets this to drift in and skid through from around the stumps, beats Manohar's swing.",57,Wankhede,158,7,1,102,17.166666666666668,17,1,17.1,True,9.20388349514563,20,219,61,2.833333333333332,21.52941176470589,8,2
44,7.2,Kartikeya,Tewatia,1,False,0,pushed it into the off side to get off the mark immediately,57,Wankhede,159,7,2,103,17.333333333333332,17,2,17.2,True,9.173076923076923,20,219,60,2.666666666666668,22.49999999999999,8,2
45,7.3,Kartikeya,Miller,0,False,1,"bowls one quicker through the air again, Miller punches back, good stop by Kartikeya off his own bowling",57,Wankhede,159,7,3,104,17.5,17,3,17.3,True,9.085714285714285,20,219,60,2.5,24.0,8,2
