Ball,Ball Number,Bowler,Batsman,Runs,is_wicket,bowler_good,Description,match_id,total_runs,over,ball_in_over,continuous_ball_index,overs_bowled,overs_completed,balls_in_current_over,actual_over_ball,is_original_ball_number,current_run_rate,total_overs,target,runs_needed,overs_remaining,required_run_rate,wickets_fallen,wickets_in_hand
11,1.5,Willey,Hooda,2,False,0,"Just clears the fielder!Full on middle, he makes room and scythes it over extra cover. Faf du Plessis runs back from mid-off but the ball lands beyond him",15,5,1,5,10,1.8333333333333333,1,5,1.5,True,2.7272727272727275,20,213,208,18.166666666666668,11.449541284403669,1,9
12,1.6,Willey,Hooda,0,False,1,"On a length on middle and off, he punches it out to backward point but they decide against the single",15,5,1,6,11,2.0,1,6,1.6,True,2.5,20,213,208,18.0,11.555555555555555,1,9
61,10.1,Karn,Rahul,1,False,0,"On a length on middle and leg, Rahul backs away and punches it out to long-on to hand the strike back to the danger man, Stoinis",15,6,10,1,12,2.1666666666666665,2,1,2.1,True,2.7692307692307696,20,213,207,17.833333333333332,11.60747663551402,1,9
62,10.2,Karn,Stoinis,6,False,0,Oh this is pure carnage from Stoinis!Tossed up outside off and he hammers it over extra cover,15,12,10,2,13,2.3333333333333335,2,2,2.2,True,5.142857142857142,20,213,201,17.666666666666668,11.377358490566037,1,9
63,10.3,Karn,Stoinis,0,False,1,"On a length on off, it was a legbreak, and he gets an edge to short third",15,12,10,3,14,2.5,2,3,2.3,True,4.8,20,213,201,17.5,11.485714285714286,1,9
64,10.4,Karn,Stoinis,0,True,1,Karn Sharma has his revenge!Brave of him to toss it up outside off again. Stoinis goes for the drive again but ends up slicing it up to deep point where Shahbaz makes no mistake despite a slight wobble! He is thrilled. Stoinis walks back having played a blinder here!,15,12,10,4,15,2.6666666666666665,2,4,2.4,True,4.5,20,213,201,17.333333333333332,11.596153846153847,2,8
65,10.5,Karn,Pooran,0,False,1,"Quicker and flatter on a length on off, Pooran defends",15,12,10,5,16,2.8333333333333335,2,5,2.5,True,4.235294117647059,20,213,201,17.166666666666668,11.70873786407767,2,8
66,10.6,Karn,Pooran,6,False,0,"Pooran, welcome to the party!Tossed up outside off and he slogs this over cow corner! That was high and it travelled far!",15,18,10,6,17,3.0,2,6,2.6,True,6.0,20,213,195,17.0,11.470588235294118,2,8
67,11.1,Siraj,Rahul,0,True,1,"And Siraj strikes immediately! KL Rahul picks out deep square! Full on leg and he looked to flick it away. Doesn't get the connection he wanted and it's straight to Kohli, who is thrilled after taking the catch. Rahul falls for 18 off 20 and I am sure he will come in for some slack after this knock!",15,18,11,1,18,3.1666666666666665,3,1,3.1,True,5.684210526315789,20,213,195,16.833333333333332,11.584158415841586,3,7
68,11.2,Siraj,Badoni,4,False,0,"Hacked over mid-off.On a length on off, Badoni clears his front leg and hits it just over the fielder and the ball races away. Didn't connect cleanly, but got enough on it",15,22,11,2,19,3.3333333333333335,3,2,3.2,True,6.6,20,213,191,16.666666666666668,11.459999999999999,3,7
69,11.3,Siraj,Badoni,1,False,0,"Full on leg, he clips it out to deep midwicket",15,23,11,3,20,3.5,3,3,3.3,True,6.571428571428571,20,213,190,16.5,11.515151515151516,3,7
70,11.4,Siraj,Pooran,0,False,1,"Back of a length on off, Pooran defends",15,23,11,4,21,3.6666666666666665,3,4,3.4,True,6.272727272727273,20,213,190,16.333333333333332,11.63265306122449,3,7
71,11.5,Siraj,Pooran,0,False,1,Goes for the wide yorker and nails it. Pooran reaches out but it squeezes under the bat and through to Dinesh Karthik,15,23,11,5,22,3.8333333333333335,3,5,3.5,True,6.0,20,213,190,16.166666666666668,11.752577319587628,3,7
72,11.6,Siraj,Pooran,4,False,0,"Full on off and going across, Pooran flashes a drive and scythes it behind point to pick up a boundary",15,27,11,6,23,4.0,3,6,3.6,True,6.75,20,213,186,16.0,11.625,3,7
73,12.1,Karn,Badoni,0,False,1,"Dropped short on leg, Badoni works it away fine down leg and Harshal does well to stop it from racing away to the rope",15,27,12,1,24,4.166666666666667,4,1,4.1,True,6.4799999999999995,20,213,186,15.833333333333332,11.747368421052633,3,7
74,12.2,Karn,Badoni,4,False,0,"Quick and flat on middle, Badoni is quick to go back andwhip it awaybetween deep square and midwicket",15,31,12,2,25,4.333333333333333,4,2,4.2,True,7.153846153846154,20,213,182,15.666666666666668,11.617021276595743,3,7
75,12.3,Karn,Badoni,1,False,0,"Tosses it up full on off, he presses forward and defends towards cover and sneaks a quick single",15,32,12,3,26,4.5,4,3,4.3,True,7.111111111111111,20,213,181,15.5,11.67741935483871,3,7
76,12.4,Karn,Pooran,6,False,0,Slogs it away!Tossed up full on off and Pooran gets down on one knee and smacks it away behind square leg,15,38,12,4,27,4.666666666666667,4,4,4.4,True,8.142857142857142,20,213,175,15.333333333333332,11.413043478260871,3,7
77,12.5,Karn,Pooran,6,False,0,Slapped over extra cover now!Full and wide this time from Karn and Pooran reaches out and gets a good connection there,15,44,12,5,28,4.833333333333333,4,5,4.5,True,9.10344827586207,20,213,169,15.166666666666668,11.142857142857142,3,7
78,12.6,Karn,Pooran,1,False,0,"On a length on leg, he goes back and nudges it out to deep backward square",15,45,12,6,29,5.0,4,6,4.6,True,9.0,20,213,168,15.0,11.2,3,7
79,13.1,Harshal,Pooran,6,False,0,"And he goes for six more!Dragged down outside leg and Pooran swipes it over fine leg, just helping it along it's way",15,51,13,1,30,5.166666666666667,5,1,5.1,True,9.870967741935484,20,213,162,14.833333333333332,10.921348314606742,3,7
80,13.2,Harshal,Pooran,1,False,0,"Full on off, he looks to work it fine of short third but the fielder does well to cut that out",15,52,13,2,31,5.333333333333333,5,2,5.2,True,9.75,20,213,161,14.666666666666668,10.977272727272727,3,7
81,13.3,Harshal,Badoni,0,False,1,"Full loopy delivery outside off, Badoni drives to cover. Pooran was off for the run but is sent back",15,52,13,3,32,5.5,5,3,5.3,True,9.454545454545455,20,213,161,14.5,11.10344827586207,3,7
82,13.4,Harshal,Badoni,1,False,0,"On a length on off, he steers it to short third for a quick single",15,53,13,4,33,5.666666666666667,5,4,5.4,True,9.352941176470587,20,213,160,14.333333333333332,11.162790697674419,3,7
83,13.5,Harshal,Pooran,4,False,0,Edged for four. Full and wide and Pooran flashes his bat at it and gets an edge that goes wide of Dinesh Karthik and too fine of short third. Races away,15,57,13,5,34,5.833333333333333,5,5,5.5,True,9.771428571428572,20,213,156,14.166666666666668,11.011764705882353,3,7
84,13.6,Harshal,Pooran,6,False,0,"What was that from Pooran?That was quick and short on leg and Pooran is quick to react, swivelling and almost playing a check-shot on the pull! Some incredible shots played today and you can add this one to the list",15,63,13,6,35,6.0,5,6,5.6,True,10.5,20,213,150,14.0,10.714285714285714,3,7
85,14.1,Parnell,Badoni,1,False,0,"Back of a length on middle and leg, Badoni steers it to deep third",15,64,14,1,36,6.166666666666667,6,1,6.1,True,10.378378378378377,20,213,149,13.833333333333332,10.771084337349398,3,7
86,14.2,Parnell,Pooran,4,False,0,Full on off and Pooran swings it over square leg for a one-bounce boundary!,15,68,14,2,37,6.333333333333333,6,2,6.2,True,10.736842105263158,20,213,145,13.666666666666668,10.609756097560975,3,7
87,14.3,Parnell,Pooran,1,False,0,"On a length outside off, he pulls it out to deep midwicket",15,69,14,3,38,6.5,6,3,6.3,True,10.615384615384615,20,213,144,13.5,10.666666666666666,3,7
88,14.4,Parnell,Badoni,1,False,0,"Banged in short on leg, Badoni cuts to deep point to bring Pooran back on strike",15,70,14,4,39,6.666666666666667,6,4,6.4,True,10.5,20,213,143,13.333333333333332,10.725000000000001,3,7
89,14.5,Parnell,Pooran,6,False,0,Swung over long-on for his half-century!Pooran has a half-century off 15 deliveries! The fastest fifty of the season. Full on off and Pooran had no difficulty in muscling that down the ground,15,76,14,5,40,6.833333333333333,6,5,6.5,True,11.121951219512196,20,213,137,13.166666666666668,10.40506329113924,3,7
90,14.6,Parnell,Pooran,4,False,0,Slapped in front of point!Back of length outside off and Pooran cuts it hard and beats the backward point fielder,15,80,14,6,41,7.0,6,6,6.6,True,11.428571428571429,20,213,133,13.0,10.23076923076923,3,7
91,15.1,Willey,Badoni,0,False,1,"Low full toss outside off, he drives it out to mid-off. Pooran wanted the single but is sent back",15,80,15,1,42,7.166666666666667,7,1,7.1,True,11.162790697674419,20,213,133,12.833333333333332,10.363636363636365,3,7
92,15.2,Willey,Badoni,4,False,0,And now Badoni joins the party! It's full and wide and he slices it over short third! A few bounces and over the rope,15,84,15,2,43,7.333333333333333,7,2,7.2,True,11.454545454545455,20,213,129,12.666666666666668,10.18421052631579,3,7
93,15.3,Willey,Badoni,1,False,0,"Full and wide, this time he drives to sweeper cover",15,85,15,3,44,7.5,7,3,7.3,True,11.333333333333334,20,213,128,12.5,10.24,3,7
94,15.4,Willey,Pooran,1,False,0,"In the air and lands safe!Banged in short outside off and Pooran went for the pull. Got a top edge that lands to his left but three fielders, including the bowler, tried to converge but it fell in no man's land",15,86,15,4,45,7.666666666666667,7,4,7.4,True,11.217391304347826,20,213,127,12.333333333333332,10.297297297297298,3,7
95,15.5,Willey,Badoni,1,False,0,"On a length on leg, he works it out to deep square",15,87,15,5,46,7.833333333333333,7,5,7.5,True,11.106382978723405,20,213,126,12.166666666666668,10.356164383561643,3,7
96,15.6,Willey,Pooran,6,False,0,Slogged over deep square! Full on off and Pooran gets down and absolutely hammers this!,15,93,15,6,47,8.0,7,6,7.6,True,11.625,20,213,120,12.0,10.0,3,7
97,16.1,Siraj,Badoni,2,False,0,"On a length outside off, Badoni clips it to deep square and they get two",15,95,16,1,48,8.166666666666666,8,1,8.1,True,11.63265306122449,20,213,118,11.833333333333334,9.971830985915492,3,7
98,16.2,Siraj,Badoni,0,False,1,"Fullish on off, Badoni defends back to Siraj",15,95,16,2,49,8.333333333333334,8,2,8.2,True,11.399999999999999,20,213,118,11.666666666666666,10.114285714285716,3,7
99,16.3,Siraj,Badoni,0,False,1,"On a length outside off, Badoni wants to hammer it away but can only slap it past Siraj to mid-off",15,95,16,3,50,8.5,8,3,8.3,True,11.176470588235293,20,213,118,11.5,10.26086956521739,3,7
100,16.4,Siraj,Badoni,0,False,1,Good bouncer outside off. Badoni misses with his cut and it's another dot for Siraj,15,95,16,4,51,8.666666666666666,8,4,8.4,True,10.961538461538462,20,213,118,11.333333333333334,10.411764705882353,3,7
101,16.5,Siraj,Badoni,1,False,0,"On a length on off, Badoni eases it to long-on",15,96,16,5,52,8.833333333333334,8,5,8.5,True,10.867924528301886,20,213,117,11.166666666666666,10.477611940298509,3,7
102,16.6,Siraj,Pooran,0,True,1,"Full toss on leg and Pooranpicks out deep backward square!This will be checked for height on the full toss, though. And it will be an umpire review as it's a catch. Pooran looked to flick that away behind square, but spooned a catch to Shahbaz Ahmed in the deep. Ball-tracking shows that was fine and Pooran has to go! Siraj has got the key wicket of Pooran, but is this too late for RCB?",15,96,16,6,53,9.0,8,6,8.6,True,10.666666666666666,20,213,117,11.0,10.636363636363637,4,6
103,17.1,Harshal,Badoni,1,False,0,"Low full toss outside off, Badoni whips it away to deep midwicket",15,97,17,1,54,9.166666666666666,9,1,9.1,True,10.581818181818182,20,213,116,10.833333333333334,10.707692307692307,4,6
104,17.2,Harshal,Unadkat,4,False,0,"First-ball four for Unadkat!Low, dipping full toss on off and Unadkat just gets bat on it and gets it past Dinesh Karthik!",15,101,17,2,55,9.333333333333334,9,2,9.2,True,10.821428571428571,20,213,112,10.666666666666666,10.5,4,6
105,17.3,Harshal,Unadkat,1,False,0,Very full outside off and Unadkat this time drives it out to sweeper cover,15,102,17,3,56,9.5,9,3,9.3,True,10.736842105263158,20,213,111,10.5,10.571428571428571,4,6
106,17.4,Harshal,Badoni,1,False,0,"Low full toss wide of off, Badoni goes across and sweep-flicks it to deep midwicket for a single",15,103,17,4,57,9.666666666666666,9,4,9.4,True,10.655172413793105,20,213,110,10.333333333333334,10.64516129032258,4,6
107,17.5,Harshal,Unadkat,1,False,0,"Full on middle and leg, Unadkat swings it out to deep square",15,104,17,5,58,9.833333333333334,9,5,9.5,True,10.576271186440678,20,213,109,10.166666666666666,10.721311475409836,4,6
108,17.6,Harshal,Badoni,1,False,0,"Another full toss outside off, he moves across and clips it to deep midwicket",15,105,17,6,59,10.0,9,6,9.6,True,10.5,20,213,108,10.0,10.8,4,6
109,18.1,Parnell,Badoni,1,False,0,Full on off and he drives it out to deep point,15,106,18,1,60,10.166666666666666,10,1,10.1,True,10.426229508196721,20,213,107,9.833333333333334,10.88135593220339,4,6
110,18.2,Parnell,Unadkat,1,False,0,"On a length on off and going across, he cuts to sweeper cover",15,107,18,2,61,10.333333333333334,10,2,10.2,True,10.354838709677418,20,213,106,9.666666666666666,10.965517241379311,4,6
111,18.3,Parnell,Badoni,4,False,0,"Hammered wide of long-on!Back of a length on off, Badoni moves across and slaps this hard and past the fielder",15,111,18,3,62,10.5,10,3,10.3,True,10.571428571428571,20,213,102,9.5,10.736842105263158,4,6
112,18.4,Parnell,Badoni,0,True,1,"Badoni gets a six, but it won't count be cause his bat has crashed into the stumps!Badoni moves across to scoop this behind. Nailed the shot, but his right hand came off the bat and the toe-end just hit the stumps! Oh my! What drama",15,111,18,4,63,10.666666666666666,10,4,10.4,True,10.40625,20,213,102,9.333333333333334,10.928571428571427,5,5
113,18.5,Parnell,Wood,1,False,0,"Yorker on leg, Wood digs it out to sweeper cover for a single. Unadkat wanted a second but Wood denies the run",15,112,18,5,64,10.833333333333334,10,5,10.5,True,10.338461538461537,20,213,101,9.166666666666666,11.01818181818182,5,5
114,18.6,Parnell,Unadkat,1,False,0,"Full on leg, Unadkat swings it away to deep midwicket",15,113,18,6,65,11.0,10,6,10.6,True,10.272727272727273,20,213,100,9.0,11.11111111111111,5,5
115,19.1,Harshal,Unadkat,1,False,0,Yorker on off but Unadkat gets it out to mid-off,15,114,19,1,66,11.166666666666666,11,1,11.1,True,10.208955223880597,20,213,99,8.833333333333334,11.20754716981132,5,5
116,19.2,Harshal,Wood,0,True,1,Harshal castles Wood!It's that dipping slower ball and it has done Wood in! Crashes into middle-stump!,15,114,19,2,67,11.333333333333334,11,2,11.2,True,10.058823529411764,20,213,99,8.666666666666666,11.423076923076923,6,4
117,19.3,Harshal,Ravi Bishnoi,2,False,0,"Full outside off, Bishnoi digs it out through point andthey get two!He found the gap and they ran hard for their lives!",15,116,19,3,68,11.5,11,3,11.3,True,10.08695652173913,20,213,97,8.5,11.411764705882353,6,4
118,19.4,Harshal,Ravi Bishnoi,1,False,0,Banged in short and Bishnoi pulls it to deep square and now LSG need 1 off two deliveries. Scores are level!,15,117,19,4,69,11.666666666666666,11,4,11.4,True,10.028571428571428,20,213,96,8.333333333333334,11.52,6,4
119,19.5,Harshal,Unadkat,0,True,1,"Holes out at long-on!Banged in short and Unadkat went for the pull. Picks up Faf du Plessis, who takes it reverse-cupped before switching it to a more normal hold",15,117,19,5,70,11.833333333333334,11,5,11.5,True,9.887323943661972,20,213,96,8.166666666666666,11.755102040816327,7,3
120,19.6,Harshal,Avesh Khan,0,False,1,Harshal beats Avesh but he sets off for the run. DK fumbles! And they get the single away!LSG win amid high drama!Karthik didn't collect cleanly and Bishnoi was already halfway down after throwing his bat while setting off only. The fumble means Avesh got through to the other end. Avesh throws his helmet as the celebrations begin,15,117,19,6,71,12.0,11,6,11.6,True,9.75,20,213,96,8.0,12.0,7,3
13,2.1,Siraj,Rahul,4,False,0,"Full on middle and leg, he clips it away through midwicket. Harshal Patel does well to run in from deep square and dive to stop that. Had his leg touched the rope when he was pushing the ball out? Replays show yes!",15,121,2,1,72,12.166666666666666,12,1,12.1,True,9.945205479452055,20,213,92,7.833333333333334,11.744680851063828,7,3
14,2.2,Siraj,Rahul,1,False,0,"Full outside off, he gets a thick outside edge and it runs to deep third",15,122,2,2,73,12.333333333333334,12,2,12.2,True,9.891891891891891,20,213,91,7.666666666666666,11.869565217391305,7,3
15,2.3,Siraj,Hooda,1,False,0,"Back of length delivery around off, Hooda hangs back and clips it wide of mid-on",15,123,2,3,74,12.5,12,3,12.3,True,9.84,20,213,90,7.5,12.0,7,3
16,2.4,Siraj,Rahul,0,False,1,"Full on off, he punches it back past the bowler to mid-off",15,123,2,4,75,12.666666666666666,12,4,12.4,True,9.710526315789474,20,213,90,7.333333333333334,12.272727272727272,7,3
17,2.5,Siraj,Rahul,0,False,1,"Full outside off and angling into off, Rahul defends back to the bowler",15,123,2,5,76,12.833333333333334,12,5,12.5,True,9.584415584415584,20,213,90,7.166666666666666,12.558139534883722,7,3
18,2.6,Siraj,Rahul,0,False,1,Brute of a short ball outside off. Rahul wants to cut but it flies over his bat. That was at 148kmph,15,123,2,6,77,13.0,12,6,12.6,True,9.461538461538462,20,213,90,7.0,12.857142857142858,7,3
19,3.1,Parnell,Hooda,1,False,0,"On a length on middle, Rahul eases it towards cover for a comfortable single",15,124,3,1,78,13.166666666666666,13,1,13.1,True,9.417721518987342,20,213,89,6.833333333333334,13.024390243902438,7,3
20,3.2,Parnell,Rahul,1,False,0,"On a length on leg, he clips it through midwicket. David Willey runs back to recover",15,125,3,2,79,13.333333333333334,13,2,13.2,True,9.375,20,213,88,6.666666666666666,13.200000000000001,7,3
21,3.3,Parnell,Hooda,4,False,0,Flicked away effortlessly!Full on leg and he just clips it off his pads over midwicket and it bounces a couple of times before reaching the rope,15,129,3,3,80,13.5,13,3,13.3,True,9.555555555555555,20,213,84,6.5,12.923076923076923,7,3
22,3.4,Parnell,Hooda,0,True,1,"Has he edged that?Dinesh Karthik thinks so and RCB review immediately. Full on middle and going across him, Hooda had a little push at it. He is walking even before the review is completed. And UltraEdge confirms that there was bat on that! Dinesh Karthik took a good low catch to his right and he knew straight away. Parnell has his first of the season!",15,129,3,4,81,13.666666666666666,13,4,13.4,True,9.439024390243903,20,213,84,6.333333333333334,13.26315789473684,8,2
23,3.5,Parnell,Krunal,0,False,1,And that swing is on display here! Parnell pitches it up outside off and it swings away from Krunal who had a whaft at it,15,129,3,5,82,13.833333333333334,13,5,13.5,True,9.325301204819276,20,213,84,6.166666666666666,13.621621621621623,8,2
24,3.6,Parnell,Krunal,0,True,1,And the swing brings another wicket for Parnell!Pitches it up outside off again and this time Krunal gets the edge and DK makes no mistake! What a first over for Parnell!,15,129,3,6,83,14.0,13,6,13.6,True,9.214285714285714,20,213,84,6.0,14.0,9,1
25,4.1,Willey,Rahul,1,False,0,"Full on leg, he clips it to mid-on and gets a quick single",15,130,4,1,84,14.166666666666666,14,1,14.1,True,9.176470588235295,20,213,83,5.833333333333334,14.228571428571428,9,1
26,4.2,Willey,Stoinis,0,False,1,"Lovely ball. Back of a length on off and going across him, he has a push at it but the ball goes past the outside edge",15,130,4,2,85,14.333333333333334,14,2,14.2,True,9.069767441860465,20,213,83,5.666666666666666,14.647058823529413,9,1
27,4.3,Willey,Stoinis,0,False,1,"Full on middle, swinging into Stoinis, who defends it",15,130,4,3,86,14.5,14,3,14.3,True,8.96551724137931,20,213,83,5.5,15.090909090909092,9,1
28,4.4,Willey,Stoinis,0,False,1,"On a length on off, Stoinis blocks",15,130,4,4,87,14.666666666666666,14,4,14.4,True,8.863636363636363,20,213,83,5.333333333333334,15.562499999999998,9,1
29,4.5,Willey,Stoinis,2,False,0,"High in the air, anddropped by Siraj!Full on middle and leg and Stoinis wanted to flick it away. Got a thick top edge and skied it. Siraj was running back and had to dive and can't hold on",15,132,4,5,88,14.833333333333334,14,5,14.5,True,8.898876404494382,20,213,81,5.166666666666666,15.677419354838712,9,1
30,4.6,Willey,Stoinis,4,False,0,Beautiful timing! Full on off and he just pushes at it gently and gets it between cover and mid-off,15,136,4,6,89,15.0,14,6,14.6,True,9.066666666666666,20,213,77,5.0,15.4,9,1
31,5.1,Parnell,Rahul,1,False,0,"Full on off, Rahul drives to point",15,137,5,1,90,15.166666666666666,15,1,15.1,True,9.032967032967033,20,213,76,4.833333333333334,15.72413793103448,9,1
32,5.2,Parnell,Stoinis,1,False,0,"Full on off and going across him, Stoinis stays tall and drives to point",15,138,5,2,91,15.333333333333334,15,2,15.2,True,9.0,20,213,75,4.666666666666666,16.071428571428573,9,1
33,5.3,Parnell,Rahul,1,False,0,"On a length on off, Rahul cuts to point for another single",15,139,5,3,92,15.5,15,3,15.3,True,8.96774193548387,20,213,74,4.5,16.444444444444443,9,1
34,5.4,Parnell,Stoinis,0,False,1,"Back of a length on leg, Stoinis parries to midwicket",15,139,5,4,93,15.666666666666666,15,4,15.4,True,8.872340425531915,20,213,74,4.333333333333334,17.076923076923073,9,1
35,5.5,Parnell,Stoinis,0,False,1,On a length on middle and leg and ending up on off. Stoinis punches it out to mid-off,15,139,5,5,94,15.833333333333334,15,5,15.5,True,8.778947368421052,20,213,74,4.166666666666666,17.76,9,1
36,5.6,Parnell,Stoinis,4,False,0,"Gets it past fine leg!Parnell bangs it in short outside leg, Stoinis swivels and pulls and just beats the fielder at short fine for a much needed boundary to end the powerplay",15,143,5,6,95,16.0,15,6,15.6,True,8.9375,20,213,70,4.0,17.5,9,1
37,6.1,Willey,Rahul,1,False,0,"Back of a length on leg, Rahul clips it out to deep midwicket for a single",15,144,6,1,96,16.166666666666668,16,1,16.1,True,8.90721649484536,20,213,69,3.833333333333332,18.000000000000007,9,1
38,6.2,Willey,Stoinis,1,False,0,"On a length on off, Stoinis cuts it away to point",15,145,6,2,97,16.333333333333332,16,2,16.2,True,8.877551020408164,20,213,68,3.666666666666668,18.54545454545454,9,1
39,6.3,N/A,N/A,0,False,1,N/A,15,145,6,3,98,16.5,16,3,16.3,True,8.787878787878787,20,213,68,3.5,19.428571428571427,9,1
40,6.4,Willey,Stoinis,1,False,0,"Full on leg, he clips it away to deep midwicket",15,146,6,4,99,16.666666666666668,16,4,16.4,True,8.76,20,213,67,3.333333333333332,20.10000000000001,9,1
41,6.5,Willey,Rahul,1,False,0,On a length on middle and leg and he works it out to deep midwicket again,15,147,6,5,100,16.833333333333332,16,5,16.5,True,8.732673267326733,20,213,66,3.166666666666668,20.842105263157887,9,1
42,6.6,Willey,Stoinis,1,False,0,"Bangs it in short on leg, Stoinis waits for the slower ball and pulls it to deep square",15,148,6,6,101,17.0,16,6,16.6,True,8.705882352941176,20,213,65,3.0,21.666666666666668,9,1
43,7.1,Harshal,Stoinis,6,False,0,Glorious!That's full around off and Stoinis clips it off his pads and that goes 75 metres,15,154,7,1,102,17.166666666666668,17,1,17.1,True,8.970873786407767,20,213,59,2.833333333333332,20.823529411764714,9,1
44,7.2,Harshal,Stoinis,4,False,0,Flashed away over short third now.Full and wide and Stoinis slashed at it. Got a thick edge that flew over the fielder,15,158,7,2,103,17.333333333333332,17,2,17.2,True,9.115384615384617,20,213,55,2.666666666666668,20.62499999999999,9,1
45,7.3,Harshal,Stoinis,4,False,0,And another four! Full on off and Stoinis drills it hard past him and beats long-off.,15,162,7,3,104,17.5,17,3,17.3,True,9.257142857142858,20,213,51,2.5,20.4,9,1
46,7.4,Harshal,Stoinis,0,False,1,"Good comeback by Harshal. On a length outside off, angling in and then just straightening to go past the outside edge as Stoinis looks to drive",15,162,7,4,105,17.666666666666668,17,4,17.4,True,9.169811320754716,20,213,51,2.333333333333332,21.85714285714287,9,1
47,7.5,Harshal,Stoinis,2,False,0,"On a length on off, Stoinis stands tall and punches it out to deep point. Good running as they pick up two there",15,164,7,5,106,17.833333333333332,17,5,17.5,True,9.19626168224299,20,213,49,2.166666666666668,22.615384615384603,9,1
48,7.6,Harshal,Stoinis,1,False,0,"Full on off, punched out to cover for another quick single",15,165,7,6,107,18.0,17,6,17.6,True,9.166666666666666,20,213,48,2.0,24.0,9,1
49,8.1,Karn,Stoinis,6,False,0,Stoinis welcomes RCB's impact sub with a huge maximum over midwicket! Karn Sharma drags it down on middle and leg and Stoinis quickly makes room and whacks it away,15,171,8,1,108,18.166666666666668,18,1,18.1,True,9.412844036697248,20,213,42,1.8333333333333321,22.909090909090924,9,1
50,8.2,Karn,Stoinis,4,False,0,And now he gets four down the ground! Pitched up on middle and Stoinis again makes room and slaps it back over the bowler's head,15,175,8,2,109,18.333333333333332,18,2,18.2,True,9.545454545454547,20,213,38,1.6666666666666679,22.799999999999983,9,1
51,8.3,Karn,Stoinis,1,False,0,"On a length on off, Stoinis backs away and cuts to deep point",15,176,8,3,110,18.5,18,3,18.3,True,9.513513513513514,20,213,37,1.5,24.666666666666668,9,1
52,8.4,Karn,Rahul,1,False,0,"Quick and flat on a length on middle, Rahul squeezes it out to the bowler's right and takes another quick single. Karn misses his throw at the non-striker's end. A direct hit would have been a wicket there",15,177,8,4,111,18.666666666666668,18,4,18.4,True,9.482142857142856,20,213,36,1.3333333333333321,27.000000000000025,9,1
53,8.5,Karn,Stoinis,0,False,1,"On a length outside off, Stoinis was backing away but had to move closer and cuts it to backward point",15,177,8,5,112,18.833333333333332,18,5,18.5,True,9.398230088495575,20,213,36,1.1666666666666679,30.857142857142826,9,1
