Ball,Ball Number,Bowler,Batsman,Runs,is_wicket,bowler_good,Description,match_id,city,total_runs,over,ball_in_over,continuous_ball_index,overs_bowled,overs_completed,balls_in_current_over,actual_over_ball,is_original_ball_number,current_run_rate,total_overs,target,runs_needed,overs_remaining,required_run_rate,wickets_fallen,wickets_in_hand
44,7.2,Little,Rahane,2,False,0,"Now he goes short at Rahane, and he doesn't middle his pull at all. Checks his shot and picks up two, since the fielder has to run in a long way from deep midwicket",74,Ahmedabad,136,7,2,73,12.333333333333334,12,2,12.2,True,11.027027027027026,20,171,35,7.666666666666666,4.565217391304349,5,5
45,7.3,Little,Rahane,6,False,0,"walloped. Little slants this back-of-a-length ball across Rahane, finishing just outside off, and he just stands there and baseballs it over the midwicket boundary. Somewhere in between a horizontal-bat and a straight-bat shot",74,Ahmedabad,142,7,3,74,12.5,12,3,12.3,True,11.36,20,171,29,7.5,3.8666666666666667,5,5
46,7.4,Little,Rahane,0,False,1,"full outside off, punched to extra-cover",74,Ahmedabad,142,7,4,75,12.666666666666666,12,4,12.4,True,11.210526315789474,20,171,29,7.333333333333334,3.954545454545454,5,5
47,7.5,Little,Rahane,6,False,0,"is this the shot of the match? Half-volley on off stump, but how sweet was the timing? Just gets his front leg out of the way and extends his arms through a straight-bat drive to launch it effortlessly over the straight long-off boundary",74,Ahmedabad,148,7,5,76,12.833333333333334,12,5,12.5,True,11.532467532467532,20,171,23,7.166666666666666,3.2093023255813957,5,5
48,7.6,Little,Rahane,1,False,0,"short now, gets up to chest height, pulled along the ground towards deep midwicket",74,Ahmedabad,149,7,6,77,13.0,12,6,12.6,True,11.461538461538462,20,171,22,7.0,3.142857142857143,5,5
49,8.1,Noor Ahmad,Rahane,1,False,0,length ball turning in from an off-stumpish line. Presses forward  and dabs into the off side to bring Dube on strike,74,Ahmedabad,150,8,1,78,13.166666666666666,13,1,13.1,True,11.39240506329114,20,171,21,6.833333333333334,3.0731707317073167,5,5
50,8.2,Noor Ahmad,Dube,1,False,0,"back of a length, flat, straightens close to off stump, punched to long-off",74,Ahmedabad,151,8,2,79,13.333333333333334,13,2,13.2,True,11.325,20,171,20,6.666666666666666,3.0000000000000004,5,5
51,8.3,Noor Ahmad,Rahane,1,False,0,"back of a length close to off stump. Looks to make room and cut, and gets a thick edge that rolls towards short third",74,Ahmedabad,152,8,3,80,13.5,13,3,13.3,True,11.25925925925926,20,171,19,6.5,2.923076923076923,5,5
52,8.4,Noor Ahmad,Dube,0,False,1,"beats him with turn. Flat length ball fairly wide of off stump, and Dube was looking to make a bit of room and crash it over long-off, probably. Beats his outside edge, and Saha whips off the bails. He hasn't lifted his back foot or dragged it out, though",74,Ahmedabad,152,8,4,81,13.666666666666666,13,4,13.4,True,11.121951219512196,20,171,19,6.333333333333334,2.9999999999999996,5,5
53,8.5,Noor Ahmad,Dube,1,False,0,"fullish on off stump, clipped down to long-on",74,Ahmedabad,153,8,5,82,13.833333333333334,13,5,13.5,True,11.06024096385542,20,171,18,6.166666666666666,2.9189189189189193,5,5
54,8.6,Noor Ahmad,Rahane,0,False,1,"quickish wrong'un, pitching outside leg, and Noor finishes with figures of 2-17 in three overs after Rahane misses the flick and gets hit on the pad. Superb bowling in difficult circumstances in a massive, massive game",74,Ahmedabad,153,8,6,83,14.0,13,6,13.6,True,10.928571428571429,20,171,18,6.0,3.0,5,5
55,9.1,Rashid Khan,Dube,1,False,0,"back of a length, straightens towards middle stump. Gets his front leg out of the way and muscles it along the ground to deep midwicket",74,Ahmedabad,154,9,1,84,14.166666666666666,14,1,14.1,True,10.870588235294118,20,171,17,5.833333333333334,2.914285714285714,5,5
56,9.2,Rashid Khan,Rahane,1,False,0,"steps out, and Rashid widens his line. Looks to hit over extra-cover, and gets a thick edge that loops up and lands to the right of short third",74,Ahmedabad,155,9,2,85,14.333333333333334,14,2,14.2,True,10.813953488372093,20,171,16,5.666666666666666,2.823529411764706,5,5
57,9.3,Rashid Khan,Dube,2,False,0,"Clears his front leg to go over long-on, but Rashid fires this too full for that. Thick inside edge dribbles out into the square leg region, and there's no one in the circle there. Rashid gives chase himself, and the batters sneak a quick second run",74,Ahmedabad,157,9,3,86,14.5,14,3,14.3,True,10.827586206896552,20,171,14,5.5,2.5454545454545454,5,5
58,9.4,Rashid Khan,Dube,1,False,0,"Dube isn't in rhythm just yet. Quickish and fairly full, turning from leg stump towards his cleared front leg. Inside half of the bat as he looks to go big, and the ball lands well short of long-on, to his left",74,Ahmedabad,158,9,4,87,14.666666666666666,14,4,14.4,True,10.772727272727273,20,171,13,5.333333333333334,2.4374999999999996,5,5
59,9.5,Rashid Khan,Rahane,4,False,0,"wrong'un, turns down leg, and Rahane sinks onto his back knee quickly and sweeps it away to the left of short fine leg",74,Ahmedabad,162,9,5,88,14.833333333333334,14,5,14.5,True,10.92134831460674,20,171,9,5.166666666666666,1.741935483870968,5,5
60,9.6,Rashid Khan,Rahane,4,False,0,"four more! Similar shot, more of a kneeling pull than a proper sweep, and again he hits the wrong'un to the left of short fine. Deep backward square leg gives chase to his right and puts in a full-length dive, but it's in vain",74,Ahmedabad,166,9,6,89,15.0,14,6,14.6,True,11.066666666666666,20,171,5,5.0,1.0,5,5
