Ball,Ball Number,Bowler,Batsman,Runs,is_wicket,bowler_good,Description,match_id,city,total_runs,over,ball_in_over,continuous_ball_index,overs_bowled,overs_completed,balls_in_current_over,actual_over_ball,is_original_ball_number,current_run_rate,total_overs,target,runs_needed,overs_remaining,required_run_rate,wickets_fallen,wickets_in_hand
11,1.5,Arshdeep,Ashwin,0,False,1,"length ball outside off, goes to drive and is beaten.",8,Guwahati,14,1,5,10,1.8333333333333333,1,5,1.5,True,7.636363636363637,20,198,184,18.166666666666668,10.128440366972477,1,9
12,1.6,Arshdeep,Ashwin,0,False,1,"back of a length on fifth stump, pulls this flat into the ground to midwicket on the ring for none.",8,Guwahati,14,1,6,11,2.0,1,6,1.6,True,7.0,20,198,184,18.0,10.222222222222221,1,9
61,10.1,Ellis,Samson,1,False,0,"full on middle, driven to long-off for one.",8,Guwahati,15,10,1,12,2.1666666666666665,2,1,2.1,True,6.923076923076923,20,198,183,17.833333333333332,10.261682242990656,1,9
62,10.2,Ellis,Padikkal,0,False,1,"slower ball on a good length on fifth stump, slapped to extra cover for none.",8,Guwahati,15,10,2,13,2.3333333333333335,2,2,2.2,True,6.428571428571428,20,198,183,17.666666666666668,10.358490566037736,1,9
63,10.3,Ellis,Padikkal,0,False,1,"good length ball on fourth stump, goes to cut this and is beaten cramped for room.",8,Guwahati,15,10,3,14,2.5,2,3,2.3,True,6.0,20,198,183,17.5,10.457142857142857,1,9
64,10.4,Ellis,Padikkal,1,False,0,"full outside leg stump, goes to heave and inside edges this to fine leg for one.",8,Guwahati,16,10,4,15,2.6666666666666665,2,4,2.4,True,6.0,20,198,182,17.333333333333332,10.5,1,9
65,10.5,Ellis,Samson,0,False,1,"slower bouncer over leg stump, ducks under this and it is deemed legal on height.",8,Guwahati,16,10,5,16,2.8333333333333335,2,5,2.5,True,5.647058823529411,20,198,182,17.166666666666668,10.601941747572814,1,9
66,10.6,Ellis,Samson,0,True,1,"full on fourth stump, tries to muscle this flat over long-off but picks out Matthew Short five yards inside the ring to take a catch at head height. Aussie tag team produces a wicket.",8,Guwahati,16,10,6,17,3.0,2,6,2.6,True,5.333333333333333,20,198,182,17.0,10.705882352941176,2,8
67,11.1,Chahar,Padikkal,2,False,0,"full and wide, drives this high over extra cover for two.",8,Guwahati,18,11,1,18,3.1666666666666665,3,1,3.1,True,5.684210526315789,20,198,180,16.833333333333332,10.693069306930694,2,8
68,11.2,Chahar,Padikkal,1,False,0,"good length ball on off stump, opens the face to guide this to short third for one.",8,Guwahati,19,11,2,19,3.3333333333333335,3,2,3.2,True,5.7,20,198,179,16.666666666666668,10.739999999999998,2,8
69,11.3,Chahar,Parag,0,False,1,"back of a length on the stumps, defended to midwicket.",8,Guwahati,19,11,3,20,3.5,3,3,3.3,True,5.428571428571429,20,198,179,16.5,10.848484848484848,2,8
70,11.4,Chahar,Parag,0,False,1,"good length ball on the legs, goes back to flick to midwicket and misses off the pads.",8,Guwahati,19,11,4,21,3.6666666666666665,3,4,3.4,True,5.181818181818182,20,198,179,16.333333333333332,10.959183673469388,2,8
71,11.5,Chahar,Parag,6,False,0,"into the second deck over midwicket!Slightly short on the stumps, pulled high and deep over the leg side and sails 98 meters into the mezzanine.",8,Guwahati,25,11,5,22,3.8333333333333335,3,5,3.5,True,6.521739130434782,20,198,173,16.166666666666668,10.70103092783505,2,8
72,11.6,Chahar,Parag,2,False,0,"short and wide, slaps this wide of the cover sweeper for two.",8,Guwahati,27,11,6,23,4.0,3,6,3.6,True,6.75,20,198,171,16.0,10.6875,2,8
73,12.1,Raza,Padikkal,1,False,0,"zings this in full on fifth stump, sliced to the cover sweeper for one.",8,Guwahati,28,12,1,24,4.166666666666667,4,1,4.1,True,6.72,20,198,170,15.833333333333332,10.73684210526316,2,8
74,12.2,Raza,Parag,1,False,0,"full on middle, flicked to deep midwicket for one.",8,Guwahati,29,12,2,25,4.333333333333333,4,2,4.2,True,6.6923076923076925,20,198,169,15.666666666666668,10.787234042553191,2,8
75,12.3,Raza,Padikkal,4,False,0,"well well well, miracles do happen. First boundary for Padikkal.Full and very wide, slices this off the toe high and swirls beyond the reach of short third before backspinning away to the rope.",8,Guwahati,33,12,3,26,4.5,4,3,4.3,True,7.333333333333333,20,198,165,15.5,10.64516129032258,2,8
76,12.4,Raza,Padikkal,1,False,0,"full and wide, driven down the ground through mid-off for one.",8,Guwahati,34,12,4,27,4.666666666666667,4,4,4.4,True,7.285714285714286,20,198,164,15.333333333333332,10.695652173913045,2,8
77,12.5,Raza,Parag,0,False,1,"full on sixth stump, slaughters a drive back to Raza off the pitch and he fields in front of his face for a dot.",8,Guwahati,34,12,5,28,4.833333333333333,4,5,4.5,True,7.03448275862069,20,198,164,15.166666666666668,10.813186813186812,2,8
78,12.6,Raza,Parag,6,False,0,"fullish length ball on fifth stump, winds up and launches this a mile high and barely clears the rope at long-on.",8,Guwahati,40,12,6,29,5.0,4,6,4.6,True,8.0,20,198,158,15.0,10.533333333333333,2,8
79,13.1,Arshdeep,Padikkal,1,False,0,"back of a length on the pads, flicked through square leg for one.",8,Guwahati,41,13,1,30,5.166666666666667,5,1,5.1,True,7.935483870967741,20,198,157,14.833333333333332,10.584269662921349,2,8
80,13.2,Arshdeep,Parag,0,False,1,"131 kph short ball skids down the leg side past an attempted pull, no wide called as it hugged the imaginary line over leg stump.",8,Guwahati,41,13,2,31,5.333333333333333,5,2,5.2,True,7.6875,20,198,157,14.666666666666668,10.704545454545453,2,8
81,13.3,Arshdeep,Parag,0,False,1,"length ball angled across fifth stump, goes to pull and skids under the shot to the keeper.",8,Guwahati,41,13,3,32,5.5,5,3,5.3,True,7.454545454545454,20,198,157,14.5,10.827586206896552,2,8
82,13.4,Arshdeep,Parag,4,False,0,"short and angled into the body, gets inside the line and just helps this on its way over fine leg, one bounce over the rope.",8,Guwahati,45,13,4,33,5.666666666666667,5,4,5.4,True,7.941176470588235,20,198,153,14.333333333333332,10.674418604651164,2,8
83,13.5,Arshdeep,Parag,1,False,0,"slower ball lands full on fourth stump, driven to long-on for one.",8,Guwahati,46,13,5,34,5.833333333333333,5,5,5.5,True,7.885714285714286,20,198,152,14.166666666666668,10.729411764705882,2,8
84,13.6,Arshdeep,Padikkal,0,False,1,"length ball on fifth stump, again keeps a touch low skidding under a pull shot.",8,Guwahati,46,13,6,35,6.0,5,6,5.6,True,7.666666666666667,20,198,152,14.0,10.857142857142858,2,8
85,14.1,Ellis,Parag,0,True,1,"full pace cross-seam delivery in the slot on fifth stump, Parag tries to launch this over long-off but skews it off the splice and it skies toward long-off. Shahrukh Khan comes in 20 yards off the rope and has to wait an eternity for the ball to come down before taking a simple catch.",8,Guwahati,46,14,1,36,6.166666666666667,6,1,6.1,True,7.459459459459459,20,198,152,13.833333333333332,10.987951807228917,3,7
86,14.2,Ellis,Hetmyer,0,False,1,ooooooohhh not far off for Ellis.Good length ball on fourth stump skids past a forward prod.,8,Guwahati,46,14,2,37,6.333333333333333,6,2,6.2,True,7.2631578947368425,20,198,152,13.666666666666668,11.121951219512194,3,7
87,14.3,Ellis,Hetmyer,2,False,0,"back of a length on the hips, flicked through midwicket for two.",8,Guwahati,48,14,3,38,6.5,6,3,6.3,True,7.384615384615385,20,198,150,13.5,11.11111111111111,3,7
88,14.4,Ellis,Hetmyer,0,False,1,"back of a length slower ball at 104 kph, Hetmyer through the shot early for a dot to the keeper.",8,Guwahati,48,14,4,39,6.666666666666667,6,4,6.4,True,7.199999999999999,20,198,150,13.333333333333332,11.250000000000002,3,7
89,14.5,Ellis,Hetmyer,1,False,0,"slower ball lands back of a length on fifth stump, slapped to the cover sweeper for one.",8,Guwahati,49,14,5,40,6.833333333333333,6,5,6.5,True,7.170731707317073,20,198,149,13.166666666666668,11.31645569620253,3,7
90,14.6,Ellis,Padikkal,0,True,1,bullseye!Ellis finally puts Padikkal out of his misery. Preity Zinta is up on her feet on the owner's balcony loving this with big applause. Length ball cross seam at full pace skids past a front foot pull and crashes into middle and off stump 3/4 of the way up.,8,Guwahati,49,14,6,41,7.0,6,6,6.6,True,7.0,20,198,149,13.0,11.461538461538462,4,6
91,15.1,Chahar,Hetmyer,1,False,0,"short on fourth stump, goes to pull and cue shots this wide of the non-striker dribbling to long-off for one.",8,Guwahati,50,15,1,42,7.166666666666667,7,1,7.1,True,6.976744186046512,20,198,148,12.833333333333332,11.532467532467534,4,6
92,15.2,Chahar,Jurel,1,False,0,"good length ball on the wide guideline, cut to backward point for a tight single made easy after he overruns the ball.",8,Guwahati,51,15,2,43,7.333333333333333,7,2,7.2,True,6.954545454545455,20,198,147,12.666666666666668,11.605263157894736,4,6
93,15.3,Chahar,Hetmyer,1,False,0,"short outside leg stump, pulled to deep backward square leg where Harpreet Brar lets it bounce well short of him for one. The dropped chance by him off Buttler earlier may have been playing on his mind making no effort to charge in.",8,Guwahati,52,15,3,44,7.5,7,3,7.3,True,6.933333333333334,20,198,146,12.5,11.68,4,6
94,15.4,Chahar,Jurel,1,False,0,"short on the stumps, cross-batted away for a single.",8,Guwahati,53,15,4,45,7.666666666666667,7,4,7.4,True,6.913043478260869,20,198,145,12.333333333333332,11.756756756756758,4,6
95,15.5,Chahar,Hetmyer,0,False,1,"full outside leg, goes for a huge slog and misses losing his balance.",8,Guwahati,53,15,5,46,7.833333333333333,7,5,7.5,True,6.765957446808511,20,198,145,12.166666666666668,11.917808219178081,4,6
96,15.6,Chahar,Hetmyer,1,False,0,"full on middle, flicked through square leg for one.",8,Guwahati,54,15,6,47,8.0,7,6,7.6,True,6.75,20,198,144,12.0,12.0,4,6
97,16.1,Ellis,Hetmyer,6,False,0,"into the second tier over square leg!Full on the legs, winds up and launches this 96 meters over the leg side rope.",8,Guwahati,60,16,1,48,8.166666666666666,8,1,8.1,True,7.346938775510204,20,198,138,11.833333333333334,11.661971830985914,4,6
98,16.2,Ellis,Hetmyer,1,False,0,"slower ball lands on a fullish length on the wide guideline, slogs this flat along the ground to long-on for one.",8,Guwahati,61,16,2,49,8.333333333333334,8,2,8.2,True,7.319999999999999,20,198,137,11.666666666666666,11.742857142857144,4,6
99,16.3,Ellis,Jurel,1,False,0,"slower bouncer on middle, pulled along the turf to deep fine leg for one.",8,Guwahati,62,16,3,50,8.5,8,3,8.3,True,7.294117647058823,20,198,136,11.5,11.826086956521738,4,6
100,16.4,Ellis,Hetmyer,1,False,0,"low full toss on off stump, driven to long-off for one.",8,Guwahati,63,16,4,51,8.666666666666666,8,4,8.4,True,7.26923076923077,20,198,135,11.333333333333334,11.911764705882351,4,6
101,16.5,Ellis,Jurel,6,False,0,"attempted slower ball yorker doesn't land and arrives at shin height on the legs, sweeps this flat over backward square leg thudding into the LCD ad boards for six.",8,Guwahati,69,16,5,52,8.833333333333334,8,5,8.5,True,7.811320754716981,20,198,129,11.166666666666666,11.55223880597015,4,6
102,16.6,Ellis,Jurel,1,False,0,"another slower ball yorker on middle, shuffles across to paddle this to short fine leg for one.",8,Guwahati,70,16,6,53,9.0,8,6,8.6,True,7.777777777777778,20,198,128,11.0,11.636363636363637,4,6
103,17.1,Sam Curran,Jurel,1,False,0,"full on fifth stump, driven to the cover sweeper for one.",8,Guwahati,71,17,1,54,9.166666666666666,9,1,9.1,True,7.745454545454546,20,198,127,10.833333333333334,11.723076923076922,4,6
104,17.2,Sam Curran,Hetmyer,6,False,0,"waist high full toss, flicks this over deep fine leg and sails over the rope 12 rows back.Hetmyer looks to the square leg umpire for a no ball which isn't coming on field so he calls for a DRS review wanting a no ball.It was right on the borderline. His body was twisting low as he played the shot and the third umpire says it was passing below the waist so stays as a legal delivery.",8,Guwahati,77,17,2,55,9.333333333333334,9,2,9.2,True,8.25,20,198,121,10.666666666666666,11.34375,4,6
105,17.3,Sam Curran,Hetmyer,4,False,0,"length ball on fifth stump, stands up and swats this flat through the gap between extra cover and wide mid-off to the rope.",8,Guwahati,81,17,3,56,9.5,9,3,9.3,True,8.526315789473685,20,198,117,10.5,11.142857142857142,4,6
106,17.4,Sam Curran,Hetmyer,1,False,0,"short ball on the stumps, pulled flat over midwicket for one.",8,Guwahati,82,17,4,57,9.666666666666666,9,4,9.4,True,8.482758620689655,20,198,116,10.333333333333334,11.225806451612902,4,6
107,17.5,Sam Curran,Jurel,1,False,0,"shin high full toss on fourth stump, Jurel shuffles across and whips this through wide long-on for one.",8,Guwahati,83,17,5,58,9.833333333333334,9,5,9.5,True,8.440677966101694,20,198,115,10.166666666666666,11.311475409836067,4,6
108,17.6,Sam Curran,Hetmyer,6,False,0,"slower length ball on middle, Hetmyer keeps the hands back as long as he can before muscling a pull toward deep midwicket and it barely clears the fielder leaping on the rope.",8,Guwahati,89,17,6,59,10.0,9,6,9.6,True,8.9,20,198,109,10.0,10.9,4,6
109,18.1,Arshdeep,Jurel,0,False,1,"yorker speared into middle stump, jammed out back to the bowler.",8,Guwahati,89,18,1,60,10.166666666666666,10,1,10.1,True,8.754098360655739,20,198,109,9.833333333333334,11.084745762711863,4,6
110,18.2,Arshdeep,Jurel,4,False,0,"full on sixth stump, drives this flat over mid-off up in the ring and it sails one bounce over the rope.",8,Guwahati,93,18,2,61,10.333333333333334,10,2,10.2,True,9.0,20,198,105,9.666666666666666,10.862068965517242,4,6
111,18.3,Arshdeep,Jurel,6,False,0,"Rajasthan not lying down one bit!Half-volley on fourth stump, Arshdeep misses the yorker and it's in the slot to punch inside out over the rope screaming into the 10th row.",8,Guwahati,99,18,3,62,10.5,10,3,10.3,True,9.428571428571429,20,198,99,9.5,10.421052631578947,4,6
112,18.4,Arshdeep,Jurel,4,False,0,"Over or around the wicket makes no difference to Jurel!Another missed yorker, Arshdeep targets full on fifth stump, Jurel shuffles across to scoop this shin high full toss over the keeper. Harpreet runs across the rope trying to dive to stop it but can't do so.",8,Guwahati,103,18,4,63,10.666666666666666,10,4,10.4,True,9.65625,20,198,95,9.333333333333334,10.178571428571427,4,6
113,18.5,Arshdeep,Jurel,1,False,0,"missed runout!Good length ball on fourth stump, Jurel crouches and opens the face to guide this straight to short third man. The throw to the non-striker's end misses the stumps with Jurel four yards short but there was nobody covering the stumps to take the bails off.",8,Guwahati,104,18,5,64,10.833333333333334,10,5,10.5,True,9.6,20,198,94,9.166666666666666,10.254545454545456,4,6
114,18.6,Arshdeep,Hetmyer,2,False,0,"dropped!Rib high full toss on fourth stump, Hetmyer tries to heave this over deep midwicket and skies this a mile high. Ellis charges in from the rope and slides for a chance but it bursts through his hands.This looked like a blatant no ball over waist height live but Rajasthan are out of reviews, including an absurdly wasted one trying to turn a dot into a wide in the opening overs which flicked the pads.",8,Guwahati,106,18,6,65,11.0,10,6,10.6,True,9.636363636363637,20,198,92,9.0,10.222222222222221,4,6
115,19.1,Sam Curran,Jurel,1,False,0,"full on the stumps, driven down the ground for one to long-on.",8,Guwahati,107,19,1,66,11.166666666666666,11,1,11.1,True,9.582089552238806,20,198,91,8.833333333333334,10.30188679245283,4,6
116,19.2,Sam Curran,Hetmyer,2,False,0,"low full toss at shin height on seventh stump on an attempted yorker, sliced to wide extra cover sweeper and they charge back for a tight two.",8,Guwahati,109,19,2,67,11.333333333333334,11,2,11.2,True,9.617647058823529,20,198,89,8.666666666666666,10.26923076923077,4,6
117,19.3,Sam Curran,Hetmyer,1,False,0,"yorker is spot on fifth stump, jammed out to long-off for one. Hetmyer turns back for a suicide two, but Jurel didn't get the memo and stands pat for one. Hetmyer wanted the strike and winds up near the striker's end before giving up. The relay comes back to Curran, who takes the bails off disdainfully.",8,Guwahati,110,19,3,68,11.5,11,3,11.3,True,9.565217391304348,20,198,88,8.5,10.352941176470589,4,6
118,19.4,Sam Curran,Jurel,0,False,1,"low full toss on fifth stump, goes to reverse ramp this over third man but misses and they scamper an extra.",8,Guwahati,110,19,4,69,11.666666666666666,11,4,11.4,True,9.428571428571429,20,198,88,8.333333333333334,10.559999999999999,4,6
119,19.5,Sam Curran,Holder,1,False,0,"full on fifth stump, shovels this tamely to long-off. The air pops out of the majority of the crowd. Kumar Sangakkara has a glum look in the Rajasthan dugout but Preity Zinta is beaming on the owner's balcony for Punjab.",8,Guwahati,111,19,5,70,11.833333333333334,11,5,11.5,True,9.380281690140844,20,198,87,8.166666666666666,10.653061224489797,4,6
120,19.6,Sam Curran,Jurel,4,False,0,"full and well outside leg, flicks this past short fine leg to the rope. Had he left it alone, it would have most likely been one wide, if not five had the keeper fumbled it....",8,Guwahati,115,19,6,71,12.0,11,6,11.6,True,9.583333333333334,20,198,83,8.0,10.375,4,6
13,2.1,Sam Curran,Buttler,2,False,0,length ball swatted square through the ring for two.,8,Guwahati,117,2,1,72,12.166666666666666,12,1,12.1,True,9.616438356164384,20,198,81,7.833333333333334,10.340425531914892,4,6
14,2.2,Sam Curran,Buttler,2,False,0,dropped!Curran goes for the slower bouncer at 122 kph and Buttler struggles to keep the hands back flicking a pull toward Harpreet Brar charging in from the rope at deep square leg. He covers 20 yards and gets there in plenty enough time to reach forward in stride at rib height but shells this. It was 7/10 on difficulty due to the distance needed to cover but he got there upright without needing to dive and just fumbled it very clumsily.,8,Guwahati,119,2,2,73,12.333333333333334,12,2,12.2,True,9.648648648648647,20,198,79,7.666666666666666,10.304347826086957,4,6
15,2.3,Sam Curran,Buttler,4,False,0,"short on fifth stump, pulled much more authoritatively through midwicket to the rope.",8,Guwahati,123,2,3,74,12.5,12,3,12.3,True,9.84,20,198,75,7.5,10.0,4,6
16,2.4,Sam Curran,Buttler,0,False,1,"good length slower ball angled across fourth stump, beats Buttler prodding forward.",8,Guwahati,123,2,4,75,12.666666666666666,12,4,12.4,True,9.710526315789474,20,198,75,7.333333333333334,10.227272727272727,4,6
17,2.5,Sam Curran,Buttler,0,False,1,"back of a length on the hips, goes back to flick and misses off the body, dribbles wide of the stumps for a dot.",8,Guwahati,123,2,5,76,12.833333333333334,12,5,12.5,True,9.584415584415584,20,198,75,7.166666666666666,10.465116279069768,4,6
18,2.6,Sam Curran,Buttler,1,False,0,"back of a length on the legs, flicked through square leg for one.",8,Guwahati,124,2,6,77,13.0,12,6,12.6,True,9.538461538461538,20,198,74,7.0,10.571428571428571,4,6
19,3.1,Arshdeep,Buttler,1,False,0,"low full toss on sixth stump, punched to extra cover for one.",8,Guwahati,125,3,1,78,13.166666666666666,13,1,13.1,True,9.49367088607595,20,198,73,6.833333333333334,10.682926829268292,4,6
20,3.2,Arshdeep,Ashwin,0,True,1,"the Ashwin experiment blows up, but not in the way that Rajasthan were hoping.Length ball on fifth stump, tries to pull this over mid-on but the ball climbs on him and produces a top-edge that floats in the air behind mid-on. Shikhar backpedals 10 yards before taking a catch at chest height.",8,Guwahati,125,3,2,79,13.333333333333334,13,2,13.2,True,9.375,20,198,73,6.666666666666666,10.950000000000001,5,5
21,3.3,Arshdeep,Samson,0,False,1,"good length ball on fifth stump, defended to cover for none.",8,Guwahati,125,3,3,80,13.5,13,3,13.3,True,9.25925925925926,20,198,73,6.5,11.23076923076923,5,5
22,3.4,Arshdeep,Samson,6,False,0,"fullish length ball on fourth stump, Sanju winds up and wallops this high and deep over the bowler and it lands barely over the rope bouncing into the LCD ad boards in front of the sightscreen.",8,Guwahati,131,3,4,81,13.666666666666666,13,4,13.4,True,9.585365853658537,20,198,67,6.333333333333334,10.578947368421051,5,5
23,3.5,Arshdeep,Samson,1,False,0,"length ball on fourth stump, pulled to deep square leg for one.",8,Guwahati,132,3,5,82,13.833333333333334,13,5,13.5,True,9.542168674698795,20,198,66,6.166666666666666,10.702702702702704,5,5
24,3.6,Arshdeep,Buttler,6,False,0,"half-volley on fifth stump, launches it halfway over the rope landing between the rope and the LCD ad boards.",8,Guwahati,138,3,6,83,14.0,13,6,13.6,True,9.857142857142858,20,198,60,6.0,10.0,5,5
25,4.1,Harpreet Brar,Samson,0,False,1,"good length on fourth stump, defended.",8,Guwahati,138,4,1,84,14.166666666666666,14,1,14.1,True,9.741176470588236,20,198,60,5.833333333333334,10.285714285714285,5,5
26,4.2,Harpreet Brar,Samson,4,False,0,"length ball on fourth stump, Samson leans back and swats this flat toward long-off, Shahrukh charges forward with a diving effort coming off the rope but he got nowhere near the ball, it short hops him by three yards and escapes past him to the rope. Subtle line between brave and foolish and that was the latter.",8,Guwahati,142,4,2,85,14.333333333333334,14,2,14.2,True,9.906976744186046,20,198,56,5.666666666666666,9.882352941176471,5,5
27,4.3,Harpreet Brar,Samson,4,False,0,"length ball wide outside off, carved with much less drama over wide extra cover to the rope.",8,Guwahati,146,4,3,86,14.5,14,3,14.3,True,10.068965517241379,20,198,52,5.5,9.454545454545455,5,5
28,4.4,Harpreet Brar,Samson,0,False,1,"good length ball on the legs, goes to flick and misses off the pads.",8,Guwahati,146,4,4,87,14.666666666666666,14,4,14.4,True,9.954545454545455,20,198,52,5.333333333333334,9.749999999999998,5,5
29,4.5,Harpreet Brar,Samson,1,False,0,"good length on fifth stump, tap and run short of mid-off for one.",8,Guwahati,147,4,5,88,14.833333333333334,14,5,14.5,True,9.910112359550562,20,198,51,5.166666666666666,9.870967741935486,5,5
30,4.6,Harpreet Brar,Buttler,0,False,1,"good length ball skids on quicker on the stumps, defended to the off side.",8,Guwahati,147,4,6,89,15.0,14,6,14.6,True,9.8,20,198,51,5.0,10.2,5,5
31,5.1,Ellis,Samson,4,False,0,"short and wide at 135 kph, gets on his toes and slaps this high over extra cover to the rope on two bounces.",8,Guwahati,151,5,1,90,15.166666666666666,15,1,15.1,True,9.956043956043956,20,198,47,4.833333333333334,9.724137931034482,5,5
32,5.2,Ellis,Samson,4,False,0,"length ball on fifth stump, slices this behind point and beats deep third man to the rope.",8,Guwahati,155,5,2,91,15.333333333333334,15,2,15.2,True,10.108695652173912,20,198,43,4.666666666666666,9.214285714285715,5,5
33,5.3,Ellis,Samson,1,False,0,"good length ball on the stumps, tapped gently into the ring for one.",8,Guwahati,156,5,3,92,15.5,15,3,15.3,True,10.064516129032258,20,198,42,4.5,9.333333333333334,5,5
34,5.4,Ellis,Buttler,0,True,1,"somewhat bizarre caught and bowled, but very athletic from Ellis!Good length ball on fourth stump, goes to drive straight and an inside edge comes off the pads and balloons up over short/silly mid-off. Ellis charges forward to corral a sliding take at knee height.",8,Guwahati,156,5,4,93,15.666666666666666,15,4,15.4,True,9.957446808510639,20,198,42,4.333333333333334,9.692307692307692,6,4
35,5.5,Ellis,Padikkal,0,False,1,"slower length ball on fourth stump, tapped defensively to backward point.",8,Guwahati,156,5,5,94,15.833333333333334,15,5,15.5,True,9.852631578947369,20,198,42,4.166666666666666,10.080000000000002,6,4
36,5.6,Ellis,Padikkal,0,False,1,"good length ball on the hips, passes down the leg side past a flick and given as a dot ball.Padikkal not happy and calls for a review claiming it should be a wide.UltraEdge shows this clipped the thigh guard. Well, this has to go down as one of the all-time worst DRS reviews. Far more terrible than anything Shane Watson ever conjured up. It stays as a dot.",8,Guwahati,156,5,6,95,16.0,15,6,15.6,True,9.75,20,198,42,4.0,10.5,6,4
37,6.1,Harpreet Brar,Samson,1,False,0,"back of a length on middle, goes back to flick into midwicket for one.",8,Guwahati,157,6,1,96,16.166666666666668,16,1,16.1,True,9.711340206185566,20,198,41,3.833333333333332,10.695652173913047,6,4
38,6.2,Harpreet Brar,Padikkal,0,False,1,"length ball on fifth stump, clears the front leg to cut and slices this to short third on a bounce for none.",8,Guwahati,157,6,2,97,16.333333333333332,16,2,16.2,True,9.612244897959185,20,198,41,3.666666666666668,11.181818181818178,6,4
39,6.3,Harpreet Brar,Padikkal,2,False,0,"full on fourth stump, flicked to wide long-on for two, diving stop on the rope by Chahar saves two.",8,Guwahati,159,6,3,98,16.5,16,3,16.3,True,9.636363636363637,20,198,39,3.5,11.142857142857142,6,4
40,6.4,Harpreet Brar,Padikkal,1,False,0,"length ball slanted across the wide guideline, cuts this to the sweeper for one.",8,Guwahati,160,6,4,99,16.666666666666668,16,4,16.4,True,9.6,20,198,38,3.333333333333332,11.400000000000004,6,4
41,6.5,Harpreet Brar,Samson,0,False,1,"good length ball on fifth stump, cuts this to backward point for none.",8,Guwahati,160,6,5,100,16.833333333333332,16,5,16.5,True,9.504950495049506,20,198,38,3.166666666666668,11.999999999999995,6,4
42,6.6,Harpreet Brar,Samson,2,False,0,"short and follows him outside leg, pulled to deep backward square leg for two.",8,Guwahati,162,6,6,101,17.0,16,6,16.6,True,9.529411764705882,20,198,36,3.0,12.0,6,4
43,7.1,Chahar,Padikkal,0,False,1,"short on sixth stump and skids low, slapped to mid-off for none.",8,Guwahati,162,7,1,102,17.166666666666668,17,1,17.1,True,9.436893203883495,20,198,36,2.833333333333332,12.705882352941181,6,4
44,7.2,Chahar,Padikkal,1,False,0,"zipped in flat and full on leg stump, flicked to midwicket for one.",8,Guwahati,163,7,2,103,17.333333333333332,17,2,17.2,True,9.403846153846155,20,198,35,2.666666666666668,13.124999999999995,6,4
