Ball,Ball Number,Bowler,Batsman,Runs,is_wicket,bowler_good,Description,match_id,city,total_runs,over,ball_in_over,continuous_ball_index,overs_bowled,overs_completed,balls_in_current_over,actual_over_ball,is_original_ball_number,current_run_rate,total_overs,target,runs_needed,overs_remaining,required_run_rate,wickets_fallen,wickets_in_hand
23,3.5,Mukesh Kumar,Gill,1,False,0,"Angles it in on a length, he works it away forward or square on the on side for one.",7,Delhi,106,3,5,71,12.0,11,6,11.6,True,8.833333333333334,20,163,57,8.0,7.125,2,8
24,3.6,Mukesh Kumar,B Sai Sudharsan,0,False,1,"Fullish and outside off, driven to cover.",7,Delhi,106,3,6,72,12.166666666666666,12,1,12.1,True,8.712328767123289,20,163,57,7.833333333333334,7.276595744680851,2,8
25,4.1,Nortje,Gill,0,True,1,"Jaffa! Nortje is well and truly making his presence in the IPL!It is a fireball at 148.8 kph. Gill, even in the excellent form that he is in, has no answer to that. It was speared in on a length around off, jags back in a touch. Gill was on the back foot and looks to defend but is beaten by the movement and is knocked over.",7,Delhi,106,4,1,73,12.333333333333334,12,2,12.2,True,8.594594594594595,20,163,57,7.666666666666666,7.434782608695652,3,7
26,4.2,Nortje,B Sai Sudharsan,6,False,0,What a shot! Audacity at its very best. Fast and full at 144.2 kph on off. Sudharsan walks across and scoops it high and long over fine leg. Inventive strokeplay at its best.,7,Delhi,112,4,2,74,12.5,12,3,12.3,True,8.96,20,163,51,7.5,6.8,3,7
27,4.3,Nortje,B Sai Sudharsan,0,False,1,"Lands it shortish and angles it in, he tucks it towards square leg.",7,Delhi,112,4,3,75,12.666666666666666,12,4,12.4,True,8.842105263157896,20,163,51,7.333333333333334,6.954545454545454,3,7
28,4.4,Nortje,B Sai Sudharsan,0,False,1,"Banges in short and outside off, Sudharsan hops and looks to slash. It swerves in after it passes him and Porel fails to gather that.Given as runs but replays show that there was no edge.",7,Delhi,112,4,4,76,12.833333333333334,12,5,12.5,True,8.727272727272727,20,163,51,7.166666666666666,7.116279069767442,3,7
29,4.5,Nortje,Hardik,0,False,1,"Full and outside off, gets forward and drives it to mid-off.",7,Delhi,112,4,5,77,13.0,12,6,12.6,True,8.615384615384615,20,163,51,7.0,7.285714285714286,3,7
30,4.6,Nortje,Hardik,4,False,0,"Class!Overpitched outside off, it was the slower one at 121/6 kph. Hardik gets forward again and creams it through cover.",7,Delhi,116,4,6,78,13.166666666666666,13,1,13.1,True,8.810126582278482,20,163,47,6.833333333333334,6.878048780487804,3,7
31,5.1,Khaleel Ahmed,B Sai Sudharsan,4,False,0,"And he is greeted with a four! Full and on off, Sudharsan gets forward and flicks it through midwicket. No stopping that. 50 up for Titans.",7,Delhi,120,5,1,79,13.333333333333334,13,2,13.2,True,9.0,20,163,43,6.666666666666666,6.45,3,7
32,5.2,Khaleel Ahmed,B Sai Sudharsan,0,False,1,"Length ball outside off, glides it to backward point. Much better line and length that.",7,Delhi,120,5,2,80,13.5,13,3,13.3,True,8.88888888888889,20,163,43,6.5,6.615384615384615,3,7
33,5.3,Khaleel Ahmed,B Sai Sudharsan,0,False,1,Peach! Cuts Sudharsan into two halves. Lands it on a length and has it nip back in. Beats him on the inside.,7,Delhi,120,5,3,81,13.666666666666666,13,4,13.4,True,8.78048780487805,20,163,43,6.333333333333334,6.789473684210526,3,7
34,5.4,Khaleel Ahmed,B Sai Sudharsan,0,False,1,"Back of a length outside off, he hangs back and steers it to backward point.",7,Delhi,120,5,4,82,13.833333333333334,13,5,13.5,True,8.674698795180722,20,163,43,6.166666666666666,6.972972972972974,3,7
35,5.5,Khaleel Ahmed,B Sai Sudharsan,1,False,0,"Length ball outside off, he hangs back and slaps it to sweeper cover.",7,Delhi,121,5,5,83,14.0,13,6,13.6,True,8.642857142857142,20,163,42,6.0,7.0,3,7
36,5.6,Khaleel Ahmed,Hardik,0,True,1,And Khaleel gets the big fish Pandya!This is what Capitals wanted from Khaleel and he has delivered. Lands it on a length and gets it to come back in to off. Pandya is forced to play at that and pushes at it a touch. Ends up getting a thick outside edge and Porel has his first catch in IPL cricket.,7,Delhi,121,5,6,84,14.166666666666666,14,1,14.1,True,8.541176470588235,20,163,42,5.833333333333334,7.199999999999999,4,6
37,6.1,Marsh,B Sai Sudharsan,1,False,0,"Length ball outside off, he punches it through cover.",7,Delhi,122,6,1,85,14.333333333333334,14,2,14.2,True,8.511627906976743,20,163,41,5.666666666666666,7.23529411764706,4,6
38,6.2,Marsh,Shankar,2,False,0,"Bowls it on a length on the pads, he flicks it through backward square leg for one.",7,Delhi,124,6,2,86,14.5,14,3,14.3,True,8.551724137931034,20,163,39,5.5,7.090909090909091,4,6
39,6.3,Marsh,Shankar,2,False,0,"Full on off, driven straight down to long-on. The fielder was wider and that allows them two.",7,Delhi,126,6,3,87,14.666666666666666,14,4,14.4,True,8.590909090909092,20,163,37,5.333333333333334,6.937499999999999,4,6
40,6.4,Marsh,Shankar,1,False,0,"Full and outside off, driven through covers for two more.",7,Delhi,127,6,4,88,14.833333333333334,14,5,14.5,True,8.561797752808989,20,163,36,5.166666666666666,6.967741935483872,4,6
41,6.5,Marsh,B Sai Sudharsan,0,False,1,"Back of a length around off, he hangs back and opens the face to get it to point.",7,Delhi,127,6,5,89,15.0,14,6,14.6,True,8.466666666666667,20,163,36,5.0,7.2,4,6
42,6.6,Marsh,B Sai Sudharsan,2,False,0,"Full on middle and leg, flicked wide of midwicket for two. In fact, Rossouw misfields a touch.",7,Delhi,129,6,6,90,15.166666666666666,15,1,15.1,True,8.505494505494505,20,163,34,4.833333333333334,7.034482758620689,4,6
43,7.1,Kuldeep,Shankar,1,False,0,"Slider full on leg, flicks it towards midwicket for one.",7,Delhi,130,7,1,91,15.333333333333334,15,2,15.2,True,8.478260869565217,20,163,33,4.666666666666666,7.071428571428572,4,6
44,7.2,Kuldeep,B Sai Sudharsan,1,False,0,"Quicker and flatter around off, works it forward of square for one.",7,Delhi,131,7,2,92,15.5,15,3,15.3,True,8.451612903225806,20,163,32,4.5,7.111111111111111,4,6
45,7.3,Kuldeep,Shankar,1,False,0,"Flatter and turning in from a length, he goes back and works it through midwicket for one.",7,Delhi,132,7,3,93,15.666666666666666,15,4,15.4,True,8.425531914893618,20,163,31,4.333333333333334,7.153846153846153,4,6
46,7.4,Kuldeep,B Sai Sudharsan,0,False,1,"Excellent catch from Porel! Umpire is unmoved and Capitals opt for the review immediately. It is a googly on a length outside off, Sudharsan hangs back and cuts. It is too close to that but he goes with it. Seems to be an inside edge.Oh no, UltraEdge is as flat as it can be. Sudharsan seemed to be quite confident and he is vindicated. Capitals lose their review.",7,Delhi,132,7,4,94,15.833333333333334,15,5,15.5,True,8.336842105263157,20,163,31,4.166666666666666,7.440000000000001,4,6
47,7.5,Kuldeep,B Sai Sudharsan,1,False,0,"Shortish on a length, again a googly on off. He hangs back and pulls it through midwicket.",7,Delhi,133,7,5,95,16.0,15,6,15.6,True,8.3125,20,163,30,4.0,7.5,4,6
48,7.6,Kuldeep,Shankar,0,False,1,"Fuller on middle, lunges and defends it towards cover.",7,Delhi,133,7,6,96,16.166666666666668,16,1,16.1,True,8.22680412371134,20,163,30,3.833333333333332,7.826086956521742,4,6
49,8.1,Mukesh Kumar,B Sai Sudharsan,1,False,0,"Length ball on off, worked away towards square leg for one.",7,Delhi,134,8,1,97,16.333333333333332,16,2,16.2,True,8.204081632653061,20,163,29,3.666666666666668,7.9090909090909065,4,6
50,8.2,Mukesh Kumar,Shankar,1,False,0,"Full on the pads, worked away to fine leg.",7,Delhi,135,8,2,98,16.5,16,3,16.3,True,8.181818181818182,20,163,28,3.5,8.0,4,6
51,8.3,Mukesh Kumar,B Sai Sudharsan,1,False,0,"Short and outside off, he hops and slaps it to sweeper cover.",7,Delhi,136,8,3,99,16.666666666666668,16,4,16.4,True,8.16,20,163,27,3.333333333333332,8.100000000000003,4,6
52,8.4,Mukesh Kumar,Shankar,1,False,0,"Length ball outside off, stays a touch low. Adjusts and punches it to long-off.",7,Delhi,137,8,4,100,16.833333333333332,16,5,16.5,True,8.138613861386139,20,163,26,3.166666666666668,8.21052631578947,4,6
53,8.5,Mukesh Kumar,B Sai Sudharsan,4,False,0,"All timing that. Length ball outside off, it is the slower one. Sudharsan hops and slaps it through covers to beat sweeper to his left.",7,Delhi,141,8,5,101,17.0,16,6,16.6,True,8.294117647058824,20,163,22,3.0,7.333333333333333,4,6
54,8.6,Mukesh Kumar,B Sai Sudharsan,0,False,1,"Back of a length outside off, he lets it be.",7,Delhi,141,8,6,102,17.166666666666668,17,1,17.1,True,8.213592233009708,20,163,22,2.833333333333332,7.764705882352945,4,6
55,9.1,Kuldeep,Shankar,0,False,1,"Floats it fullish and outside off, it is the wrong one. Vijay plays inside the line and gets beaten on the outside.",7,Delhi,141,9,1,103,17.333333333333332,17,2,17.2,True,8.134615384615385,20,163,22,2.666666666666668,8.249999999999996,4,6
56,9.2,Kuldeep,Shankar,4,False,0,"Smacked it alright!Very full and outside off, it is the traditional legbreak. Vijay clears his front leg and hits it over the bowler's head.",7,Delhi,145,9,2,104,17.5,17,3,17.3,True,8.285714285714286,20,163,18,2.5,7.2,4,6
57,9.3,Kuldeep,Shankar,1,False,0,"Goes back, it is a touch short and low, hits it with the turn to deep square leg.",7,Delhi,146,9,3,105,17.666666666666668,17,4,17.4,True,8.264150943396226,20,163,17,2.333333333333332,7.285714285714289,4,6
