Ball,Ball Number,Bowler,Batsman,Runs,is_wicket,bowler_good,Description,match_id,total_runs,over,ball_in_over,continuous_ball_index,overs_bowled,overs_completed,balls_in_current_over,actual_over_ball,is_original_ball_number,current_run_rate,total_overs,target,runs_needed,overs_remaining,required_run_rate,wickets_fallen,wickets_in_hand
61,10.1,Chawla,Kohli,0,False,1,"Flatter outside off, he pats it to point",5,10,10,1,12,2.1666666666666665,2,1,2.1,True,4.615384615384616,20,172,162,17.833333333333332,9.08411214953271,0,10
62,10.2,Chawla,Kohli,2,False,0,"Tossed up full-length ball outside off, Kohli whacks it back at the stumps as the ball ricochets towards wide long on. They take two. Chawla could not get a finger on that",5,12,10,2,13,2.3333333333333335,2,2,2.2,True,5.142857142857142,20,172,160,17.666666666666668,9.056603773584905,0,10
63,10.3,Chawla,Kohli,6,False,0,"Going, going, gone!That is a shot and a half! Right in his arc on middle, he swings through the line and deposits Chawla over long on.The third 100-run stand between the duo in IPL",5,18,10,3,14,2.5,2,3,2.3,True,7.2,20,172,154,17.5,8.8,0,10
64,10.4,Chawla,Kohli,1,False,0,"Fuller outside off, he pushes it to long off",5,19,10,4,15,2.6666666666666665,2,4,2.4,True,7.125,20,172,153,17.333333333333332,8.826923076923077,0,10
65,10.5,Chawla,du Plessis,0,False,1,"Full-length ball outside off, was quicker as well as he bunts it to point",5,19,10,5,16,2.8333333333333335,2,5,2.5,True,6.705882352941176,20,172,153,17.166666666666668,8.9126213592233,0,10
66,10.6,Chawla,du Plessis,2,False,0,"Gets down to play the slog sweep now, does not time it as well but finds the gap between long on and deep midwicket.",5,21,10,6,17,3.0,2,6,2.6,True,7.0,20,172,151,17.0,8.882352941176471,0,10
67,11.1,Archer,Kohli,2,False,0,"Back of a length ball outside off, he works the ball with soft hands to long on and they take two. Oh, there is a terrific direct hit from David from the deep.The third umpire has been called for, but Faf had made it easily.",5,23,11,1,18,3.1666666666666665,3,1,3.1,True,7.2631578947368425,20,172,149,16.833333333333332,8.851485148514852,0,10
68,11.2,Archer,Kohli,0,False,1,Length ball that did not bouncer as much as expected. He can only bunt it towards the bowler.,5,23,11,2,19,3.3333333333333335,3,2,3.2,True,6.8999999999999995,20,172,149,16.666666666666668,8.94,0,10
69,11.3,Archer,Kohli,2,False,0,"Slower, back of the hand stuff outside off. He waits for it and opens the face of the bat to the right of deep cover.",5,25,11,3,20,3.5,3,3,3.3,True,7.142857142857143,20,172,147,16.5,8.909090909090908,0,10
70,11.4,Archer,Kohli,0,False,1,"Tries the bouncer now, Kohli pulls out off the hook. He was looking for a wide, but the umpire calls it one for the over. I felt that was quite high",5,25,11,4,21,3.6666666666666665,3,4,3.4,True,6.818181818181818,20,172,147,16.333333333333332,9.0,0,10
71,11.5,Archer,Kohli,1,False,0,"Fifty off 38 balls for Kohli and a knock of the highest order from the talisman!Back of a length ball on off, he pats it to the right of the bowler with soft hands. Raises his bat as Chinnaswamy roars in delight.50th IPL fifty for Kohli.",5,26,11,5,22,3.8333333333333335,3,5,3.5,True,6.782608695652174,20,172,146,16.166666666666668,9.030927835051546,0,10
72,11.6,Archer,du Plessis,0,False,1,Back of a hand slower ball into the surface. Faf can only mistime his hack back to the bowler,5,26,11,6,23,4.0,3,6,3.6,True,6.5,20,172,146,16.0,9.125,0,10
73,12.1,Behrendorff,Kohli,4,False,0,Welcomes him to the crease with a four. Goes down the track to the short of a length ball and pulls it past long on.,5,30,12,1,24,4.166666666666667,4,1,4.1,True,7.199999999999999,20,172,142,15.833333333333332,8.96842105263158,0,10
74,12.2,Behrendorff,Kohli,1,False,0,"Gets a bit of a leading edge does Kohli this time around. Length ball on off, he shimmies down the track, closes the face of the bat a touch early as the ball goes to long off.",5,31,12,2,25,4.333333333333333,4,2,4.2,True,7.153846153846154,20,172,141,15.666666666666668,9.0,0,10
75,12.3,Behrendorff,du Plessis,6,False,0,"WALLOPED!Banged in short on off, but that just sat up for Faf who gets into position nice and early and smacks the bowler over deep backward square leg.",5,37,12,3,26,4.5,4,3,4.3,True,8.222222222222221,20,172,135,15.5,8.709677419354838,0,10
76,12.4,Behrendorff,du Plessis,4,False,0,No stopping Faf today!The length ball is sprayed down the leg as he flicks past short fine leg.,5,41,12,4,27,4.666666666666667,4,4,4.4,True,8.785714285714285,20,172,131,15.333333333333332,8.543478260869566,0,10
77,12.5,Behrendorff,du Plessis,0,False,1,Low full toss that is hit back to the non-striker's stumps. The ball ricochets towards extra cover,5,41,12,5,28,4.833333333333333,4,5,4.5,True,8.482758620689655,20,172,131,15.166666666666668,8.637362637362637,0,10
78,12.6,Behrendorff,du Plessis,1,False,0,"Full-length ball outside off, he was looking to loft that over extra cover, but the ball catches a bit of his of outside edge to deep cover",5,42,12,6,29,5.0,4,6,4.6,True,8.4,20,172,130,15.0,8.666666666666666,0,10
79,13.1,Archer,du Plessis,2,False,0,"Back of a length ball outside off, he stays legside of it and cuts it hard to the left of deep point",5,44,13,1,30,5.166666666666667,5,1,5.1,True,8.516129032258064,20,172,128,14.833333333333332,8.629213483146069,0,10
80,13.2,Archer,du Plessis,1,False,0,"Slower length ball outside off, he works it towards midwicket",5,45,13,2,31,5.333333333333333,5,2,5.2,True,8.4375,20,172,127,14.666666666666668,8.659090909090908,0,10
81,13.3,Archer,Kohli,6,False,0,Gets in position and hammers Archer for another maximum!Slower short of  a length ball aimed at the body of Kohli who gets inside the line and helps it over deep fine leg,5,51,13,3,32,5.5,5,3,5.3,True,9.272727272727273,20,172,121,14.5,8.344827586206897,0,10
82,13.4,Archer,Kohli,1,False,0,"Another back of a length ball on the stump, he pulls it to deep midwicket.",5,52,13,4,33,5.666666666666667,5,4,5.4,True,9.176470588235293,20,172,120,14.333333333333332,8.372093023255815,0,10
83,13.5,Archer,du Plessis,0,False,1,"Low full toss outside off, he misses out as he drives it straight to mid-off",5,52,13,5,34,5.833333333333333,5,5,5.5,True,8.914285714285715,20,172,120,14.166666666666668,8.470588235294118,0,10
84,13.6,Archer,du Plessis,0,False,1,"banged in short again outside off, he bunts it to point almost nonchalantly",5,52,13,6,35,6.0,5,6,5.6,True,8.666666666666666,20,172,120,14.0,8.571428571428571,0,10
85,14.1,Arshad Khan,Kohli,6,False,0,In the slot for Kohli on off stump as he stays in his crease and lays into him by absolutely smashing him over wide long-on. This has been statement of sorts from Kohli.,5,58,14,1,36,6.166666666666667,6,1,6.1,True,9.405405405405405,20,172,114,13.833333333333332,8.240963855421688,0,10
86,14.2,Arshad Khan,Kohli,2,False,0,"In the aiiir, and put down by Shokeen at deep midwicket!That went flat and very hard, but should have been held. Length on middle and leg, he whips it straight to the fielder, who was late it picking the ball up as he ran in",5,60,14,2,37,6.333333333333333,6,2,6.2,True,9.473684210526317,20,172,112,13.666666666666668,8.195121951219512,0,10
87,14.3,Arshad Khan,Kohli,0,False,1,"Banged in short now, he fails to connect the pull. Stifle appeal from Kishan to no avail.",5,60,14,3,38,6.5,6,3,6.3,True,9.23076923076923,20,172,112,13.5,8.296296296296296,0,10
88,14.4,Arshad Khan,Kohli,1,False,0,"Low full toss on off, he pushes it to long on",5,61,14,4,39,6.666666666666667,6,4,6.4,True,9.15,20,172,111,13.333333333333332,8.325000000000001,0,10
89,14.5,Arshad Khan,du Plessis,0,True,1,"Slower length ball that is ballooned straight up and David ain't dropping those!Angled across Faf, who is not able to get the pace off the surface. Loses his shape and ends up lofting the ball to long-on.",5,61,14,5,40,6.833333333333333,6,5,6.5,True,8.926829268292684,20,172,111,13.166666666666668,8.430379746835442,1,9
90,14.6,Arshad Khan,Karthik,0,False,1,"Full-length ball outside off, driven hard back at the bowler, who misfields but no harm done",5,61,14,6,41,7.0,6,6,6.6,True,8.714285714285714,20,172,111,13.0,8.538461538461538,1,9
91,15.1,Green,Kohli,1,False,0,"Shin-high full toss to start with on middle stump, as Kohli gets across and works to deep backward square leg",5,62,15,1,42,7.166666666666667,7,1,7.1,True,8.651162790697674,20,172,110,12.833333333333332,8.571428571428573,1,9
92,15.2,Green,Karthik,0,False,1,"On a length outside off, Karthik looks for a big heave, the ball hits the toe-end of his bat and goes it to mid-off",5,62,15,2,43,7.333333333333333,7,2,7.2,True,8.454545454545455,20,172,110,12.666666666666668,8.68421052631579,1,9
93,15.3,Green,Karthik,0,True,1,"Flicked straight to deep square leg and Green has his first IPL wicket!Length on middle, he gets across and gets a good chunk on that. But couldn't find the gap, unfortunately. Tilak makes no mistake.",5,62,15,3,44,7.5,7,3,7.3,True,8.266666666666667,20,172,110,12.5,8.8,2,8
94,15.4,Green,Maxwell,0,False,1,"Slower back of a length ball, he backs away looking for a pull, completely mistimes it to long on.",5,62,15,4,45,7.666666666666667,7,4,7.4,True,8.08695652173913,20,172,110,12.333333333333332,8.91891891891892,2,8
95,15.5,Green,Maxwell,6,False,0,"Oh, that is some shot to get off the mark!Banged in short outside off, he clears his front leg and smacks it over extra cover",5,68,15,5,46,7.833333333333333,7,5,7.5,True,8.680851063829788,20,172,104,12.166666666666668,8.54794520547945,2,8
96,15.6,Green,Maxwell,6,False,0,"Six more!Another short of a length ball, shoulder-high. Maxwell backs away, clears his front leg and despite not getting all of it on the pull gets it over deep fine leg.",5,74,15,6,47,8.0,7,6,7.6,True,9.25,20,172,98,12.0,8.166666666666666,2,8
97,16.1,Arshad Khan,Kohli,4,False,0,"On a length on off, he Kohli cracks it past short fine leg and RCB are in a hurry",5,78,16,1,48,8.166666666666666,8,1,8.1,True,9.551020408163266,20,172,94,11.833333333333334,7.943661971830985,2,8
98,16.2,Arshad Khan,Kohli,6,False,0,"In the arc, out of the park as Kohli finishes it off in style!Right in the slot for Kohli outside off stump. He keeps his shape and sends it soaring over long on. He pumps the air in delight and hugs Maxwell.RCB have gunned the target down in 16.2 overs.",5,84,16,2,49,8.333333333333334,8,2,8.2,True,10.08,20,172,88,11.666666666666666,7.542857142857144,2,8
13,2.1,Behrendorff,du Plessis,4,False,0,"IMPERIOUS!That's the shot of a man in confidence. In the slot, rather he made it into one by stepping down and backing away. Presents the full face of the bat and drives him through covers",5,88,2,1,50,8.5,8,3,8.3,True,10.352941176470589,20,172,84,11.5,7.304347826086956,2,8
14,2.2,Behrendorff,du Plessis,0,False,1,"Beaten! Length ball just outside off, he pokes at it and misses",5,88,2,2,51,8.666666666666666,8,4,8.4,True,10.153846153846155,20,172,84,11.333333333333334,7.411764705882352,2,8
15,2.3,Behrendorff,du Plessis,6,False,0,"BANG!On a length on leg stump, he jumps down the track, gives himself room and effortlessly slams him over deep midwicket. Holds his shape so well, doe du Plessis.",5,94,2,3,52,8.833333333333334,8,5,8.5,True,10.641509433962263,20,172,78,11.166666666666666,6.985074626865672,2,8
16,2.4,Behrendorff,du Plessis,6,False,0,"Even better! Slower length ball outside off, he jumps down the track and simply presents the full face of the blade to swing through the line over mid-off and eventually over the ropes.",5,100,2,4,53,9.0,8,6,8.6,True,11.11111111111111,20,172,72,11.0,6.545454545454546,2,8
17,2.5,Behrendorff,du Plessis,0,False,1,Length ball that raps du Plessis on the thigh pads as he looks to play it to the on-side,5,100,2,5,54,9.166666666666666,9,1,9.1,True,10.90909090909091,20,172,72,10.833333333333334,6.646153846153846,2,8
18,2.6,Behrendorff,du Plessis,0,False,1,"Goes for the scoop now, seeing the fine leg fielder in, but is unable to connect to the length ball that is on off stump",5,100,2,6,55,9.333333333333334,9,2,9.2,True,10.714285714285714,20,172,72,10.666666666666666,6.75,2,8
19,3.1,Archer,Kohli,0,False,1,"Puts Kohli down first ball!That would have been some start to his Mumbai career. Length ball outside off, Kohli backs away looking to blast it over mid-off, does not connect as well. Archer gets both hands to it but can't hold on",5,100,3,1,56,9.5,9,3,9.3,True,10.526315789473685,20,172,72,10.5,6.857142857142857,2,8
20,3.2,Archer,Kohli,4,False,0,"Deft touch and Kohli gets four. Back of a length ball outside off, he gently opens the face of his bat to guide it past point",5,104,3,2,57,9.666666666666666,9,4,9.4,True,10.758620689655173,20,172,68,10.333333333333334,6.580645161290322,2,8
21,3.3,Archer,Kohli,0,False,1,"Pacy short of a length ball that beats Kohli all ends up. He is surprised by the length as he looks to loft it, and misses",5,104,3,3,58,9.833333333333334,9,5,9.5,True,10.576271186440678,20,172,68,10.166666666666666,6.688524590163935,2,8
22,3.4,Archer,Kohli,0,False,1,"Good length ball on off, he pats it to to cover",5,104,3,4,59,10.0,9,6,9.6,True,10.4,20,172,68,10.0,6.8,2,8
23,3.5,Archer,Kohli,6,False,0,Chinnaswamy roars as Kohli hammers Archer all the way!Slower ball outside off that is spotted early by Kohli who jumps down the track and whacks him straight over long off for a six,5,110,3,5,60,10.166666666666666,10,1,10.1,True,10.819672131147541,20,172,62,9.833333333333334,6.305084745762711,2,8
24,3.6,Archer,Kohli,0,False,1,"Length outside off, he drives it crisply to covers",5,110,3,6,61,10.333333333333334,10,2,10.2,True,10.64516129032258,20,172,62,9.666666666666666,6.413793103448277,2,8
25,4.1,Chawla,du Plessis,0,False,1,"Flatter length ball on leg stump, he backs away looking for a pull, gets a thick inside edge to short fine leg.",5,110,4,1,62,10.5,10,3,10.3,True,10.476190476190476,20,172,62,9.5,6.526315789473684,2,8
26,4.2,Chawla,du Plessis,0,False,1,"flatter wrong'un on leg stump, he works to square leg",5,110,4,2,63,10.666666666666666,10,4,10.4,True,10.3125,20,172,62,9.333333333333334,6.642857142857142,2,8
27,4.3,Chawla,du Plessis,0,False,1,"Wrong'un outside off, he mistimes his cut to cover",5,110,4,3,64,10.833333333333334,10,5,10.5,True,10.153846153846153,20,172,62,9.166666666666666,6.763636363636364,2,8
28,4.4,Chawla,du Plessis,4,False,0,"short, wide and du Plessis ain't missing out. Was quicker, 90.7 kph but du Plessis just stays back and hacks him through covers",5,114,4,4,65,11.0,10,6,10.6,True,10.363636363636363,20,172,58,9.0,6.444444444444445,2,8
29,4.5,Chawla,du Plessis,0,False,1,"Misses the off pole by a whisker!Was there an edge as well? Nope, think it was just close to the stumps. Googly, not picked by du Plessis who looks for a hack through covers, misses",5,114,4,5,66,11.166666666666666,11,1,11.1,True,10.208955223880597,20,172,58,8.833333333333334,6.566037735849056,2,8
30,4.6,Chawla,du Plessis,1,False,0,"Oh, a seam-up ball from Chawla, 117.8 kph that is slapped to long on by du Plessis",5,115,4,6,67,11.333333333333334,11,2,11.2,True,10.147058823529411,20,172,57,8.666666666666666,6.5769230769230775,2,8
31,5.1,Archer,du Plessis,1,False,0,"Back of a length ball outside off, he cuts with soft hands to the point fielder. They take a run.",5,116,5,1,68,11.5,11,3,11.3,True,10.08695652173913,20,172,56,8.5,6.588235294117647,2,8
32,5.2,Archer,Kohli,0,False,1,"Drives on the up but can't beat mid-off!But that was struck very crisply. Length outside off, he presents the full face of the bat.",5,116,5,2,69,11.666666666666666,11,4,11.4,True,9.942857142857143,20,172,56,8.333333333333334,6.72,2,8
33,5.3,Archer,Kohli,4,False,0,"Oh, shot Kohli! Front foot pull of the highest order. Banged in short, 143kph, Kohli gets in position early and hammers it over midwicket. 50 up for RCB in the sixth over",5,120,5,3,70,11.833333333333334,11,5,11.5,True,10.140845070422534,20,172,52,8.166666666666666,6.367346938775511,2,8
34,5.4,Archer,Kohli,1,False,0,"Back of a length ball outside off, he pats it to point",5,121,5,4,71,12.0,11,6,11.6,True,10.083333333333334,20,172,51,8.0,6.375,2,8
35,5.5,Archer,du Plessis,1,False,0,"Another short ball into the body of du Plessis who looks for a hook, but does not time it as well with the ball going towards deep backward square leg",5,122,5,5,72,12.166666666666666,12,1,12.1,True,10.027397260273974,20,172,50,7.833333333333334,6.382978723404255,2,8
36,5.6,Archer,Kohli,1,False,0,"Length on middle stump, he pushes to mid-on and sets off for a quick run",5,123,5,6,73,12.333333333333334,12,2,12.2,True,9.972972972972972,20,172,49,7.666666666666666,6.391304347826088,2,8
37,6.1,Chawla,Kohli,0,False,1,"Flatter outside off, he slaps it to extra cover where Rohit puts in a dive to his right and intercepts",5,123,6,1,74,12.5,12,3,12.3,True,9.84,20,172,49,7.5,6.533333333333333,2,8
38,6.2,Chawla,Kohli,1,False,0,Another googly from Chawla picked early by Kohli who dabs it to short third,5,124,6,2,75,12.666666666666666,12,4,12.4,True,9.789473684210527,20,172,48,7.333333333333334,6.545454545454545,2,8
39,6.3,Chawla,du Plessis,1,False,0,quicker length ball on the pads of the batter who clips it to deep square leg,5,125,6,3,76,12.833333333333334,12,5,12.5,True,9.74025974025974,20,172,47,7.166666666666666,6.558139534883721,2,8
40,6.4,Chawla,Kohli,1,False,0,"Very quick googly on the stumps of Kohli, who punches to long on quite confidently",5,126,6,4,77,13.0,12,6,12.6,True,9.692307692307692,20,172,46,7.0,6.571428571428571,2,8
41,6.5,Chawla,du Plessis,1,False,0,"Another wrong'un from Chawla, who stays back and gets it to long off",5,127,6,5,78,13.166666666666666,13,1,13.1,True,9.645569620253164,20,172,45,6.833333333333334,6.585365853658536,2,8
42,6.6,Chawla,Kohli,1,False,0,"Legbreak outside off, he pushes towards cover and they pinch a quick run",5,128,6,6,79,13.333333333333334,13,2,13.2,True,9.6,20,172,44,6.666666666666666,6.6000000000000005,2,8
43,7.1,Green,Kohli,1,False,0,"Good length ball outside off to start off, Kohli steps down just a touch and opens the face of the bat to punch it hard past point",5,129,7,1,80,13.5,13,3,13.3,True,9.555555555555555,20,172,43,6.5,6.615384615384615,2,8
44,7.2,Green,du Plessis,4,False,0,TOP SHOT!All hands from Faf. Just clears his front leg and times the length ball exquisitely past mid-off. No stopping that,5,133,7,2,81,13.666666666666666,13,4,13.4,True,9.731707317073171,20,172,39,6.333333333333334,6.157894736842104,2,8
45,7.3,Green,du Plessis,0,False,1,"Banged in short, he goes for a pull and misses. He is pleading for a wide, not given.",5,133,7,3,82,13.833333333333334,13,5,13.5,True,9.6144578313253,20,172,39,6.166666666666666,6.324324324324325,2,8
46,7.4,Green,du Plessis,2,False,0,Short of a length ball on middle that is flayed away in the gap between deep fine leg and deep backward square leg. Two runs taken,5,135,7,4,83,14.0,13,6,13.6,True,9.642857142857142,20,172,37,6.0,6.166666666666667,2,8
47,7.5,Green,du Plessis,4,False,0,"Off the backfoot and over covers!He is playing an absolute blinder, the RCB captain. Short of a length outside off, he clears his front leg again, and muscles Green over cover",5,139,7,5,84,14.166666666666666,14,1,14.1,True,9.811764705882354,20,172,33,5.833333333333334,5.657142857142857,2,8
48,7.6,Green,du Plessis,6,False,0,"Out comes the scoop and there goes the ball!Fuller-length ball on the stumps, he gets across and easily gets the ball over the fine leg fence. 17 off that Green over.",5,145,7,6,85,14.333333333333334,14,2,14.2,True,10.116279069767442,20,172,27,5.666666666666666,4.764705882352942,2,8
49,8.1,Chawla,Kohli,4,False,0,"Straight as an arrow!Fuller on middle stump, he steps forward and thumps it past the bowler. No one moves.",5,149,8,1,86,14.5,14,3,14.3,True,10.275862068965518,20,172,23,5.5,4.181818181818182,2,8
50,8.2,Chawla,Kohli,0,False,1,"Googly outside off, he forces the ball through covers, gets a thick inside-edge towards the bowler",5,149,8,2,87,14.666666666666666,14,4,14.4,True,10.15909090909091,20,172,23,5.333333333333334,4.312499999999999,2,8
51,8.3,Chawla,Kohli,0,False,1,"Slightly short and wide, he pummels the cut to point",5,149,8,3,88,14.833333333333334,14,5,14.5,True,10.044943820224718,20,172,23,5.166666666666666,4.451612903225807,2,8
52,8.4,Chawla,Kohli,1,False,0,"Ooh, that could have been curtains.Kohli was halfway down, and Faf was ball-watching.Fuller outside off, he mistimes his drive to the right of extra cover, where the fielder does not rein it in. If he had, that could have been very close.",5,150,8,4,89,15.0,14,6,14.6,True,10.0,20,172,22,5.0,4.4,2,8
53,8.5,Chawla,du Plessis,0,False,1,"Loud, loud appeal for lbw, not given.Rohit does not take the review too. Wrong'un on the stumps, he looks for a flick, misses but the ball was probably heading down leg.",5,150,8,5,90,15.166666666666666,15,1,15.1,True,9.89010989010989,20,172,22,4.833333333333334,4.551724137931034,2,8
54,8.6,Chawla,du Plessis,0,False,1,"Flatter outside off, he shoulders arms.",5,150,8,6,91,15.333333333333334,15,2,15.2,True,9.782608695652174,20,172,22,4.666666666666666,4.714285714285715,2,8
55,9.1,Shokeen,Kohli,2,False,0,Slants the length ball on middle and leg as Kohli brings out the sweep and hoicks it to the right of Varma at deep backward square leg. The fielder does really well to save two.,5,152,9,1,92,15.5,15,3,15.3,True,9.806451612903226,20,172,20,4.5,4.444444444444445,2,8
56,9.2,Shokeen,Kohli,1,False,0,"Length on off, he pushes to long on",5,153,9,2,93,15.666666666666666,15,4,15.4,True,9.76595744680851,20,172,19,4.333333333333334,4.384615384615384,2,8
57,9.3,Shokeen,du Plessis,6,False,0,"Fifty for Faf du Plessis, 26th in IPL, third against Mumbai.And what a way to get there. Length on off, right in the arc for the batter who hammers him over wide long on",5,159,9,3,94,15.833333333333334,15,5,15.5,True,10.042105263157895,20,172,13,4.166666666666666,3.1200000000000006,2,8
58,9.4,Shokeen,du Plessis,6,False,0,"Two in two. This was right in the slot for du Plessis on off, as he clears his front leg, and swings through the line to slam him over long on",5,165,9,4,95,16.0,15,6,15.6,True,10.3125,20,172,7,4.0,1.75,2,8
59,9.5,Shokeen,du Plessis,1,False,0,Works the length ball towards deep midwicket,5,166,9,5,96,16.166666666666668,16,1,16.1,True,10.268041237113401,20,172,6,3.833333333333332,1.5652173913043483,2,8
60,9.6,Shokeen,Kohli,1,False,0,Waits for the goof length ball on middle and leg and turns it to deep midwicket,5,167,9,6,97,16.333333333333332,16,2,16.2,True,10.224489795918368,20,172,5,3.666666666666668,1.363636363636363,2,8
