Ball,Ball Number,Bowler,Batsman,Runs,is_wicket,bowler_good,Description,match_id,total_runs,over,ball_in_over,continuous_ball_index,overs_bowled,overs_completed,balls_in_current_over,actual_over_ball,is_original_ball_number,current_run_rate,total_overs,target,runs_needed,overs_remaining,required_run_rate,wickets_fallen,wickets_in_hand
73,12.1,Wood,Warner,2,False,0,"full on the stumps at 145 kph, driven to long-on for two.",3,35,12,1,24,4.166666666666667,4,1,4.1,True,8.399999999999999,20,194,159,15.833333333333332,10.042105263157895,1,9
74,12.2,Wood,Warner,2,False,0,"145 kph lands full and well outside leg stump, flicked to deep backward square leg for two.",3,37,12,2,25,4.333333333333333,4,2,4.2,True,8.538461538461538,20,194,157,15.666666666666668,10.02127659574468,1,9
75,12.3,Wood,Warner,1,False,0,"back of a length on the stumps, flicked into midwicket for one.",3,38,12,3,26,4.5,4,3,4.3,True,8.444444444444445,20,194,156,15.5,10.064516129032258,1,9
76,12.4,Wood,Powell,1,False,0,"143 kph delivery lands back of a length on fifth stump, guided with an open face to deep third for one.",3,39,12,4,27,4.666666666666667,4,4,4.4,True,8.357142857142856,20,194,155,15.333333333333332,10.108695652173914,1,9
77,12.5,Wood,Warner,1,False,0,"back of a length on off, Warner with another short arm jab pull flat toward deep square leg, fielded on a bounce for one.",3,40,12,5,28,4.833333333333333,4,5,4.5,True,8.275862068965518,20,194,154,15.166666666666668,10.153846153846153,1,9
78,12.6,Wood,Powell,0,False,1,146 kph good length ball on fifth stump beats Powell prodding forward.,3,40,12,6,29,5.0,4,6,4.6,True,8.0,20,194,154,15.0,10.266666666666667,1,9
79,13.1,Ravi Bishnoi,Warner,0,False,1,"short on middle, goes to pull and bottom edges it into his thigh.",3,40,13,1,30,5.166666666666667,5,1,5.1,True,7.741935483870967,20,194,154,14.833333333333332,10.382022471910114,1,9
80,13.2,Ravi Bishnoi,Warner,0,False,1,"good length ball on middle, defended back to the bowler.",3,40,13,2,31,5.333333333333333,5,2,5.2,True,7.5,20,194,154,14.666666666666668,10.5,1,9
81,13.3,Ravi Bishnoi,Warner,1,False,0,"good length ball on the stumps, pushed into point for one.",3,41,13,3,32,5.5,5,3,5.3,True,7.454545454545454,20,194,153,14.5,10.551724137931034,1,9
82,13.4,Ravi Bishnoi,Powell,0,True,1,99 kph googly skids on from a good length on fourth stump and zings Powell in front of middle stump on the back foot playing back to punch through midwicket. He read the googly but it just came onto him far quicker than he expected and he's too late getting the bat down. Big lbw shout upheld. Powell marches off without a moment's thought for a review. It was stone dead.,3,41,13,4,33,5.666666666666667,5,4,5.4,True,7.235294117647059,20,194,153,14.333333333333332,10.674418604651164,2,8
83,13.5,Ravi Bishnoi,Aman Khan,1,False,0,"full on sixth stump, drives uppishly to long-off for one.",3,42,13,5,34,5.833333333333333,5,5,5.5,True,7.2,20,194,152,14.166666666666668,10.729411764705882,2,8
84,13.6,Ravi Bishnoi,Warner,1,False,0,"full on leg stump, flicked through midwicket for one.",3,43,13,6,35,6.0,5,6,5.6,True,7.166666666666667,20,194,151,14.0,10.785714285714286,2,8
85,14.1,Unadkat,Warner,4,False,0,"length ball on fifth stump, pumps this on the up over cover to the rope.",3,47,14,1,36,6.166666666666667,6,1,6.1,True,7.621621621621621,20,194,147,13.833333333333332,10.626506024096386,2,8
86,14.2,Unadkat,Warner,1,False,0,"back of a length cutter angled into the legs, Warner through a flick too early before it caroms into cover for an extra.",3,48,14,2,37,6.333333333333333,6,2,6.2,True,7.578947368421053,20,194,146,13.666666666666668,10.682926829268292,2,8
87,14.3,Unadkat,Aman Khan,1,False,0,"length ball on fifth stump, swats this high but gently short of long-on for one.",3,49,14,3,38,6.5,6,3,6.3,True,7.538461538461538,20,194,145,13.5,10.74074074074074,2,8
