pair_id,bowler,batsman,balls_faced,Runs,is_wicket
1667,Dwayne Bravo,Sandeep Sharma,2,1,0
1668,Dwayne Bravo,Sanju Samson,6,1,1
1669,Dwayne Bravo,Sarfaraz Khan,3,3,0
1670,Dwayne Bravo,Saurabh Tiwary,9,12,0
1671,Dwayne Bravo,Shahbaz Ahmed,13,21,0
1672,Dwayne Bravo,Shahbaz Nadeem,3,0,1
1673,Dwayne Bravo,Shakib Al Hasan,15,32,0
1674,Dwayne Bravo,Shane Watson,6,16,0
1675,Dwayne Bravo,Shardul Thakur,6,10,1
1676,Dwayne Bravo,Sherfane Rutherford,4,3,0
1677,Dwayne Bravo,Shimron Hetmyer,18,30,1
1678,Dwayne Bravo,Shivam Mavi,10,18,2
1679,Dwayne Bravo,Shreyas Iyer,5,5,0
1680,Dwayne Bravo,Shubman Gill,9,9,0
1681,Dwayne Bravo,Steven Smith,1,0,1
1682,Dwayne Bravo,Stuart Binny,2,6,1
1683,Dwayne Bravo,Sunil Narine,5,14,0
1684,Dwayne Bravo,Suyash Prabhudessai,2,2,0
1685,Dwayne Bravo,T Natarajan,1,0,0
1686,Dwayne Bravo,Tilak Varma,11,16,0
1687,Dwayne Bravo,Tom Curran,1,0,0
1688,Dwayne Bravo,Varun Chakravarthy,1,0,1
1689,Dwayne Bravo,Venkatesh Iyer,8,5,0
1690,Dwayne Bravo,Vijay Shankar,3,7,1
1691,Dwayne Bravo,Virat Kohli,13,23,0
1692,Dwayne Bravo,Yusuf Pathan,10,7,0
1693,Dwayne Smith,Ambati Rayudu,10,16,0
1694,Dwayne Smith,Gautam Gambhir,8,10,0
1695,Dwayne Smith,Kieron Pollard,1,1,0
1696,Dwayne Smith,Lendl Simmons,1,0,1
1697,Dwayne Smith,Robin Uthappa,5,4,0
1698,Dwayne Smith,Shakib Al Hasan,8,8,0
1699,Dwayne Smith,Suryakumar Yadav,3,2,1
1700,Dwayne Smith,Yusuf Pathan,2,5,0
1701,Fabian Allen,Nitish Rana,2,2,0
1702,Fabian Allen,Rahul Tripathi,6,9,0
1703,Fabian Allen,Shubman Gill,1,1,0
1704,Fabian Allen,Venkatesh Iyer,15,26,0
1705,Fazalhaq Farooqi,Dasun Shanaka,2,2,0
1706,Fazalhaq Farooqi,Deepak Hooda,3,3,0
1707,Fazalhaq Farooqi,Kyle Mayers,5,4,1
1708,Fazalhaq Farooqi,Marcus Stoinis,5,4,0
1709,Fazalhaq Farooqi,Rahul Tewatia,3,3,1
1710,Fazalhaq Farooqi,Rahul Tripathi,6,3,0
1711,Fazalhaq Farooqi,Sai Sudharsan,2,2,0
1712,Fazalhaq Farooqi,Shubman Gill,12,24,0
1713,George Garton,Abhishek Sharma,5,12,1
1714,George Garton,Evin Lewis,11,21,1
1715,George Garton,Jason Roy,5,7,0
1716,George Garton,Kane Williamson,4,10,0
1717,George Garton,Mahipal Lomror,2,2,0
1718,George Garton,Prithvi Shaw,5,8,0
1719,George Garton,Sanju Samson,4,7,0
1720,George Garton,Shikhar Dhawan,8,8,0
1721,George Garton,Shimron Hetmyer,1,1,0
1722,George Garton,Shreyas Iyer,5,4,0
1723,George Garton,Yashasvi Jaiswal,1,0,0
1724,Gerald Coetzee,Ashton Turner,1,0,1
1725,Gerald Coetzee,Ayush Badoni,5,9,0
1726,Gerald Coetzee,Azmatullah Omarzai,2,1,1
1727,Gerald Coetzee,David Miller,6,10,0
1728,Gerald Coetzee,Deepak Hooda,4,6,0
1729,Gerald Coetzee,KL Rahul,2,2,0
1730,Gerald Coetzee,Marcus Stoinis,9,16,0
1731,Gerald Coetzee,Rahul Tewatia,1,0,1
1732,Gerald Coetzee,Rashid Khan,3,4,0
1733,Gerald Coetzee,Sai Sudharsan,10,11,0
1734,Gerald Coetzee,Vijay Shankar,2,3,0
1735,Glenn Maxwell,Adam Zampa,2,1,0
1736,Glenn Maxwell,Ajinkya Rahane,2,2,0
1737,Glenn Maxwell,Ayush Badoni,4,3,0
1738,Glenn Maxwell,David Miller,2,2,0
1739,Glenn Maxwell,David Warner,5,4,0
1740,Glenn Maxwell,Deepak Hooda,5,14,0
1741,Glenn Maxwell,Devdutt Padikkal,3,2,0
1742,Glenn Maxwell,Evin Lewis,7,9,0
1743,Glenn Maxwell,Gautam Gambhir,8,17,0
1744,Glenn Maxwell,Ishan Kishan,10,9,0
1745,Glenn Maxwell,Jonny Bairstow,7,22,0
1746,Glenn Maxwell,Jos Buttler,11,12,0
1747,Glenn Maxwell,KL Rahul,6,4,0
1748,Glenn Maxwell,Kieron Pollard,3,2,0
1749,Glenn Maxwell,Krunal Pandya,19,14,3
1750,Glenn Maxwell,M Shahrukh Khan,7,14,0
1751,Glenn Maxwell,Manish Pandey,2,1,1
1752,Glenn Maxwell,Marcus Stoinis,2,2,0
1753,Glenn Maxwell,Moeen Ali,2,0,1
1754,Glenn Maxwell,Navdeep Saini,2,1,0
1755,Glenn Maxwell,Prithvi Shaw,13,15,0
1756,Glenn Maxwell,Quinton de Kock,9,6,0
1757,Glenn Maxwell,Rishabh Pant,9,6,1
1758,Glenn Maxwell,Robin Uthappa,12,25,0
1759,Glenn Maxwell,Rohit Sharma,11,17,1
1760,Glenn Maxwell,Sai Sudharsan,6,10,0
1761,Glenn Maxwell,Sandeep Sharma,1,0,0
1762,Glenn Maxwell,Shikhar Dhawan,21,38,0
1763,Glenn Maxwell,Shimron Hetmyer,5,4,1
1764,Glenn Maxwell,Shivam Dube,10,10,1
1765,Glenn Maxwell,Shubman Gill,3,2,1
1766,Glenn Maxwell,Sunil Narine,3,9,0
1767,Glenn Maxwell,Suryakumar Yadav,6,6,0
1768,Glenn Maxwell,Washington Sundar,7,8,0
1769,Glenn Maxwell,Yashasvi Jaiswal,7,9,0
1770,Glenn Phillips,Moeen Ali,3,1,0
1771,Glenn Phillips,Ruturaj Gaikwad,3,2,0
1772,Gurinder Sandhu,Dwayne Bravo,3,6,1
1773,Gurinder Sandhu,Dwayne Smith,3,6,0
1774,Gurinder Sandhu,Faf du Plessis,4,6,0
1775,Gurinder Sandhu,MS Dhoni,4,10,0
1776,Gurinder Sandhu,Pawan Negi,4,3,0
1777,Gurinder Sandhu,Ravindra Jadeja,3,2,0
1778,Gurinder Sandhu,Suresh Raina,3,4,0
1779,Gurkeerat Singh Mann,Andre Russell,2,1,0
1780,Gurkeerat Singh Mann,Gautam Gambhir,7,4,1
1781,Gurkeerat Singh Mann,Irfan Pathan,1,1,0
1782,Gurkeerat Singh Mann,MS Dhoni,1,1,0
1783,Gurkeerat Singh Mann,Manish Pandey,4,2,0
1784,Gurkeerat Singh Mann,Robin Uthappa,4,6,0
1785,Gurkeerat Singh Mann,Saurabh Tiwary,6,8,1
1786,Gurkeerat Singh Mann,Suryakumar Yadav,5,3,1
1787,Gurkeerat Singh Mann,Usman Khawaja,5,5,1
1788,Gurkeerat Singh Mann,Yusuf Pathan,3,8,0
1789,Harbhajan Singh,Andre Russell,6,13,0
1790,Harbhajan Singh,Ben Stokes,4,10,1
1791,Harbhajan Singh,Colin Munro,13,18,0
1792,Harbhajan Singh,David Warner,16,21,1
1793,Harbhajan Singh,Dinesh Karthik,2,4,0
1794,Harbhajan Singh,Dwayne Bravo,3,3,0
1795,Harbhajan Singh,Dwayne Smith,10,16,1
1796,Harbhajan Singh,Gautam Gambhir,26,40,0
1797,Harbhajan Singh,Jos Buttler,8,19,0
1798,Harbhajan Singh,Kane Williamson,3,0,1
1799,Harbhajan Singh,Karun Nair,3,5,1
1800,Harbhajan Singh,Keemo Paul,1,0,0
1801,Harbhajan Singh,MS Dhoni,2,2,0
1802,Harbhajan Singh,Manish Pandey,13,14,2
1803,Harbhajan Singh,Mayank Agarawal,4,8,0
1804,Harbhajan Singh,Murali Vijay,10,12,0
1805,Harbhajan Singh,Quinton de Kock,10,11,0
1806,Harbhajan Singh,Rinku Singh,9,10,1
1807,Harbhajan Singh,Rishabh Pant,6,10,0
1808,Harbhajan Singh,Sanju Samson,3,2,0
1809,Harbhajan Singh,Sherfane Rutherford,3,7,1
1810,Harbhajan Singh,Shikhar Dhawan,7,8,1
1811,Harbhajan Singh,Shreyas Iyer,3,3,0
1812,Harbhajan Singh,Shubman Gill,7,6,0
1813,Harbhajan Singh,Suresh Raina,10,13,1
1814,Harbhajan Singh,Suryakumar Yadav,3,4,0
1815,Harbhajan Singh,Wriddhiman Saha,13,22,0
1816,Harbhajan Singh,Yuvraj Singh,1,1,0
1817,Hardik Pandya,Abhishek Sharma,4,2,0
1818,Hardik Pandya,Aiden Markram,3,3,0
1819,Hardik Pandya,Ajinkya Rahane,3,1,0
1820,Hardik Pandya,Andre Russell,19,29,1
1821,Hardik Pandya,Ayush Badoni,1,0,1
1822,Hardik Pandya,Ben Stokes,6,4,1
1823,Hardik Pandya,Cameron Green,9,13,0
1824,Hardik Pandya,Colin Munro,3,4,0
1825,Hardik Pandya,Colin de Grandhomme,4,7,1
1826,Hardik Pandya,David Miller,2,2,0
1827,Hardik Pandya,Deepak Hooda,10,10,1
1828,Hardik Pandya,Devdutt Padikkal,26,18,1
1829,Hardik Pandya,Devon Conway,1,1,0
1830,Hardik Pandya,Dinesh Karthik,2,2,0
1831,Hardik Pandya,Dwayne Smith,14,21,0
1832,Hardik Pandya,Gautam Gambhir,4,4,1
1833,Hardik Pandya,Ishan Kishan,1,1,0
1834,Hardik Pandya,James Neesham,2,2,1
1835,Hardik Pandya,Jofra Archer,1,0,1
1836,Hardik Pandya,Jos Buttler,17,25,2
1837,Hardik Pandya,KL Rahul,4,4,1
1838,Hardik Pandya,Kane Williamson,14,18,1
1839,Hardik Pandya,Krishnappa Gowtham,3,10,0
1840,Hardik Pandya,Krunal Pandya,5,6,0
1841,Hardik Pandya,Kuldeep Yadav,6,4,0
1842,Hardik Pandya,Kyle Mayers,11,18,0
1843,Hardik Pandya,MS Dhoni,4,3,0
1844,Hardik Pandya,Manish Pandey,9,13,1
1845,Hardik Pandya,Marcus Stoinis,6,4,0
1846,Hardik Pandya,Nicholas Pooran,9,13,0
1847,Hardik Pandya,Nitish Rana,17,23,2
1848,Hardik Pandya,Priyam Garg,3,1,1
1849,Hardik Pandya,Quinton de Kock,7,17,0
1850,Hardik Pandya,Rahul Tripathi,1,1,0
1851,Hardik Pandya,Ramandeep Singh,2,3,0
1852,Hardik Pandya,Rassie van der Dussen,4,5,0
1853,Hardik Pandya,Ravichandran Ashwin,4,3,0
1854,Hardik Pandya,Rilee Rossouw,4,8,0
1855,Hardik Pandya,Rinku Singh,5,9,0
1856,Hardik Pandya,Riyan Parag,11,14,0
1857,Hardik Pandya,Rohit Sharma,8,8,1
1858,Hardik Pandya,Ruturaj Gaikwad,12,24,0
1859,Hardik Pandya,Sai Sudharsan,4,8,0
1860,Hardik Pandya,Sanju Samson,23,40,1
1861,Hardik Pandya,Shikhar Dhawan,6,10,0
1862,Hardik Pandya,Shimron Hetmyer,15,20,1
1863,Hardik Pandya,Shivam Dube,3,6,0
1864,Hardik Pandya,Shubman Gill,10,7,1
1865,Hardik Pandya,Steven Smith,10,8,1
1866,Hardik Pandya,Suresh Raina,7,13,0
1867,Hardik Pandya,Suryakumar Yadav,5,9,0
1868,Hardik Pandya,Tilak Varma,2,7,0
1869,Hardik Pandya,Tom Curran,3,4,0
1870,Hardik Pandya,Trent Boult,5,3,0
1871,Hardik Pandya,Umesh Yadav,3,3,0
1872,Hardik Pandya,Venkatesh Iyer,6,10,0
1873,Hardik Pandya,Wriddhiman Saha,5,14,0
1874,Hardik Pandya,Yashasvi Jaiswal,7,2,1
1875,Hardik Pandya,Yusuf Pathan,3,6,0
1876,Hardik Pandya,Yuzvendra Chahal,1,1,0
1877,Hardus Viljoen,Andre Russell,2,1,0
1878,Hardus Viljoen,Nitish Rana,7,16,0
1879,Hardus Viljoen,Robin Uthappa,15,19,0
1880,Hardus Viljoen,Sunil Narine,2,1,1
1881,Harpreet Brar,AB de Villiers,5,0,1
1882,Harpreet Brar,Andre Russell,4,7,0
1883,Harpreet Brar,Axar Patel,2,5,0
1884,Harpreet Brar,Ayush Badoni,3,2,0
1885,Harpreet Brar,Deepak Hooda,2,2,0
1886,Harpreet Brar,Faf du Plessis,31,47,0
1887,Harpreet Brar,Glenn Maxwell,1,0,1
1888,Harpreet Brar,Jason Roy,1,0,1
1889,Harpreet Brar,Kane Williamson,7,8,1
1890,Harpreet Brar,Kyle Mayers,5,1,1
1891,Harpreet Brar,Lalit Yadav,2,2,0
1892,Harpreet Brar,Liam Livingstone,4,2,0
1893,Harpreet Brar,MS Dhoni,5,1,0
1894,Harpreet Brar,Mahipal Lomror,5,5,0
1895,Harpreet Brar,Marcus Stoinis,5,3,0
1896,Harpreet Brar,Mitchell Marsh,9,9,0
1897,Harpreet Brar,Nicholas Pooran,3,8,0
1898,Harpreet Brar,Nitish Rana,3,2,0
1899,Harpreet Brar,Phil Salt,2,2,0
1900,Harpreet Brar,Prithvi Shaw,1,0,1
1901,Harpreet Brar,Quinton de Kock,2,2,0
1902,Harpreet Brar,Rahul Chahar,5,7,0
1903,Harpreet Brar,Rajat Patidar,4,4,0
1904,Harpreet Brar,Ravindra Jadeja,6,3,0
1905,Harpreet Brar,Riyan Parag,2,2,0
1906,Harpreet Brar,Ruturaj Gaikwad,4,6,0
1907,Harpreet Brar,Sai Sudharsan,2,5,0
1908,Harpreet Brar,Sarfaraz Khan,5,14,0
1909,Harpreet Brar,Saurabh Tiwary,5,10,0
1910,Harpreet Brar,Shahbaz Ahmed,4,1,0
1911,Harpreet Brar,Shane Watson,12,23,0
1912,Harpreet Brar,Shikhar Dhawan,7,8,0
1913,Harpreet Brar,Shubman Gill,8,17,0
1914,Harpreet Brar,Steven Smith,10,11,0
1915,Harpreet Brar,Venkatesh Iyer,8,14,0
1916,Harpreet Brar,Vijay Shankar,3,2,0
1917,Harpreet Brar,Virat Kohli,22,37,1
1918,Harpreet Brar,Wriddhiman Saha,4,1,0
1919,Harpreet Brar,Yashasvi Jaiswal,7,8,1
1920,Harry Gurney,Akshdeep Nath,5,3,0
1921,Harry Gurney,Ben Stokes,2,1,0
1922,Harry Gurney,Evin Lewis,5,7,0
1923,Harry Gurney,Faf du Plessis,4,3,0
1924,Harry Gurney,Hardik Pandya,8,21,1
1925,Harry Gurney,Jos Buttler,6,9,1
1926,Harry Gurney,Kieron Pollard,2,2,0
1927,Harry Gurney,Krunal Pandya,2,1,0
1928,Harry Gurney,MS Dhoni,2,3,0
1929,Harry Gurney,Marcus Stoinis,5,13,0
1930,Harry Gurney,Parthiv Patel,4,2,0
1931,Harry Gurney,Rahul Tripathi,3,1,1
1932,Harry Gurney,Ravindra Jadeja,5,15,0
1933,Harry Gurney,Rohit Sharma,1,0,1
1934,Harry Gurney,Shane Watson,4,1,1
1935,Harry Gurney,Steven Smith,14,14,0
1936,Harry Gurney,Suresh Raina,9,15,0
1937,Harry Gurney,Suryakumar Yadav,6,6,0
1938,Harry Gurney,Virat Kohli,13,24,1
1939,Harshal Patel,AB de Villiers,2,5,0
1940,Harshal Patel,Adam Milne,1,0,1
1941,Harshal Patel,Ajinkya Rahane,4,5,1
1942,Harshal Patel,Amit Mishra,14,11,1
1943,Harshal Patel,Andre Russell,13,18,1
1944,Harshal Patel,Bhanuka Rajapaksa,7,10,0
1945,Harshal Patel,Chetan Sakariya,2,2,1
1946,Harshal Patel,Chris Gayle,6,7,0
1947,Harshal Patel,Chris Morris,8,9,1
1948,Harshal Patel,Deepak Hooda,7,8,0
1949,Harshal Patel,Devdutt Padikkal,2,2,0
1950,Harshal Patel,Dhawal Kulkarni,1,1,0
1951,Harshal Patel,Dushmantha Chameera,4,8,0
1952,Harshal Patel,Evin Lewis,14,23,0
1953,Harshal Patel,Gautam Gambhir,7,4,0
1954,Harshal Patel,Hardik Pandya,2,1,1
1955,Harshal Patel,Harpreet Brar,5,18,0
1956,Harshal Patel,Ishan Kishan,4,7,0
1957,Harshal Patel,James Faulkner,3,2,1
1958,Harshal Patel,Jason Holder,14,22,2
1959,Harshal Patel,Jason Roy,7,12,0
1960,Harshal Patel,Jasprit Bumrah,3,5,0
1961,Harshal Patel,Jos Buttler,12,19,0
1962,Harshal Patel,KL Rahul,26,43,1
1963,Harshal Patel,Kane Williamson,5,5,1
1964,Harshal Patel,Kartik Tyagi,1,1,0
1965,Harshal Patel,Karun Nair,3,2,0
1966,Harshal Patel,Kieron Pollard,1,0,1
1967,Harshal Patel,Krishnappa Gowtham,1,0,1
1968,Harshal Patel,Krunal Pandya,26,43,1
1969,Harshal Patel,Liam Livingstone,1,1,0
1970,Harshal Patel,M Shahrukh Khan,12,17,0
1971,Harshal Patel,Manish Pandey,1,0,1
1972,Harshal Patel,Marcus Stoinis,13,16,2
1973,Harshal Patel,Moeen Ali,1,1,0
1974,Harshal Patel,Navdeep Saini,6,8,0
1975,Harshal Patel,Naveen-ul-Haq,3,6,0
1976,Harshal Patel,Nicholas Pooran,5,4,0
1977,Harshal Patel,Odean Smith,2,2,0
1978,Harshal Patel,Phil Salt,8,25,0
1979,Harshal Patel,Prithvi Shaw,4,3,1
1980,Harshal Patel,Priyam Garg,2,3,0
1981,Harshal Patel,Quinton de Kock,21,28,0
1982,Harshal Patel,Rahmanullah Gurbaz,1,1,0
1983,Harshal Patel,Rahul Chahar,1,0,1
1984,Harshal Patel,Rahul Tewatia,7,16,0
1985,Harshal Patel,Ramandeep Singh,3,7,0
1986,Harshal Patel,Rashid Khan,4,3,0
1987,Harshal Patel,Ravi Bishnoi,6,3,0
1988,Harshal Patel,Rinku Singh,16,30,2
1989,Harshal Patel,Ripal Patel,6,3,0
1990,Harshal Patel,Rishabh Pant,16,25,0
1991,Harshal Patel,Riyan Parag,3,1,1
1992,Harshal Patel,Robin Uthappa,6,14,0
1993,Harshal Patel,Rohit Sharma,4,4,0
1994,Harshal Patel,Sai Sudharsan,3,1,1
1995,Harshal Patel,Sam Billings,4,0,1
1996,Harshal Patel,Sanju Samson,7,8,0
1997,Harshal Patel,Shane Watson,2,1,0
1998,Harshal Patel,Shardul Thakur,4,11,0
1999,Harshal Patel,Shikhar Dhawan,11,12,2
2000,Harshal Patel,Shimron Hetmyer,14,25,0
2001,Harshal Patel,Shreyas Iyer,4,5,0
2002,Harshal Patel,Shubman Gill,20,32,0
2003,Harshal Patel,Steven Smith,4,5,0
2004,Harshal Patel,Stuart Binny,5,6,0
2005,Harshal Patel,Sunil Narine,5,12,0
2006,Harshal Patel,Suryakumar Yadav,9,12,1
2007,Harshal Patel,Tim Southee,2,0,0
2008,Harshal Patel,Umesh Yadav,3,2,0
2009,Harshal Patel,Varun Chakravarthy,10,9,0
2010,Harshal Patel,Venkatesh Iyer,7,4,1
2011,Harshal Patel,Vijay Shankar,3,3,0
2012,Harshal Patel,Virat Kohli,14,23,0
2013,Harshal Patel,Washington Sundar,2,5,0
2014,Harshal Patel,Wriddhiman Saha,2,4,1
2015,Harshal Patel,Yashasvi Jaiswal,2,2,0
2016,Harshal Patel,Yusuf Pathan,2,2,0
2017,Harshal Patel,Yuzvendra Chahal,1,2,0
2018,Harshit Rana,Abdul Samad,3,1,1
2019,Harshit Rana,Abishek Porel,8,15,1
2020,Harshit Rana,Anshul Kamboj,2,2,0
2021,Harshit Rana,Axar Patel,2,0,0
2022,Harshit Rana,Ayush Badoni,7,7,0
2023,Harshit Rana,Bhanuka Rajapaksa,2,1,1
2024,Harshit Rana,Bhuvneshwar Kumar,2,0,0
2025,Harshit Rana,Deepak Hooda,2,5,0
2026,Harshit Rana,Dhruv Jurel,1,1,0
2027,Harshit Rana,Dinesh Karthik,8,9,0
2028,Harshit Rana,Faf du Plessis,2,1,0
2029,Harshit Rana,Harpreet Brar,2,6,0
2030,Harshit Rana,Heinrich Klaasen,7,8,0
2031,Harshit Rana,Ishan Kishan,7,15,0
2032,Harshit Rana,Jonny Bairstow,10,18,0
2033,Harshit Rana,Jos Buttler,11,25,0
2034,Harshit Rana,KL Rahul,8,14,1
2035,Harshit Rana,Karn Sharma,3,3,0
2036,Harshit Rana,Krunal Pandya,4,4,1
2037,Harshit Rana,Kuldeep Yadav,7,5,0
2038,Harshit Rana,Liam Livingstone,2,1,0
2039,Harshit Rana,Lizaad Williams,2,1,0
2040,Harshit Rana,M Shahrukh Khan,4,15,0
2041,Harshit Rana,Marcus Stoinis,8,9,0
2042,Harshit Rana,Naman Dhir,1,0,1
2043,Harshit Rana,Nehal Wadhera,1,0,1
2044,Harshit Rana,Nicholas Pooran,13,18,0
2045,Harshit Rana,Pat Cummins,6,7,0
2046,Harshit Rana,Piyush Chawla,2,1,0
2047,Harshit Rana,Prabhsimran Singh,6,13,1
2048,Harshit Rana,Prerak Mankad,9,13,0
2049,Harshit Rana,Quinton de Kock,7,7,0
2050,Harshit Rana,Rahul Tripathi,6,10,0
2051,Harshit Rana,Rasikh Salam,4,6,1
2052,Harshit Rana,Ravi Bishnoi,2,1,1
2053,Harshit Rana,Ravichandran Ashwin,3,2,0
2054,Harshit Rana,Rilee Rossouw,3,7,0
2055,Harshit Rana,Rishabh Pant,2,2,0
2056,Harshit Rana,Riyan Parag,9,17,1
2057,Harshit Rana,Sanju Samson,1,0,1
2058,Harshit Rana,Shashank Singh,8,24,0
2059,Harshit Rana,Shikhar Dhawan,7,13,0
2060,Harshit Rana,Suyash Prabhudessai,2,1,1
2061,Harshit Rana,Suyash Sharma,2,1,1
2062,Harshit Rana,Tilak Varma,6,15,1
2063,Harshit Rana,Vijayakanth Viyaskanth,1,1,0
2064,Harshit Rana,Virat Kohli,5,11,1
2065,Harshit Rana,Will Jacks,5,8,0
2066,Harshit Rana,Yudhvir Singh,2,1,0
2067,Hrithik Shokeen,Ambati Rayudu,11,12,0
2068,Hrithik Shokeen,Devdutt Padikkal,2,0,1
2069,Hrithik Shokeen,Jos Buttler,11,33,1
2070,Hrithik Shokeen,Krunal Pandya,14,12,0
2071,Hrithik Shokeen,Marcus Stoinis,3,8,0
2072,Hrithik Shokeen,Quinton de Kock,1,1,0
2073,Hrithik Shokeen,Ravindra Jadeja,2,1,0
2074,Hrithik Shokeen,Robin Uthappa,5,8,0
2075,Hrithik Shokeen,Sanju Samson,5,15,0
2076,Hrithik Shokeen,Shivam Dube,7,2,0
2077,Imran Tahir,AB de Villiers,14,16,0
2078,Imran Tahir,Ambati Rayudu,4,13,0
2079,Imran Tahir,Andre Russell,8,19,2
2080,Imran Tahir,Ashish Reddy,2,2,0
2081,Imran Tahir,Axar Patel,2,2,0
2082,Imran Tahir,Ben Stokes,10,12,0
2083,Imran Tahir,Chris Gayle,10,6,1
2084,Imran Tahir,Chris Lynn,7,5,1
2085,Imran Tahir,Colin de Grandhomme,9,22,0
2086,Imran Tahir,Deepak Hooda,5,11,0
2087,Imran Tahir,Dinesh Karthik,2,3,0
2088,Imran Tahir,Jofra Archer,2,2,0
2089,Imran Tahir,Jos Buttler,2,3,0
2090,Imran Tahir,KL Rahul,9,5,0
2091,Imran Tahir,Karn Sharma,4,14,0
2092,Imran Tahir,Keemo Paul,2,2,0
2093,Imran Tahir,Krunal Pandya,9,22,0
2094,Imran Tahir,Mandeep Singh,5,4,0
2095,Imran Tahir,Manish Pandey,15,21,0
2096,Imran Tahir,Martin Guptill,9,21,0
2097,Imran Tahir,Naman Ojha,3,2,1
2098,Imran Tahir,Nicholas Pooran,1,1,0
2099,Imran Tahir,Nitish Rana,6,4,1
2100,Imran Tahir,Piyush Chawla,5,6,0
2101,Imran Tahir,Ravi Bopara,9,14,0
2102,Imran Tahir,Rishabh Pant,11,21,0
2103,Imran Tahir,Riyan Parag,8,12,0
2104,Imran Tahir,Robin Uthappa,3,3,1
2105,Imran Tahir,Sherfane Rutherford,5,4,0
2106,Imran Tahir,Shreyas Iyer,4,3,1
2107,Imran Tahir,Shubman Gill,5,5,0
2108,Imran Tahir,Steven Smith,4,2,0
2109,Imran Tahir,Suryakumar Yadav,5,5,0
2110,Imran Tahir,Virat Kohli,10,14,0
2111,Imran Tahir,Yusuf Pathan,9,15,2
2112,Iqbal Abdulla,Ajinkya Rahane,5,12,0
2113,Iqbal Abdulla,Chris Morris,3,6,0
2114,Iqbal Abdulla,Deepak Hooda,2,1,1
2115,Iqbal Abdulla,Gautam Gambhir,6,8,1
2116,Iqbal Abdulla,Jayant Yadav,3,3,0
2117,Iqbal Abdulla,Karun Nair,5,8,0
2118,Iqbal Abdulla,Manish Pandey,12,12,0
2119,Iqbal Abdulla,Quinton de Kock,3,4,0
2120,Iqbal Abdulla,Robin Uthappa,2,0,1
2121,Iqbal Abdulla,Sam Billings,3,1,0
2122,Iqbal Abdulla,Sanju Samson,3,2,0
2123,Iqbal Abdulla,Shane Watson,7,2,0
2124,Iqbal Abdulla,Steven Smith,3,3,0
2125,Iqbal Abdulla,Yusuf Pathan,5,4,0
2126,Irfan Pathan,David Miller,2,2,0
2127,Irfan Pathan,Gurkeerat Singh Mann,8,20,0
2128,Irfan Pathan,Hashim Amla,8,10,0
2129,Irfan Pathan,Karun Nair,10,11,0
2130,Irfan Pathan,Murali Vijay,6,5,0
2131,Irfan Pathan,Rishabh Pant,1,0,0
2132,Irfan Pathan,Sanju Samson,7,6,0
2133,Ish Sodhi,AB de Villiers,12,22,0
2134,Ish Sodhi,Akshdeep Nath,6,1,1
2135,Ish Sodhi,Alex Hales,6,6,0
2136,Ish Sodhi,Andre Russell,5,1,0
2137,Ish Sodhi,Chris Lynn,12,8,0
2138,Ish Sodhi,Colin de Grandhomme,2,1,1
2139,Ish Sodhi,Dinesh Karthik,21,17,0
2140,Ish Sodhi,KL Rahul,13,8,0
2141,Ish Sodhi,Kane Williamson,8,13,1
2142,Ish Sodhi,MS Dhoni,5,7,0
2143,Ish Sodhi,Mandeep Singh,2,3,0
2144,Ish Sodhi,Manish Pandey,3,2,0
2145,Ish Sodhi,Manoj Tiwary,3,4,0
2146,Ish Sodhi,Marcus Stoinis,2,2,0
2147,Ish Sodhi,Nitish Rana,5,5,1
2148,Ish Sodhi,Parthiv Patel,2,1,0
2149,Ish Sodhi,Sam Billings,4,1,0
2150,Ish Sodhi,Sarfaraz Khan,2,1,0
2151,Ish Sodhi,Shakib Al Hasan,1,4,0
2152,Ish Sodhi,Shane Watson,5,10,0
2153,Ish Sodhi,Shubman Gill,5,5,0
2154,Ish Sodhi,Suresh Raina,10,12,1
2155,Ish Sodhi,Tim Southee,4,3,0
2156,Ishan Porel,Evin Lewis,11,24,0
2157,Ishan Porel,Liam Livingstone,6,9,0
2158,Ishan Porel,Sanju Samson,1,0,1
2159,Ishan Porel,Yashasvi Jaiswal,8,9,0
2160,Ishant Sharma,AB de Villiers,3,2,0
2161,Ishant Sharma,Abhinav Manohar,4,4,0
2162,Ishant Sharma,Ajinkya Rahane,21,27,0
2163,Ishant Sharma,Ambati Rayudu,1,1,0
2164,Ishant Sharma,Andre Russell,5,9,1
2165,Ishant Sharma,Arshad Khan,2,5,0
2166,Ishant Sharma,Ashton Turner,1,0,1
2167,Ishant Sharma,Ayush Badoni,8,9,0
2168,Ishant Sharma,Ben Stokes,3,5,0
2169,Ishant Sharma,Daryl Mitchell,1,1,0
2170,Ishant Sharma,David Warner,11,14,0
2171,Ishant Sharma,Dawid Malan,5,12,0
2172,Ishant Sharma,Deepak Hooda,3,2,1
2173,Ishant Sharma,Devdutt Padikkal,15,17,1
2174,Ishant Sharma,Dinesh Karthik,2,1,0
2175,Ishant Sharma,Dwayne Bravo,1,4,0
2176,Ishant Sharma,Faf du Plessis,14,18,0
2177,Ishant Sharma,Gautam Gambhir,11,20,0
2178,Ishant Sharma,Glenn Maxwell,5,0,0
2179,Ishant Sharma,Hardik Pandya,7,6,0
2180,Ishant Sharma,Jean-Paul Duminy,1,1,0
