pair_id,bowler,batsman,balls_faced,Runs,is_wicket
1,Abdul Samad,Deepak Hooda,3,2,0
2,Abdul Samad,Kedar Jadhav,1,0,1
3,Abdul Samad,MS Dhoni,15,24,0
4,Abdul Samad,Nicholas Pooran,6,28,0
5,Abdul Samad,Rahul Tripathi,3,6,0
6,Abdul Samad,Ravindra Jadeja,7,10,0
7,Abdul Samad,Sam Curran,2,7,0
8,Abhishek Sharma,AB de Villiers,3,2,0
9,Abhishek Sharma,Aaron Finch,2,1,1
10,Abhishek Sharma,Devdutt Padikkal,5,10,0
11,Abhishek Sharma,Eoin Morgan,2,2,0
12,Abhishek Sharma,Glenn Maxwell,1,1,0
13,Abhishek Sharma,James Neesham,1,0,1
14,Abhishek Sharma,Jos Buttler,7,13,0
15,Abhishek Sharma,KL Rahul,1,0,1
16,Abhishek Sharma,Kedar Jadhav,3,2,0
17,Abhishek Sharma,Kieron Pollard,4,4,1
18,Abhishek Sharma,Liam Livingstone,3,3,0
19,Abhishek Sharma,MS Dhoni,3,2,0
20,Abhishek Sharma,Nicholas Pooran,4,15,0
21,Abhishek Sharma,Rishabh Pant,11,18,0
22,Abhishek Sharma,Robin Uthappa,3,2,0
23,Abhishek Sharma,Sai Sudharsan,1,1,0
24,Abhishek Sharma,Sanju Samson,11,18,0
25,Abhishek Sharma,Shikhar Dhawan,8,9,0
26,Abhishek Sharma,Shimron Hetmyer,2,2,0
27,Abhishek Sharma,Shreyas Iyer,4,5,0
28,Abhishek Sharma,Shubman Gill,10,21,0
29,Abhishek Sharma,Suryakumar Yadav,2,1,0
30,Abhishek Sharma,Virat Kohli,2,3,0
31,Adam Milne,Ambati Rayudu,3,1,0
32,Adam Milne,Dwayne Bravo,3,8,0
33,Adam Milne,Eoin Morgan,3,1,0
34,Adam Milne,Glenn Maxwell,15,33,0
35,Adam Milne,MS Dhoni,3,1,1
36,Adam Milne,Moeen Ali,2,0,1
37,Adam Milne,Rahul Tripathi,7,9,0
38,Adam Milne,Ruturaj Gaikwad,13,12,0
39,Adam Milne,Shubman Gill,2,1,0
40,Adam Milne,Srikar Bharat,1,1,0
41,Adam Milne,Venkatesh Iyer,7,18,0
42,Adam Milne,Virat Kohli,9,15,1
43,Adam Zampa,Abhinav Manohar,4,7,1
44,Adam Zampa,Ajinkya Rahane,2,2,0
45,Adam Zampa,Barinder Sran,1,1,0
46,Adam Zampa,Bhuvneshwar Kumar,2,1,1
47,Adam Zampa,Chris Morris,6,4,0
48,Adam Zampa,David Miller,5,6,0
49,Adam Zampa,Deepak Hooda,2,6,1
50,Adam Zampa,Devon Conway,3,1,1
51,Adam Zampa,Dinesh Karthik,2,0,1
52,Adam Zampa,Faf du Plessis,11,14,0
53,Adam Zampa,Glenn Maxwell,5,6,0
54,Adam Zampa,Gurkeerat Singh Mann,8,7,0
55,Adam Zampa,Hardik Pandya,10,35,0
56,Adam Zampa,Jason Holder,3,3,0
57,Adam Zampa,Jean-Paul Duminy,3,3,0
58,Adam Zampa,Kane Williamson,19,12,1
59,Adam Zampa,Karun Nair,9,10,1
60,Adam Zampa,Mahipal Lomror,9,13,1
61,Adam Zampa,Manish Pandey,7,7,1
62,Adam Zampa,Michael Bracewell,2,2,0
63,Adam Zampa,Moeen Ali,3,4,1
64,Adam Zampa,Moises Henriques,5,3,1
65,Adam Zampa,Murali Vijay,14,24,0
66,Adam Zampa,Naman Ojha,2,0,1
67,Adam Zampa,Priyam Garg,6,2,0
68,Adam Zampa,Ravindra Jadeja,1,1,0
69,Adam Zampa,Rishabh Pant,4,3,1
70,Adam Zampa,Riyan Parag,4,6,0
71,Adam Zampa,Robin Uthappa,6,8,0
72,Adam Zampa,Ruturaj Gaikwad,4,6,1
73,Adam Zampa,Sai Sudharsan,4,4,0
74,Adam Zampa,Sanju Samson,2,1,1
75,Adam Zampa,Shikhar Dhawan,4,3,0
76,Adam Zampa,Shivam Dube,5,9,0
77,Adam Zampa,Shubman Gill,13,14,1
78,Adam Zampa,Virat Kohli,3,3,0
79,Adam Zampa,Wriddhiman Saha,8,7,1
80,Adam Zampa,Yusuf Pathan,3,2,0
81,Adam Zampa,Yuvraj Singh,2,0,1
82,Adil Rashid,Krunal Pandya,5,8,0
83,Adil Rashid,Liam Livingstone,3,2,0
84,Adil Rashid,Mahipal Lomror,3,13,0
85,Adil Rashid,Nicholas Pooran,4,4,0
86,Adil Rashid,Rahul Tripathi,8,11,1
87,Adil Rashid,Romario Shepherd,1,0,1
88,Adil Rashid,Sanju Samson,1,1,0
89,Adil Rashid,Yashasvi Jaiswal,11,19,0
90,Aiden Markram,David Miller,2,1,0
91,Aiden Markram,Hardik Pandya,4,8,0
92,Aiden Markram,Krunal Pandya,5,7,0
93,Aiden Markram,Kyle Mayers,2,1,0
94,Aiden Markram,Moeen Ali,3,7,1
95,Aiden Markram,Quinton de Kock,10,9,0
96,Aiden Markram,Rahul Tripathi,5,6,0
97,Aiden Markram,Ravindra Jadeja,1,0,0
98,Aiden Markram,Rohit Sharma,3,2,0
99,Aiden Markram,Sai Sudharsan,1,1,0
100,Aiden Markram,Saurabh Tiwary,6,7,0
101,Aiden Markram,Shivam Dube,2,1,0
102,Aiden Markram,Shubman Gill,5,12,0
103,Akash Deep,Ajinkya Rahane,3,6,0
104,Akash Deep,Bhanuka Rajapaksa,4,12,0
105,Akash Deep,Liam Livingstone,4,10,1
106,Akash Deep,M Shahrukh Khan,1,1,0
107,Akash Deep,Mayank Agarawal,2,2,0
108,Akash Deep,Moeen Ali,2,2,0
109,Akash Deep,Nitish Rana,5,11,1
110,Akash Deep,Odean Smith,1,0,0
111,Akash Deep,Rahmanullah Gurbaz,8,14,0
112,Akash Deep,Rinku Singh,2,3,0
113,Akash Deep,Robin Uthappa,15,28,0
114,Akash Deep,Sam Billings,1,1,0
115,Akash Deep,Shardul Thakur,5,16,0
116,Akash Deep,Shikhar Dhawan,6,13,0
117,Akash Deep,Shivam Dube,10,25,0
118,Akash Deep,Shreyas Iyer,3,6,0
119,Akash Deep,Sunil Narine,6,11,0
120,Akash Deep,Umesh Yadav,5,10,1
121,Akash Deep,Venkatesh Iyer,1,0,1
122,Akash Madhwal,Hardik Pandya,6,14,0
123,Akash Madhwal,Krunal Pandya,7,5,0
124,Akash Madhwal,Marcus Stoinis,11,16,0
125,Akash Madhwal,Nicholas Pooran,8,10,0
126,Akash Madhwal,Sai Sudharsan,5,3,1
127,Akash Madhwal,Shubman Gill,13,30,1
128,Akash Madhwal,Wriddhiman Saha,2,4,0
129,Akash Singh,Ambati Rayudu,1,1,0
130,Akash Singh,Faf du Plessis,2,3,0
131,Akash Singh,Jos Buttler,1,1,0
132,Akash Singh,Moeen Ali,4,2,0
133,Akash Singh,Narayan Jagadeesan,1,1,0
134,Akash Singh,Nitish Rana,5,10,0
135,Akash Singh,Ruturaj Gaikwad,17,33,0
136,Akash Singh,Sunil Narine,3,0,1
137,Akash Singh,Venkatesh Iyer,16,18,0
138,Akash Singh,Yashasvi Jaiswal,11,31,0
139,Albie Morkel,Dwayne Bravo,3,2,0
140,Albie Morkel,Dwayne Smith,1,0,1
141,Albie Morkel,Faf du Plessis,8,11,1
142,Albie Morkel,Gautam Gambhir,1,1,0
143,Albie Morkel,Karn Sharma,3,3,0
144,Albie Morkel,MS Dhoni,3,2,0
145,Albie Morkel,Manish Pandey,3,5,0
146,Albie Morkel,Moises Henriques,9,21,0
147,Albie Morkel,Piyush Chawla,3,1,1
148,Albie Morkel,Ravi Bopara,6,11,0
149,Albie Morkel,Robin Uthappa,8,12,0
150,Albie Morkel,Suresh Raina,3,6,0
151,Albie Morkel,Yusuf Pathan,3,6,0
152,Alzarri Joseph,Andre Russell,3,7,1
153,Alzarri Joseph,Bhanuka Rajapaksa,7,9,0
154,Alzarri Joseph,Devdutt Padikkal,2,5,0
155,Alzarri Joseph,Dhruv Jurel,2,5,0
156,Alzarri Joseph,Jos Buttler,6,14,0
157,Alzarri Joseph,MS Dhoni,1,1,0
158,Alzarri Joseph,Nitish Rana,10,14,1
159,Alzarri Joseph,Ravi Bishnoi,5,4,0
160,Alzarri Joseph,Ravindra Jadeja,2,1,1
161,Alzarri Joseph,Rinku Singh,15,15,0
162,Alzarri Joseph,Ruturaj Gaikwad,11,22,1
163,Alzarri Joseph,Sanju Samson,10,20,0
164,Alzarri Joseph,Shikhar Dhawan,12,18,0
165,Alzarri Joseph,Shimron Hetmyer,10,30,0
166,Alzarri Joseph,Shivam Dube,10,9,0
167,Alzarri Joseph,Shreyas Iyer,6,7,0
168,Alzarri Joseph,Swapnil Singh,1,1,0
169,Alzarri Joseph,Tim Southee,1,1,0
170,Alzarri Joseph,Umesh Yadav,3,2,0
171,Alzarri Joseph,Venkatesh Iyer,11,13,1
172,Amit Mishra,AB de Villiers,4,3,0
173,Amit Mishra,Abdul Samad,1,1,0
174,Amit Mishra,Abhinav Manohar,3,1,1
175,Amit Mishra,Adil Rashid,3,4,1
176,Amit Mishra,Ajinkya Rahane,17,18,0
177,Amit Mishra,Ambati Rayudu,7,3,0
178,Amit Mishra,Andre Russell,2,1,0
179,Amit Mishra,David Warner,16,21,2
180,Amit Mishra,Deepak Hooda,1,1,0
181,Amit Mishra,Dhruv Jurel,5,7,0
182,Amit Mishra,Dinesh Karthik,4,8,0
183,Amit Mishra,Eoin Morgan,6,5,0
184,Amit Mishra,Faf du Plessis,27,30,1
185,Amit Mishra,Gautam Gambhir,15,23,0
186,Amit Mishra,George Bailey,3,2,0
187,Amit Mishra,Glenn Maxwell,6,11,1
188,Amit Mishra,Hardik Pandya,3,3,0
189,Amit Mishra,Jonny Bairstow,11,17,0
190,Amit Mishra,KL Rahul,11,23,0
191,Amit Mishra,Kane Williamson,12,13,0
192,Amit Mishra,Karn Sharma,3,7,0
193,Amit Mishra,Kedar Jadhav,5,5,0
194,Amit Mishra,Kieron Pollard,2,1,0
195,Amit Mishra,Krunal Pandya,12,33,0
196,Amit Mishra,Mahipal Lomror,1,1,0
197,Amit Mishra,Manish Pandey,25,17,1
198,Amit Mishra,Martin Guptill,11,9,1
199,Amit Mishra,Moises Henriques,13,27,0
200,Amit Mishra,Rahul Tripathi,10,12,0
201,Amit Mishra,Rajat Patidar,8,13,0
202,Amit Mishra,Ravi Bopara,8,7,0
203,Amit Mishra,Riyan Parag,3,7,1
204,Amit Mishra,Robin Uthappa,20,20,2
205,Amit Mishra,Rohit Sharma,1,0,1
206,Amit Mishra,Ruturaj Gaikwad,6,3,0
207,Amit Mishra,Sanju Samson,4,6,0
208,Amit Mishra,Shane Watson,14,15,1
209,Amit Mishra,Steven Smith,8,17,0
210,Amit Mishra,Stuart Binny,5,7,0
211,Amit Mishra,Suresh Raina,4,4,0
212,Amit Mishra,Suryakumar Yadav,3,3,0
213,Amit Mishra,Suyash Prabhudessai,2,0,1
214,Amit Mishra,Vijay Shankar,2,1,0
215,Amit Mishra,Virat Kohli,9,8,0
216,Amit Mishra,Washington Sundar,10,7,1
217,Amit Mishra,Wriddhiman Saha,4,4,0
218,Amit Mishra,Yusuf Pathan,7,14,0
219,Amit Mishra,Yuvraj Singh,1,1,0
220,Andre Russell,AB de Villiers,9,8,1
221,Andre Russell,Abhinav Manohar,1,0,1
222,Andre Russell,Abhishek Sharma,5,4,1
223,Andre Russell,Aiden Markram,4,8,0
224,Andre Russell,Ajinkya Rahane,28,41,1
225,Andre Russell,Akshdeep Nath,5,2,1
226,Andre Russell,Alzarri Joseph,1,1,0
227,Andre Russell,Ambati Rayudu,5,4,0
228,Andre Russell,Angelo Mathews,4,5,1
229,Andre Russell,Anrich Nortje,2,0,1
230,Andre Russell,Anureet Singh,1,1,0
231,Andre Russell,Ashish Nehra,3,3,0
232,Andre Russell,Ashton Turner,4,4,0
233,Andre Russell,Axar Patel,3,13,0
234,Andre Russell,Ayush Badoni,7,13,0
235,Andre Russell,Barinder Sran,2,2,0
236,Andre Russell,Bhuvneshwar Kumar,1,0,0
237,Andre Russell,Brendon McCullum,5,1,0
238,Andre Russell,Cameron Green,1,1,0
239,Andre Russell,Chris Gayle,18,41,1
240,Andre Russell,Corey Anderson,9,9,0
241,Andre Russell,Dale Steyn,1,1,0
242,Andre Russell,David Miller,9,21,1
243,Andre Russell,David Warner,9,20,1
244,Andre Russell,David Willey,5,10,0
245,Andre Russell,Deepak Hooda,3,2,0
246,Andre Russell,Dinesh Karthik,21,39,1
247,Andre Russell,Dwayne Bravo,8,7,1
248,Andre Russell,Dwayne Smith,8,11,0
249,Andre Russell,Evin Lewis,1,0,1
250,Andre Russell,Faf du Plessis,11,25,0
251,Andre Russell,Gautam Gambhir,3,5,0
252,Andre Russell,George Bailey,2,0,0
253,Andre Russell,Glenn Maxwell,11,15,0
254,Andre Russell,Gurkeerat Singh Mann,4,1,3
255,Andre Russell,Hardik Pandya,6,5,1
256,Andre Russell,Harry Brook,4,4,0
257,Andre Russell,Heinrich Klaasen,7,10,0
258,Andre Russell,Ishan Kishan,11,18,0
259,Andre Russell,Jaydev Unadkat,4,2,0
260,Andre Russell,Jofra Archer,4,2,1
261,Andre Russell,Jonny Bairstow,9,21,0
262,Andre Russell,Jos Buttler,11,28,1
263,Andre Russell,KL Rahul,9,19,1
264,Andre Russell,Kane Williamson,1,1,0
265,Andre Russell,Karun Nair,4,4,0
266,Andre Russell,Kedar Jadhav,6,2,0
267,Andre Russell,Kieron Pollard,16,11,1
268,Andre Russell,Krishnappa Gowtham,6,13,0
269,Andre Russell,Krunal Pandya,13,16,0
270,Andre Russell,Kuldeep Yadav,6,10,0
271,Andre Russell,Liam Livingstone,5,13,0
272,Andre Russell,Lockie Ferguson,1,0,1
273,Andre Russell,Manan Vohra,17,20,1
274,Andre Russell,Mandeep Singh,4,3,0
275,Andre Russell,Manish Pandey,4,6,1
276,Andre Russell,Marcus Stoinis,8,10,2
277,Andre Russell,Mayank Agarawal,23,22,2
278,Andre Russell,Moeen Ali,9,10,0
279,Andre Russell,Mohammad Nabi,4,6,1
280,Andre Russell,Mohammed Siraj,4,1,1
281,Andre Russell,Mohit Sharma,2,1,1
282,Andre Russell,Moises Henriques,7,6,0
283,Andre Russell,Murali Vijay,5,7,0
284,Andre Russell,Naman Dhir,5,17,0
285,Andre Russell,Naveen-ul-Haq,2,2,0
286,Andre Russell,Nehal Wadhera,3,3,0
287,Andre Russell,Nicholas Pooran,6,2,1
288,Andre Russell,Parthiv Patel,7,10,0
289,Andre Russell,Pat Cummins,2,0,1
290,Andre Russell,Pawan Negi,3,7,0
291,Andre Russell,Praveen Kumar,4,0,1
292,Andre Russell,Quinton de Kock,30,72,1
293,Andre Russell,Rahul Tewatia,2,4,1
294,Andre Russell,Rahul Tripathi,12,18,2
295,Andre Russell,Rajat Patidar,2,0,1
296,Andre Russell,Ramandeep Singh,1,0,1
297,Andre Russell,Ravindra Jadeja,12,19,0
298,Andre Russell,Rilee Rossouw,6,16,0
299,Andre Russell,Riley Meredith,1,0,1
300,Andre Russell,Rishabh Pant,17,36,0
301,Andre Russell,Riyan Parag,6,12,1
302,Andre Russell,Rohit Sharma,37,58,0
303,Andre Russell,Ronit More,2,2,0
304,Andre Russell,Rovman Powell,3,8,0
305,Andre Russell,Ruturaj Gaikwad,2,6,1
306,Andre Russell,Sachin Baby,2,0,0
307,Andre Russell,Sam Curran,1,0,1
308,Andre Russell,Sandeep Sharma,1,1,0
309,Andre Russell,Sanju Samson,6,14,0
310,Andre Russell,Sarfaraz Khan,7,11,1
311,Andre Russell,Saurabh Tiwary,8,4,0
312,Andre Russell,Shahbaz Ahmed,6,14,0
313,Andre Russell,Shakib Al Hasan,5,15,0
314,Andre Russell,Shane Watson,1,1,0
315,Andre Russell,Sherfane Rutherford,3,2,0
316,Andre Russell,Shikhar Dhawan,27,45,1
317,Andre Russell,Shivam Dube,2,2,0
318,Andre Russell,Shreyas Gopal,3,5,0
319,Andre Russell,Shreyas Iyer,20,20,3
320,Andre Russell,Srikar Bharat,4,4,1
321,Andre Russell,Suresh Raina,7,11,1
322,Andre Russell,Suryakumar Yadav,12,17,2
323,Andre Russell,Suyash Prabhudessai,6,11,0
324,Andre Russell,Swapnil Singh,1,0,1
325,Andre Russell,Tilak Varma,12,18,1
326,Andre Russell,Tim David,4,12,1
327,Andre Russell,Tristan Stubbs,2,1,0
328,Andre Russell,Usman Khawaja,5,10,0
329,Andre Russell,Vijay Shankar,5,6,0
330,Andre Russell,Vijayakanth Viyaskanth,1,3,0
331,Andre Russell,Virat Kohli,21,35,0
332,Andre Russell,Will Jacks,1,0,1
333,Andre Russell,Wriddhiman Saha,10,15,0
334,Andre Russell,Yash Dayal,1,0,1
335,Andre Russell,Yusuf Pathan,4,11,1
336,Andre Russell,Yuzvendra Chahal,2,2,0
337,Andrew Tye,Abhishek Sharma,3,5,0
338,Andrew Tye,Aiden Markram,2,2,0
339,Andrew Tye,Ajinkya Rahane,3,1,1
340,Andrew Tye,Andre Russell,10,23,1
341,Andrew Tye,Ben Stokes,3,3,2
342,Andrew Tye,Chris Lynn,6,14,1
343,Andrew Tye,David Warner,1,0,0
344,Andrew Tye,Dinesh Karthik,5,4,0
345,Andrew Tye,Jaydev Unadkat,1,0,1
346,Andrew Tye,Jofra Archer,1,0,1
347,Andrew Tye,Jos Buttler,7,12,0
348,Andrew Tye,Krishnappa Gowtham,2,1,0
349,Andrew Tye,Mahipal Lomror,3,6,0
350,Andrew Tye,Nicholas Pooran,3,2,0
351,Andrew Tye,Nitish Rana,6,2,0
352,Andrew Tye,Piyush Chawla,3,3,0
353,Andrew Tye,Prithvi Shaw,5,7,0
354,Andrew Tye,Rahul Tripathi,7,18,0
355,Andrew Tye,Rishabh Pant,8,18,0
356,Andrew Tye,Robin Uthappa,16,19,0
357,Andrew Tye,Romario Shepherd,5,8,0
358,Andrew Tye,Sarfaraz Khan,5,3,0
359,Andrew Tye,Shubman Gill,2,2,0
360,Andrew Tye,Stuart Binny,4,10,0
361,Andrew Tye,Tom Curran,2,0,1
362,Andrew Tye,Washington Sundar,5,8,0
363,Angelo Mathews,Ashish Reddy,4,12,0
364,Angelo Mathews,KL Rahul,3,2,1
365,Angelo Mathews,Karn Sharma,2,1,0
366,Angelo Mathews,Manish Pandey,2,1,0
367,Angelo Mathews,Naman Ojha,6,9,0
368,Angelo Mathews,Piyush Chawla,6,13,0
369,Angelo Mathews,Ravi Bopara,3,2,0
370,Angelo Mathews,Shikhar Dhawan,6,12,0
371,Angelo Mathews,Yusuf Pathan,4,1,0
372,Ankit Rajpoot,AB de Villiers,8,17,0
373,Ankit Rajpoot,Ajinkya Rahane,2,3,0
374,Ankit Rajpoot,Ambati Rayudu,9,8,0
375,Ankit Rajpoot,Andre Russell,3,7,1
376,Ankit Rajpoot,Barinder Sran,2,2,0
377,Ankit Rajpoot,Bhuvneshwar Kumar,1,0,1
378,Ankit Rajpoot,Chris Gayle,4,1,0
379,Ankit Rajpoot,Chris Lynn,5,9,0
380,Ankit Rajpoot,David Warner,3,4,0
381,Ankit Rajpoot,Dhawal Kulkarni,3,5,0
382,Ankit Rajpoot,Dinesh Karthik,3,9,0
383,Ankit Rajpoot,Eoin Morgan,6,6,0
384,Ankit Rajpoot,Faf du Plessis,5,7,0
385,Ankit Rajpoot,George Bailey,7,10,0
386,Ankit Rajpoot,Hardik Pandya,10,37,0
387,Ankit Rajpoot,Ishan Kishan,16,27,0
388,Ankit Rajpoot,Jaydev Unadkat,1,0,1
389,Ankit Rajpoot,Jonny Bairstow,7,11,0
390,Ankit Rajpoot,Jos Buttler,8,15,0
391,Ankit Rajpoot,Kamlesh Nagarkoti,4,7,0
392,Ankit Rajpoot,Karn Sharma,3,3,0
393,Ankit Rajpoot,Krishnappa Gowtham,1,0,1
394,Ankit Rajpoot,Naman Ojha,4,5,0
395,Ankit Rajpoot,Pat Cummins,2,1,0
396,Ankit Rajpoot,Quinton de Kock,6,10,0
397,Ankit Rajpoot,Robin Uthappa,5,5,0
398,Ankit Rajpoot,Rohit Sharma,8,15,1
399,Ankit Rajpoot,Sam Curran,1,1,0
400,Ankit Rajpoot,Sanju Samson,4,4,0
401,Ankit Rajpoot,Saurabh Tiwary,13,12,1
402,Ankit Rajpoot,Shikhar Dhawan,5,8,0
403,Ankit Rajpoot,Shreyas Gopal,1,1,0
404,Ankit Rajpoot,Shubman Gill,11,22,0
405,Ankit Rajpoot,Steven Smith,6,6,0
406,Ankit Rajpoot,Sunil Narine,9,8,0
407,Ankit Rajpoot,Suryakumar Yadav,8,16,0
408,Ankit Rajpoot,Virat Kohli,7,10,0
409,Ankit Rajpoot,Yusuf Pathan,2,2,0
410,Ankit Sharma,Ambati Rayudu,4,6,0
411,Ankit Sharma,Brendon McCullum,5,8,0
412,Ankit Sharma,Dwayne Bravo,4,2,0
413,Ankit Sharma,Faf du Plessis,2,0,1
414,Ankit Sharma,Shane Watson,2,5,0
415,Ankit Sharma,Steven Smith,7,16,0
416,Anrich Nortje,AB de Villiers,11,15,2
417,Anrich Nortje,Aaron Finch,6,9,0
418,Anrich Nortje,Abdul Samad,11,29,0
419,Anrich Nortje,Abhinav Manohar,3,3,0
420,Anrich Nortje,Ajinkya Rahane,6,9,0
421,Anrich Nortje,Ambati Rayudu,8,16,0
422,Anrich Nortje,Andre Russell,2,4,0
423,Anrich Nortje,Angkrish Raghuvanshi,8,17,1
424,Anrich Nortje,Arshdeep Singh,2,1,0
425,Anrich Nortje,Ben Stokes,6,3,0
426,Anrich Nortje,Bhanuka Rajapaksa,1,0,0
427,Anrich Nortje,Chris Morris,2,0,1
428,Anrich Nortje,Daryl Mitchell,1,1,0
429,Anrich Nortje,David Miller,6,5,0
430,Anrich Nortje,David Warner,19,28,1
431,Anrich Nortje,Deepak Hooda,4,3,0
432,Anrich Nortje,Devdutt Padikkal,12,18,3
433,Anrich Nortje,Devon Conway,8,9,0
434,Anrich Nortje,Dinesh Karthik,2,1,0
435,Anrich Nortje,Dwayne Bravo,1,1,0
436,Anrich Nortje,Eoin Morgan,4,5,0
437,Anrich Nortje,Faf du Plessis,8,11,1
438,Anrich Nortje,Glenn Maxwell,7,11,0
439,Anrich Nortje,Hardik Pandya,18,29,1
440,Anrich Nortje,Ishan Kishan,15,36,0
441,Anrich Nortje,Isuru Udana,4,5,1
442,Anrich Nortje,Jason Holder,4,4,0
443,Anrich Nortje,Jitesh Sharma,7,7,0
444,Anrich Nortje,Jofra Archer,1,1,0
445,Anrich Nortje,Jonny Bairstow,13,19,1
446,Anrich Nortje,Jos Buttler,7,20,1
447,Anrich Nortje,Josh Philippe,3,2,0
448,Anrich Nortje,Kane Williamson,18,23,0
449,Anrich Nortje,Kedar Jadhav,6,2,2
450,Anrich Nortje,Kieron Pollard,14,17,0
451,Anrich Nortje,Krunal Pandya,5,10,0
452,Anrich Nortje,MS Dhoni,17,33,0
453,Anrich Nortje,Manish Pandey,14,20,0
454,Anrich Nortje,Moeen Ali,8,12,1
455,Anrich Nortje,Mohammed Siraj,4,5,1
456,Anrich Nortje,Murali Vijay,3,0,1
457,Anrich Nortje,Navdeep Saini,2,1,0
458,Anrich Nortje,Nitish Rana,10,13,0
459,Anrich Nortje,Phil Salt,3,2,1
460,Anrich Nortje,Priyam Garg,4,6,0
461,Anrich Nortje,Quinton de Kock,29,53,1
462,Anrich Nortje,Rahul Chahar,4,2,0
463,Anrich Nortje,Rahul Tewatia,10,21,1
464,Anrich Nortje,Rahul Tripathi,4,5,1
465,Anrich Nortje,Rashid Khan,5,3,0
466,Anrich Nortje,Rassie van der Dussen,3,6,0
467,Anrich Nortje,Ravichandran Ashwin,2,1,0
468,Anrich Nortje,Ravindra Jadeja,8,7,0
469,Anrich Nortje,Rinku Singh,7,25,1
470,Anrich Nortje,Riyan Parag,4,8,0
471,Anrich Nortje,Robin Uthappa,20,25,2
472,Anrich Nortje,Rohit Sharma,10,13,1
473,Anrich Nortje,Ruturaj Gaikwad,26,48,2
474,Anrich Nortje,Sandeep Sharma,4,2,0
475,Anrich Nortje,Sanju Samson,13,12,1
476,Anrich Nortje,Shahbaz Ahmed,1,1,0
477,Anrich Nortje,Shahbaz Nadeem,2,2,0
478,Anrich Nortje,Shane Watson,6,1,0
479,Anrich Nortje,Shikhar Dhawan,5,4,0
480,Anrich Nortje,Shivam Dube,16,20,0
481,Anrich Nortje,Shreyas Iyer,2,1,0
482,Anrich Nortje,Shubman Gill,3,1,2
483,Anrich Nortje,Srikar Bharat,8,7,0
484,Anrich Nortje,Sunil Narine,6,12,0
485,Anrich Nortje,Suryakumar Yadav,12,17,1
486,Anrich Nortje,Tabraiz Shamsi,3,1,0
487,Anrich Nortje,Trent Boult,2,2,0
488,Anrich Nortje,Vijay Shankar,6,3,0
489,Anrich Nortje,Virat Kohli,12,10,1
490,Anrich Nortje,Washington Sundar,1,1,0
491,Anrich Nortje,Wriddhiman Saha,8,10,1
492,Anrich Nortje,Yashasvi Jaiswal,9,11,1
493,Anshul Kamboj,Nitish Rana,6,7,0
494,Anshul Kamboj,Shreyas Iyer,5,3,1
495,Anshul Kamboj,Venkatesh Iyer,8,14,0
496,Anukul Roy,Jonny Bairstow,9,29,1
497,Anukul Roy,Prabhsimran Singh,3,7,0
498,Anureet Singh,Ajinkya Rahane,9,12,0
499,Anureet Singh,Andre Russell,10,33,0
500,Anureet Singh,Axar Patel,3,6,1
501,Anureet Singh,Brad Hogg,1,1,0
502,Anureet Singh,Chris Lynn,2,2,0
503,Anureet Singh,Deepak Hooda,1,1,0
504,Anureet Singh,Dinesh Karthik,4,8,0
505,Anureet Singh,Gautam Gambhir,1,4,0
506,Anureet Singh,Johan Botha,1,1,0
507,Anureet Singh,KL Rahul,1,4,0
508,Anureet Singh,Karun Nair,1,0,1
509,Anureet Singh,Manish Pandey,2,5,0
510,Anureet Singh,Marcus Stoinis,2,1,0
511,Anureet Singh,Piyush Chawla,3,6,2
512,Anureet Singh,Robin Uthappa,3,6,1
513,Anureet Singh,Sanju Samson,2,5,0
514,Anureet Singh,Shane Watson,8,13,0
515,Anureet Singh,Stuart Binny,3,11,0
516,Anureet Singh,Sunil Narine,1,1,0
517,Anureet Singh,Yusuf Pathan,1,1,0
518,Arjun Tendulkar,Hardik Pandya,5,5,0
519,Arjun Tendulkar,Shubman Gill,1,1,0
520,Arjun Tendulkar,Wriddhiman Saha,6,3,1
521,Arshad Khan,David Warner,5,6,0
522,Arshad Khan,Jake Fraser-McGurk,4,10,0
523,Arshad Khan,Phil Salt,6,13,0
524,Arshad Khan,Prithvi Shaw,9,12,0
525,Arshad Khan,Shreyas Iyer,7,12,0
526,Arshad Khan,Tristan Stubbs,1,6,0
527,Arshdeep Singh,Abdul Samad,2,1,0
528,Arshdeep Singh,Abhishek Sharma,7,16,0
529,Arshdeep Singh,Aiden Markram,6,9,0
530,Arshdeep Singh,Alzarri Joseph,2,2,0
531,Arshdeep Singh,Andre Russell,15,25,3
532,Arshdeep Singh,Anuj Rawat,6,3,0
533,Arshdeep Singh,Axar Patel,3,4,0
534,Arshdeep Singh,Ayush Badoni,4,4,0
535,Arshdeep Singh,Ben Stokes,9,18,0
536,Arshdeep Singh,Chetan Sakariya,3,5,1
537,Arshdeep Singh,Chris Morris,3,4,0
538,Arshdeep Singh,David Warner,9,15,0
539,Arshdeep Singh,Devdutt Padikkal,1,0,0
540,Arshdeep Singh,Dinesh Karthik,19,30,1
541,Arshdeep Singh,Eoin Morgan,4,2,0
542,Arshdeep Singh,Evin Lewis,1,0,1
543,Arshdeep Singh,Faf du Plessis,30,57,1
544,Arshdeep Singh,Hardik Pandya,11,6,0
545,Arshdeep Singh,Ishan Kishan,1,0,1
546,Arshdeep Singh,Jason Holder,3,2,0
547,Arshdeep Singh,Jason Roy,7,9,0
548,Arshdeep Singh,Jonny Bairstow,13,13,0
